Bosque,Polinizador,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif,Week,Year
Pinar Aznalcazar,Apis_mellifera,10-1 Lysimachia_arvensis,1,0,0,10,2020
Pinar Aznalcazar,Apis_mellifera,10-1 Reseda_phyteuma,11,0,0,10,2020
Pinar Aznalcazar,Episyrphus_balteatus,10-1 Reseda_phyteuma,1,0,0,10,2020
Pinar Aznalcazar,Psilothrix_viridicoerulea,2-4 Cistus_salviifolius,1,0,0,10,2020
Pinar Puebla,Andrena_rhyssonota,12-1 Leontodon_hispidus,2,0,0,10,2020
Pinar Puebla,Chasmatopterus_illigeri,12-1 Leontodon_hispidus,8,0,0,10,2020
Pinar Puebla,Tropinota_squalida,12-1 Leontodon_hispidus,3,0,0,10,2020
Pinar Puebla,Xylocopa_cantabrita,16-1 Tolpis_barbata,1,0,0,10,2020
Pinar Puebla,Apis_mellifera,20-6 Cistus_crispus,14,0,0,10,2020
Pinar Puebla,Apis_mellifera,9-19 Lavandula_stoechas,1,0,0,10,2020
Pinar Puebla,Leptotes_pirithous,9-19 Lavandula_stoechas,1,0,0,10,2020
Villamanrique Chaparral,Eucera_codinai,10-12 Cistus_salviifolius,1,0,0,10,2020
Villamanrique Chaparral,Psilothrix_viridicoerulea,10-9 Cistus_salviifolius,1,0,0,10,2020
Villamanrique Chaparral,Apis_mellifera,11-6 Cistus_crispus,1,0,0,10,2020
Villamanrique Chaparral,Apis_mellifera,17-11 Cistus_crispus,1,0,0,10,2020
Villamanrique Chaparral,Bombylis_sp,17-11 Cistus_crispus,1,0,0,10,2020
Villamanrique Chaparral,Eucera_codinai,17-11 Cistus_crispus,1,0,0,10,2020
Villamanrique Chaparral,Nomada_sp,17-11 Cistus_crispus,2,0,0,10,2020
Villamanrique Chaparral,Usia_sp,17-11 Cistus_crispus,2,0,0,10,2020
Villamanrique Chaparral,Apis_mellifera,19-1 Cistus_crispus,1,0,0,10,2020
Villamanrique Chaparral,Bombylella_atra,19-1 Cistus_crispus,2,0,0,10,2020
Villamanrique Chaparral,Apis_mellifera,2-9 Cistus_crispus,3,0,0,10,2020
Villamanrique Chaparral,Bombylella_atra,2-9 Cistus_crispus,1,0,0,10,2020
Villamanrique Chaparral,Syrphidae_3,2-9 Cistus_crispus,1,0,0,10,2020
Villamanrique Chaparral,Apis_mellifera,24-11 Cistus_salviifolius,5,0,0,10,2020
Villamanrique Chaparral,Apis_mellifera,7-2 Cistus_crispus,3,0,0,10,2020
Villamanrique Chaparral,Chasmatopterus_illigeri,7-2 Cistus_crispus,1,0,0,10,2020
Villamanrique Chaparral,Apis_mellifera,9-3 Cistus_crispus,2,0,0,10,2020
Villamanrique Chaparral,Usia_sp,9-3 Cistus_crispus,1,0,0,10,2020
Pinar Aznalcazar,Pieris_rapae,10-1 Lavandula_stoechas,1,0,0,11,2020
Pinar Aznalcazar,Apis_mellifera,10-1 Reseda_phyteuma,5,0,0,11,2020
Pinar Aznalcazar,Andrena_cinerea,2-4 Cistus_crispus,1,0,0,11,2020
Pinar Aznalcazar,Andrena_cinerea,5-12 Leontodon_hispidus,1,0,0,11,2020
Pinar Hinojos,Andrena_flavipes,4-1 Leontodon_hispidus,1,0,0,11,2020
Pinar Hinojos,Attagenus_trifasciatus,4-1 Leontodon_hispidus,1,0,0,11,2020
Pinar Hinojos,Episyrphus_balteatus,4-1 Leontodon_hispidus,1,0,0,11,2020
Pinar Hinojos,Tropinota_squalida,4-1 Leontodon_hispidus,5,0,0,11,2020
Pinar Puebla,Apis_mellifera,12-1 Leontodon_hispidus,4,0,0,11,2020
Pinar Puebla,Bombylella_atra,12-1 Leontodon_hispidus,1,0,0,11,2020
Pinar Puebla,Merodon_trochantericus,12-1 Leontodon_hispidus,1,0,0,11,2020
Pinar Puebla,Panurgus_dentipes,12-1 Leontodon_hispidus,1,0,0,11,2020
Pinar Puebla,Systoechus_sp,12-1 Leontodon_hispidus,3,0,0,11,2020
Pinar Puebla,Xylocopa_cantabrita,12-1 Silene_colorata,4,0,0,11,2020
Pinar Puebla,Panurgus_calcaratus,16-1 Andryala_integrifolia,1,0,0,11,2020
Pinar Puebla,Panurgus_calcaratus,16-1 Tolpis_barbata,3,0,0,11,2020
Pinar Puebla,Apis_mellifera,20-6 Cistus_crispus,3,0,0,11,2020
Pinar Puebla,Xylocopa_cantabrita,20-6 Cistus_crispus,4,0,0,11,2020
Villamanrique Chaparral,Apis_mellifera,11-6 Cistus_crispus,1,0,0,11,2020
Villamanrique Chaparral,Andrena_limata,17-11 Andryala_integrifolia,1,0,0,11,2020
Villamanrique Chaparral,Apis_mellifera,19-1 Cistus_crispus,3,0,0,11,2020
Villamanrique Chaparral,Apis_mellifera,2-9 Cistus_crispus,6,0,0,11,2020
Villamanrique Chaparral,Eucera_elongatula,2-9 Cistus_crispus,2,0,0,11,2020
Villamanrique Chaparral,Andrena_limata,7-2 Cistus_crispus,1,0,0,11,2020
Villamanrique Chaparral,Bombylella_atra,7-2 Cistus_crispus,2,0,0,11,2020
Villamanrique Chaparral,Flavipanurgus_venustus,7-2 Cistus_crispus,2,0,0,11,2020
Villamanrique Chaparral,Leptotes_pirithous,7-2 Cistus_crispus,1,0,0,11,2020
Villamanrique Chaparral,Apis_mellifera,9-11 Cistus_crispus,5,0,0,11,2020
Villamanrique Chaparral,Bombylella_atra,9-3 Cistus_crispus,1,0,0,11,2020
Villamanrique Chaparral,Usia_sp,9-3 Cistus_crispus,2,0,0,11,2020
Villamanrique Sur,Psilothrix_viridicoerulea,10-21 Cistus_salviifolius,1,0,0,11,2020
Villamanrique Sur,Apis_mellifera,13-22 Cistus_crispus,1,0,0,11,2020
Villamanrique Sur,Andrena_cinerea,18-14 Leontodon_hispidus,3,0,0,11,2020
Villamanrique Sur,Bombylella_atra,18-14 Leontodon_hispidus,2,0,0,11,2020
Villamanrique Sur,Exoxoma_lusitanicum,18-14 Leontodon_hispidus,1,0,0,11,2020
Villamanrique Sur,Andrena_cinerea,20-16 Anthemis_arvensis,1,0,0,11,2020
Villamanrique Sur,Apis_mellifera,20-16 Cistus_crispus,12,0,0,11,2020
Villamanrique Sur,Apis_mellifera,20-16 Leontodon_hispidus,2,0,0,11,2020
Villamanrique Sur,Bombylella_atra,5-4 Halimium_halimifolium,1,0,0,11,2020
Pinar Hinojos,Andrena_cinerea,4-1 Leontodon_hispidus,7,0,0,12,2020
Pinar Hinojos,Lasioglossum_sp,4-1 Leontodon_hispidus,1,0,0,12,2020
Pinar Hinojos,Melanostoma_sp,7-17 Halimium_halimifolium,1,0,0,12,2020
Pinar Hinojos,Psilothrix_viridicoerulea,7-17 Halimium_halimifolium,1,0,0,12,2020
Pinar Aznalcazar,Andrena_flavipes,10-1 Galactite_tomentosa,1,0,0,13,2020
Pinar Aznalcazar,Apis_mellifera,10-1 Galactite_tomentosa,2,0,0,13,2020
Pinar Aznalcazar,Pieris_rapae,10-1 Galactite_tomentosa,1,0,0,13,2020
Pinar Aznalcazar,Tropinota_squalida,10-1 Galactite_tomentosa,1,0,0,13,2020
Pinar Aznalcazar,Episyrphus_balteatus,2-4 Andryala_integrifolia,1,0,0,13,2020
Pinar Aznalcazar,Andrena_flavipes,5-12 Leontodon_hispidus,2,0,0,13,2020
Villamanrique Chaparral,Apis_mellifera,11-6 Cistus_crispus,3,0,0,13,2020
Villamanrique Chaparral,Apis_mellifera,17-11 Cistus_crispus,2,0,0,13,2020
Villamanrique Chaparral,Bombylis_sp,17-11 Cistus_crispus,3,0,0,13,2020
Villamanrique Chaparral,Apis_mellifera,6-5 Cistus_crispus,1,0,0,13,2020
Villamanrique Chaparral,Flavipanurgus_venustus,6-5 Cistus_crispus,1,0,0,13,2020
Villamanrique Chaparral,Apis_mellifera,7-2 Cistus_crispus,3,0,0,13,2020
Villamanrique Chaparral,Eucera_elongatula,7-2 Cistus_crispus,1,0,0,13,2020
Villamanrique Chaparral,Flavipanurgus_venustus,7-2 Cistus_crispus,1,0,0,13,2020
Villamanrique Chaparral,Apis_mellifera,9-11 Cistus_crispus,1,0,0,13,2020
Villamanrique Chaparral,Flavipanurgus_venustus,9-11 Cistus_crispus,1,0,0,13,2020
Villamanrique Chaparral,Lasioglossum_sp,9-11 Cistus_crispus,1,0,0,13,2020
Villamanrique Chaparral,Apis_mellifera,9-3 Cistus_crispus,1,0,0,13,2020
Villamanrique Chaparral,Coenonympha_pamphilus,9-3 Cistus_crispus,1,0,0,13,2020
Villamanrique Sur,Bombus_terrestris,10-21 Cistus_salviifolius,1,0,0,13,2020
Villamanrique Sur,Dasypoda_dusmeti,10-21 Cistus_salviifolius,1,0,0,13,2020
Villamanrique Sur,Psilothrix_viridicoerulea,10-21 Cistus_salviifolius,1,0,0,13,2020
Villamanrique Sur,Megascolia_maculata,18-14 Cynara_humilis,1,0,0,13,2020
Villamanrique Sur,Dasypoda_dusmeti,18-14 Leontodon_hispidus,1,0,0,13,2020
Villamanrique Sur,Panurgus_sp,18-14 Leontodon_hispidus,1,0,0,13,2020
Villamanrique Sur,Apis_mellifera,20-16 Cistus_crispus,3,0,0,13,2020
Villamanrique Sur,Bombus_terrestris,20-16 Cistus_crispus,1,0,0,13,2020
Villamanrique Sur,Syrphidae_3,3-4 Halimium_halimifolium,1,0,0,13,2020
Pinar Hinojos,Andrena_cinerea,3-17 Andryala_integrifolia,1,0,0,14,2020
Pinar Hinojos,Andrena_cinerea,4-1 Leontodon_hispidus,7,0,0,14,2020
Pinar Hinojos,Tropinota_squalida,4-1 Leontodon_hispidus,1,0,0,14,2020
Pinar Puebla,Panurgus_calcaratus,12-1 Leontodon_hispidus,2,0,0,14,2020
Pinar Puebla,Panurgus_calcaratus,12-1 Silene_colorata,2,0,0,14,2020
Pinar Puebla,Panurgus_calcaratus,16-1 Andryala_integrifolia,1,0,0,14,2020
Pinar Puebla,Panurgus_calcaratus,16-1 Tolpis_barbata,1,0,0,14,2020
Pinar Puebla,Xylocopa_cantabrita,9-17 Cistus_salviifolius,3,0,0,14,2020
Villamanrique Chaparral,Bombylis_sp,11-12 Cistus_salviifolius,1,0,0,14,2020
Villamanrique Chaparral,Bombylella_atra,11-14 Cistus_salviifolius,1,0,0,14,2020
Villamanrique Chaparral,Andrena_limata,15-12 Cistus_salviifolius,1,0,0,14,2020
Villamanrique Chaparral,Lasioglossum_prasinum,16-1 Cistus_salviifolius,1,0,0,14,2020
Villamanrique Chaparral,Apis_mellifera,7-2 Cistus_crispus,2,0,0,14,2020
Villamanrique Chaparral,Flavipanurgus_venustus,9-11 Cistus_crispus,1,0,0,14,2020
Villamanrique Sur,Andrena_cinerea,10-21 Cistus_salviifolius,1,0,0,14,2020
Villamanrique Sur,Dischistus_biroi,10-21 Cistus_salviifolius,1,0,0,14,2020
Villamanrique Sur,Episyrphus_balteatus,11-15 Cistus_salviifolius,1,0,0,14,2020
Villamanrique Sur,Episyrphus_balteatus,13-17 Cistus_salviifolius,1,0,0,14,2020
Villamanrique Sur,Andrena_cinerea,18-14 Leontodon_hispidus,2,0,0,14,2020
Villamanrique Sur,Andrena_cinerea,20-16 Andryala_integrifolia,11,0,0,14,2020
Villamanrique Sur,Lasioglossum_immunitum,20-16 Andryala_integrifolia,1,0,0,14,2020
Villamanrique Sur,Apis_mellifera,20-16 Cistus_crispus,1,0,0,14,2020
