Fecha,Bosque,Planta,Flores,X,Y,Periodo,Year,Day_ISO,Day,Week_ISO,Week
2020-07-04,3,Taraxacum_sp,1,17,4,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,7,17,4,2,2020,186,83,27,12
2020-07-04,3,Taraxacum_sp,1,18,4,2,2020,186,83,27,12
2020-07-04,3,Potentilla_erecta,1,18,4,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,3,18,4,2,2020,186,83,27,12
2020-07-04,3,Prunella_grandiflora,1,18,4,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,7,19,4,2,2020,186,83,27,12
2020-07-04,3,Prunella_grandiflora,9,19,4,2,2020,186,83,27,12
2020-07-04,3,Trifolium_pratense,6,20,4,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,3,20,4,2,2020,186,83,27,12
2020-07-04,3,Potentilla_erecta,2,20,4,2,2020,186,83,27,12
2020-07-04,3,Trifolium_pratense,1,21,4,2,2020,186,83,27,12
2020-07-04,3,Hutchinsia_alpina,3,21,4,2,2020,186,83,27,12
2020-07-04,3,Erica_cinerea,2,21,4,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,3,22,4,2,2020,186,83,27,12
2020-07-04,3,Erica_vagans,1,22,4,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,5,23,4,2,2020,186,83,27,12
2020-07-04,3,Erica_vagans,2,23,4,2,2020,186,83,27,12
2020-07-04,3,Teucrium_pyrenaicum,3,23,4,2,2020,186,83,27,12
2020-07-04,3,Teucrium_pyrenaicum,3,24,4,2,2020,186,83,27,12
2020-07-04,3,Prunella_grandiflora,8,24,4,2,2020,186,83,27,12
2020-07-04,3,Thymus_praecox,4,24,4,2,2020,186,83,27,12
2020-07-04,3,Thymus_praecox,6,24,3,2,2020,186,83,27,12
2020-07-04,3,Hutchinsia_alpina,2,24,3,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,3,23,3,2,2020,186,83,27,12
2020-07-04,3,Prunella_grandiflora,11,23,3,2,2020,186,83,27,12
2020-07-04,3,Erica_vagans,13,23,3,2,2020,186,83,27,12
2020-07-04,3,Hutchinsia_alpina,2,23,3,2,2020,186,83,27,12
2020-07-04,3,Teucrium_pyrenaicum,4,22,3,2,2020,186,83,27,12
2020-07-04,3,Erica_vagans,3,21,3,2,2020,186,83,27,12
2020-07-04,3,Thymus_praecox,12,21,3,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,1,21,3,2,2020,186,83,27,12
2020-07-04,3,Trifolium_pratense,1,21,3,2,2020,186,83,27,12
2020-07-04,3,Trifolium_pratense,4,20,3,2,2020,186,83,27,12
2020-07-04,3,Prunella_grandiflora,7,19,3,2,2020,186,83,27,12
2020-07-04,3,Thymus_praecox,13,19,3,2,2020,186,83,27,12
2020-07-04,3,Taraxacum_sp,1,18,3,2,2020,186,83,27,12
2020-07-04,3,Teucrium_pyrenaicum,3,18,3,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,4,17,3,2,2020,186,83,27,12
2020-07-04,3,Hutchinsia_alpina,1,17,3,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,4,16,3,2,2020,186,83,27,12
2020-07-04,3,Thymus_praecox,14,16,3,2,2020,186,83,27,12
2020-07-04,3,Hutchinsia_alpina,4,16,3,2,2020,186,83,27,12
2020-07-04,3,Taraxacum_sp,1,15,3,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,4,15,3,2,2020,186,83,27,12
2020-07-04,3,Erica_vagans,2,14,3,2,2020,186,83,27,12
2020-07-04,3,Potentilla_erecta,3,13,3,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,3,13,3,2,2020,186,83,27,12
2020-07-04,3,Potentilla_erecta,1,11,3,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,3,11,3,2,2020,186,83,27,12
2020-07-04,3,Potentilla_erecta,1,10,3,2,2020,186,83,27,12
