Fecha,Hora,Bosque,Ronda,Codigo-vuelo-dia,Codigo-Vuelos,Orden_vuelo,Planta_vistada,coord_flores(x),coord_flores(y),nº visitas,coord_planta(x),coord_planta(y),planta(dentro cuadro),,,Codigo_captura,idem capturados,Order,Pollinator_genus,Pollinator_subgenus,Pollinator_species,subespecie,Pollinator_sex,morphoespecie,Det,Comments,tiempo,T (ºC),HR %,observaciones,,,,,,,,,,,,,,,,,,,,
22.03.2021,12:45,Pinar Villamanrique Sur,3,VSV3-12,VSV3-12.01,1,Cistus salviifolius,1,6,13,1,6,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,17,85,,,,,,,,,,,,,,,,,,,,,
22.03.2021,12:45,Pinar Villamanrique Sur,3,VSV3-12,VSV3-12.02,2,Cistus salviifolius,1,6,2,1,6,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,17,85,,,,,,,,,,,,,,,,,,,,,
22.03.2021,12:45,Pinar Villamanrique Sur,3,VSV3-12,VSV3-12.03,3,Cistus salviifolius,2,6,2,2,6,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,17,85,,,,,,,,,,,,,,,,,,,,,
22.03.2021,12:45,Pinar Villamanrique Sur,3,VSV3-12,VSV3-12.04,4,Cistus salviifolius,1,6,4,1,6,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,17,85,,,,,,,,,,,,,,,,,,,,,
22.03.2021,12:45,Pinar Villamanrique Sur,3,VSV3-12,VSV3-12.05,5,Cistus salviifolius,3,7,2,3,7,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,17,85,,,,,,,,,,,,,,,,,,,,,
22.03.2021,13:00,Pinar Villamanrique Sur,3,VSV3-13,VSV3-13.01,1,Cistus salviifolius,1,6,4,1,6,1,,,,,Hymenoptera,Lasioglossum,,sp,,,,,,soleado,17,85,,,,,,,,,,,,,,,,,,,,,
22.03.2021,13:00,Pinar Villamanrique Sur,3,VSV3-13,VSV3-13.02,2,Cistus salviifolius,1,6,13,1,6,2,,,,,Hymenoptera,Lasioglossum,,sp,,,,,,soleado,17,85,,,,,,,,,,,,,,,,,,,,,
22.03.2021,13:00,Pinar Villamanrique Sur,3,VSV3-13,VSV3-13.03,3,Cistus salviifolius,2,6,1,2,6,,,,,,Hymenoptera,Lasioglossum,,sp,,,,,,soleado,17,85,,,,,,,,,,,,,,,,,,,,,
22.03.2021,13:00,Pinar Villamanrique Sur,3,VSV3-13,VSV3-13.04,4,Cistus salviifolius,3,7,3,3,7,,,,,,Hymenoptera,Lasioglossum,,sp,,,,,,soleado,17,85,,,,,,,,,,,,,,,,,,,,,
22.03.2021,13:00,Pinar Villamanrique Sur,3,VSV3-13,VSV3-13.05,5,Cistus salviifolius,1,6,12,1,6,1,,,,,Hymenoptera,Lasioglossum,,sp,,,,,,soleado,17,85,,,,,,,,,,,,,,,,,,,,,
22.03.2021,13:00,Pinar Villamanrique Sur,3,VSV3-13,VSV3-13.06,6,Cistus salviifolius,1,6,3,1,6,2,,,,,Hymenoptera,Lasioglossum,,sp,,,,,,soleado,17,85,,,,,,,,,,,,,,,,,,,,,
22.03.2021,13:00,Pinar Villamanrique Sur,3,VSV3-13,VSV3-13.07,7,Cistus salviifolius,3,7,1,3,7,,,,,,Hymenoptera,Lasioglossum,,sp,,,,,,soleado,17,85,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:05,Pinar Villamanrique Sur,3,VSV3-14,VSV3-14.01,1,Cistus salviifolius,2,9,4,2,9,,,,,,Diptera,Eristalis,,similis,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:05,Pinar Villamanrique Sur,3,VSV3-14,VSV3-14.02,2,Cistus salviifolius,2,10,2,2,10,,,,,,Diptera,Eristalis,,similis,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:10,Pinar Villamanrique Sur,3,VSV3-15,VSV3-15.01,1,Cistus salviifolius,2,10,1,2,10,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:10,Pinar Villamanrique Sur,3,VSV3-15,VSV3-15.02,2,Cistus salviifolius,2,10,4,2,10,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:10,Pinar Villamanrique Sur,3,VSV3-15,VSV3-15.03,3,Cistus salviifolius,8,5,11,8,5,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:10,Pinar Villamanrique Sur,3,VSV3-15,VSV3-15.04,4,Cistus salviifolius,8,3,9,8,3,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:10,Pinar Villamanrique Sur,3,VSV3-15,VSV3-15.05,5,Cistus salviifolius,8,5,5,8,5,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:10,Pinar Villamanrique Sur,3,VSV3-15,VSV3-15.06,6,Cistus salviifolius,9,7,2,9,7,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:10,Pinar Villamanrique Sur,3,VSV3-15,VSV3-15.07,7,Cistus salviifolius,9,8,1,9,8,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:20,Pinar Villamanrique Sur,3,VSV3-16,VSV3-16.01,1,Cistus salviifolius,1,6,3,1,6,1,,,VSC3-06,,Hymenoptera,Lasioglossum,,immunitum,,female,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:20,Pinar Villamanrique Sur,3,VSV3-16,VSV3-16.02,2,Cistus salviifolius,1,6,4,1,6,2,,,VSC3-06,,Hymenoptera,Lasioglossum,,immunitum,,female,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:20,Pinar Villamanrique Sur,3,VSV3-16,VSV3-16.03,3,Cistus salviifolius,1,6,6,1,6,1,,,VSC3-06,,Hymenoptera,Lasioglossum,,immunitum,,female,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:30,Pinar Villamanrique Sur,3,VSV3-17,VSV3-17.01,1,Lavandula stoechas,4,6,43,4,7,,,,VSC3-07,,Hymenoptera,Eucera,,collaris,,male,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:30,Pinar Villamanrique Sur,3,VSV3-17,VSV3-17.02,2,Lavandula stoechas,4,7,38,4,7,,,,VSC3-07,,Hymenoptera,Eucera,,collaris,,male,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:35,Pinar Villamanrique Sur,3,VSV3-18,VSV3-18.01,1,Lavandula stoechas,4,6,18,4,7,,,,VSC3-08,,Hymenoptera,Nomada,,agrestis,,male,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:35,Pinar Villamanrique Sur,3,VSV3-18,VSV3-18.02,2,Lavandula stoechas,4,5,23,4,7,,,,VSC3-08,,Hymenoptera,Nomada,,agrestis,,male,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:35,Pinar Villamanrique Sur,3,VSV3-18,VSV3-18.03,3,Lavandula stoechas,4,6,3,4,7,,,,VSC3-08,,Hymenoptera,Nomada,,agrestis,,male,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:35,Pinar Villamanrique Sur,3,VSV3-18,VSV3-18.04,4,Lavandula stoechas,4,5,12,4,7,,,,VSC3-08,,Hymenoptera,Nomada,,agrestis,,male,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:40,Pinar Villamanrique Sur,3,VSV3-19,VSV3-19.01,1,Cistus salviifolius,1,6,2,1,6,2,,,,,Hymenoptera,Ceratina,,sp,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:45,Pinar Villamanrique Sur,3,VSV3-20,VSV3-20.01,1,Cistus salviifolius,5,1,1,5,1,,,,,,Hymenoptera,Lasioglossum,,sp,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:45,Pinar Villamanrique Sur,3,VSV3-20,VSV3-20.02,2,Cistus salviifolius,5,2,1,5,2,,,,,,Hymenoptera,Lasioglossum,,sp,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:45,Pinar Villamanrique Sur,3,VSV3-20,VSV3-20.03,3,Cistus salviifolius,6,3,3,6,3,1,,,,,Hymenoptera,Lasioglossum,,sp,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:45,Pinar Villamanrique Sur,3,VSV3-20,VSV3-20.04,4,Cistus salviifolius,8,3,6,8,3,,,,,,Hymenoptera,Lasioglossum,,sp,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:50,Pinar Villamanrique Sur,3,VSV3-21,VSV3-21.01,1,Cistus salviifolius,9,1,2,9,1,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:50,Pinar Villamanrique Sur,3,VSV3-21,VSV3-21.02,2,Cistus salviifolius,8,3,3,8,3,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:50,Pinar Villamanrique Sur,3,VSV3-21,VSV3-21.03,3,Cistus salviifolius,8,2,3,8,2,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:50,Pinar Villamanrique Sur,3,VSV3-21,VSV3-21.04,4,Cistus salviifolius,8,3,5,8,3,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,14:50,Pinar Villamanrique Sur,3,VSV3-21,VSV3-21.05,5,Cistus salviifolius,9,1,3,9,1,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,15:05,Pinar Villamanrique Sur,3,VSV3-22,VSV3-22.01,1,Cistus salviifolius,1,6,6,1,6,1,,,VSC3-09,,Hymenoptera,Sphecodes,,sp,,female,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,15:15,Pinar Villamanrique Sur,3,VSV3-23,VSV3-23.01,1,Lavandula stoechas,5,7,23,4,7,,,,,,Lepidoptera,Zerynthia,,rumina,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,15:15,Pinar Villamanrique Sur,3,VSV3-23,VSV3-23.02,2,Lavandula stoechas,5,6,27,4,7,,,,,,Lepidoptera,Zerynthia,,rumina,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,15:15,Pinar Villamanrique Sur,3,VSV3-23,VSV3-23.03,3,Lavandula stoechas,5,7,5,4,7,,,,,,Lepidoptera,Zerynthia,,rumina,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,15:15,Pinar Villamanrique Sur,3,VSV3-23,VSV3-23.04,4,Lavandula stoechas,5,6,24,4,7,,,,,,Lepidoptera,Zerynthia,,rumina,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,15:15,Pinar Villamanrique Sur,3,VSV3-23,VSV3-23.05,5,Lavandula stoechas,5,6,10,4,7,,,,,,Lepidoptera,Zerynthia,,rumina,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,15:20,Pinar Villamanrique Sur,3,VSV3-24,VSV3-24.01,1,Lavandula stoechas,3,8,6,3,8,,,,,,Lepidoptera,Zerynthia,,rumina,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
22.03.2021,15:20,Pinar Villamanrique Sur,3,VSV3-24,VSV3-24.02,2,Lavandula stoechas,5,6,3,4,7,,,,,,Lepidoptera,Zerynthia,,rumina,,,,,,soleado,19,41,,,,,,,,,,,,,,,,,,,,,
06.04.2021,11:30,Pinar Villamanrique Sur,4,VSV4-01,VSV4-01.01,1,Cistus salviifolius,6,3,25,,,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,Ronda 4 viento moderado,,,,,,,,,,,,,,,,,,,,
06.04.2021,11:30,Pinar Villamanrique Sur,4,VSV4-01,VSV4-01.02,2,Cistus salviifolius,8,2,3,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,11:30,Pinar Villamanrique Sur,4,VSV4-01,VSV4-01.03,3,Cistus salviifolius,9,2,3,8,2,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,11:30,Pinar Villamanrique Sur,4,VSV4-01,VSV4-01.04,4,Cistus salviifolius,8,2,2,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,11:30,Pinar Villamanrique Sur,4,VSV4-01,VSV4-01.05,5,Cistus salviifolius,9,2,6,8,2,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,11:30,Pinar Villamanrique Sur,4,VSV4-01,VSV4-01.06,6,Cistus salviifolius,6,1,4,,,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,11:45,Pinar Villamanrique Sur,4,VSV4-02,VSV4-02.01,1,Cistus salviifolius,2,3,2,,,,,,VSC4-01,,Hymenoptera,Lasioglossum,,immunitum,,female,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,11:45,Pinar Villamanrique Sur,4,VSV4-02,VSV4-02.02,2,Cistus salviifolius,4,3,4,,,,,,VSC4-01,,Hymenoptera,Lasioglossum,,immunitum,,female,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,11:50,Pinar Villamanrique Sur,4,VSV4-03,VSV4-03.01,1,Cistus salviifolius,4,8,1,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,11:50,Pinar Villamanrique Sur,4,VSV4-03,VSV4-03.02,2,Cistus salviifolius,3,9,2,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,11:50,Pinar Villamanrique Sur,4,VSV4-03,VSV4-03.03,3,Cistus salviifolius,4,9,3,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:00,Pinar Villamanrique Sur,4,VSV4-04,VSV4-04.01,1,Cistus salviifolius,8,2,3,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:00,Pinar Villamanrique Sur,4,VSV4-04,VSV4-04.02,2,Cistus salviifolius,9,2,2,8,2,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:00,Pinar Villamanrique Sur,4,VSV4-04,VSV4-04.03,3,Cistus salviifolius,8,3,3,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:00,Pinar Villamanrique Sur,4,VSV4-04,VSV4-04.04,4,Cistus salviifolius,8,2,11,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:00,Pinar Villamanrique Sur,4,VSV4-04,VSV4-04.05,5,Cistus salviifolius,9,2,2,8,2,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:00,Pinar Villamanrique Sur,4,VSV4-04,VSV4-04.06,6,Cistus salviifolius,6,3,2,,,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:00,Pinar Villamanrique Sur,4,VSV4-04,VSV4-04.07,7,Cistus salviifolius,8,2,7,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:00,Pinar Villamanrique Sur,4,VSV4-04,VSV4-04.08,8,Cistus salviifolius,9,1,4,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:00,Pinar Villamanrique Sur,4,VSV4-04,VSV4-04.09,9,Cistus salviifolius,8,2,1,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:05,Pinar Villamanrique Sur,4,VSV4-05,VSV4-05.01,1,Cistus salviifolius,5,2,3,,,,,,,,Hymenoptera,Lasioglossum,,sp,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:10,Pinar Villamanrique Sur,4,VSV4-06,VSV4-06.01,1,Cistus salviifolius,8,2,3,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:10,Pinar Villamanrique Sur,4,VSV4-06,VSV4-06.02,2,Cistus salviifolius,9,2,2,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:10,Pinar Villamanrique Sur,4,VSV4-06,VSV4-06.03,3,Cistus salviifolius,9,2,5,8,2,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:10,Pinar Villamanrique Sur,4,VSV4-06,VSV4-06.04,4,Cistus salviifolius,10,1,3,,,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:10,Pinar Villamanrique Sur,4,VSV4-06,VSV4-06.05,5,Cistus salviifolius,9,2,1,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:10,Pinar Villamanrique Sur,4,VSV4-06,VSV4-06.06,6,Cistus salviifolius,10,1,3,,,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:10,Pinar Villamanrique Sur,4,VSV4-06,VSV4-06.07,7,Cistus salviifolius,8,2,7,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:15,Pinar Villamanrique Sur,4,VSV4-07,VSV4-07.01,1,Cistus salviifolius,10,1,4,,,2,,,,VST7-04,Hymenoptera,Panurgus,,perezi,,male,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:15,Pinar Villamanrique Sur,4,VSV4-07,VSV4-07.02,2,Cistus salviifolius,9,2,3,,,,,,,VST7-04,Hymenoptera,Panurgus,,perezi,,male,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:20,Pinar Villamanrique Sur,4,VSV4-08,VSV4-08.01,1,Cistus salviifolius,9,8,9,,,,,,,VSC4-01,Hymenoptera,Lasioglossum,,immunitum,,female,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:30,Pinar Villamanrique Sur,4,VSV4-09,VSV4-09.01,1,Cistus salviifolius,5,2,4,,,,,,VSC4-02,,Hymenoptera,Lasioglossum,,immunitum,,female,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:30,Pinar Villamanrique Sur,4,VSV4-09,VSV4-09.02,2,Cistus salviifolius,5,1,5,,,,,,VSC4-02,,Hymenoptera,Lasioglossum,,immunitum,,female,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:35,Pinar Villamanrique Sur,4,VSV4-10,VSV4-10.01,1,Cistus salviifolius,5,1,2,,,,,,,,Lepidoptera,Pieris,,rapae,,,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:40,Pinar Villamanrique Sur,4,VSV4-11,VSV4-11.01,1,Cistus salviifolius,9,7,5,,,,,,VSC4-03,,Diptera,Eristalis,,arbustorum,,male,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:50,Pinar Villamanrique Sur,4,VSV4-12,VSV4-12.01,1,Cistus salviifolius,2,10,2,,,,,,VSC4-04,,Hymenoptera,Lasioglossum,,immunitum,,female,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:50,Pinar Villamanrique Sur,4,VSV4-12,VSV4-12.02,2,Cistus salviifolius,2,9,3,,,,,,VSC4-04,,Hymenoptera,Lasioglossum,,immunitum,,female,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,12:50,Pinar Villamanrique Sur,4,VSV4-12,VSV4-12.03,3,Cistus salviifolius,3,9,1,,,,,,VSC4-04,,Hymenoptera,Lasioglossum,,immunitum,,female,,,,sol y nubes,26,52,,,,,,,,,,,,,,,,,,,,,
06.04.2021,14:10,Pinar Villamanrique Sur,4,VSV4-13,VSV4-13.01,1,Cistus salviifolius,6,3,11,,,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,14:15,Pinar Villamanrique Sur,4,VSV4-14,VSV4-14.01,1,Genista hirsuta,7,2,4,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,14:15,Pinar Villamanrique Sur,4,VSV4-14,VSV4-14.02,2,Cistus salviifolius,9,1,7,,,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,14:15,Pinar Villamanrique Sur,4,VSV4-14,VSV4-14.03,3,Cistus salviifolius,10,1,11,,,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,14:25,Pinar Villamanrique Sur,4,VSV4-15,VSV4-15.01,1,Lavandula stoechas,4,7,5,,,,,,,,Hymenoptera,Bombus,,terrestris,,,,,obrera,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,14:25,Pinar Villamanrique Sur,4,VSV4-15,VSV4-15.02,2,Lavandula stoechas,5,7,7,4,7,,,,,,Hymenoptera,Bombus,,terrestris,,,,,obrera,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,14:25,Pinar Villamanrique Sur,4,VSV4-15,VSV4-15.03,3,Lavandula stoechas,5,6,6,4,7,,,,,,Hymenoptera,Bombus,,terrestris,,,,,obrera,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,14:25,Pinar Villamanrique Sur,4,VSV4-15,VSV4-15.04,4,Lavandula stoechas,4,6,1,4,7,,,,,,Hymenoptera,Bombus,,terrestris,,,,,obrera,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,14:45,Pinar Villamanrique Sur,4,VSV4-16,VSV4-16.01,1,Lavandula stoechas,3,8,5,,,,,,,,Hymenoptera,Ucera,,,,male,,,ucera grisácea,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,14:50,Pinar Villamanrique Sur,4,VSV4-17,VSV4-17.01,1,Cistus salviifolius,3,10,5,,,,,,VSC4-05,,Hymenoptera,Lasioglossum,,immunitum,,female,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,14:50,Pinar Villamanrique Sur,4,VSV4-17,VSV4-17.02,2,Cistus salviifolius,3,9,4,,,,,,VSC4-05,,Hymenoptera,Lasioglossum,,immunitum,,female,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,15:00,Pinar Villamanrique Sur,4,VSV4-18,VSV4-18.01,1,Lavandula stoechas,4,7,20,,,,,,,,Lepidoptera,Callophrys,,rubi,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,15:00,Pinar Villamanrique Sur,4,VSV4-18,VSV4-18.02,2,Lavandula stoechas,4,6,10,4,7,,,,,,Lepidoptera,Callophrys,,rubi,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,15:25,Pinar Villamanrique Sur,4,VSV4-19,VSV4-19.01,1,Cistus salviifolius,1,6,20,1,6,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,15:25,Pinar Villamanrique Sur,4,VSV4-19,VSV4-19.02,2,Cistus salviifolius,1,6,1,1,6,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,15:25,Pinar Villamanrique Sur,4,VSV4-19,VSV4-19.03,3,Cistus salviifolius,1,6,5,1,6,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,15:25,Pinar Villamanrique Sur,4,VSV4-19,VSV4-19.04,4,Cistus salviifolius,1,6,2,1,6,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,15:25,Pinar Villamanrique Sur,4,VSV4-19,VSV4-19.05,5,Cistus salviifolius,1,6,3,1,6,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,15:25,Pinar Villamanrique Sur,4,VSV4-19,VSV4-19.06,6,Cistus salviifolius,1,6,3,1,6,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,15:25,Pinar Villamanrique Sur,4,VSV4-19,VSV4-19.07,7,Cistus salviifolius,1,6,2,1,6,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,15:25,Pinar Villamanrique Sur,4,VSV4-19,VSV4-19.08,8,Cistus salviifolius,8,3,4,8,3,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,15:25,Pinar Villamanrique Sur,4,VSV4-19,VSV4-19.09,9,Cistus salviifolius,9,3,3,9,3,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
06.04.2021,15:25,Pinar Villamanrique Sur,4,VSV4-19,VSV4-19.10,10,Cistus salviifolius,8,2,2,8,2,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,27,46,,,,,,,,,,,,,,,,,,,,,
