Fecha,Hora,Bosque,Ronda,Codigo-vuelo-dia,Codigo-Vuelos,Orden_vuelo,Planta_vistada,coord_flores(x),coord_flores(y),nº visitas,coord_planta(x),coord_planta(y),planta(dentro cuadro),,,Codigo_captura,idem capturados,Order,Pollinator_genus,Pollinator_subgenus,Pollinator_species,subespecie,Pollinator_sex,morphoespecie,Det,Comments,tiempo,T (ºC),HR %,observaciones,,,,,,,,,,,,,,,,,,,,
22.04.2021,11:20,Pinar Villamanrique Este (Chaparral),6,VEV6-01,VEV6-01.03,3,Cistus crispus,4,7,2,4,7,,,,,,Hymenoptera,Xylocopa,,cantabrita,,,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,11:45,Pinar Villamanrique Este (Chaparral),6,VEV6-02,VEV6-02.01,1,Cistus crispus,2,3,1,2,3,,,,VEC6-01,,Hymenoptera,Dasypoda,,albimana,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,11:45,Pinar Villamanrique Este (Chaparral),6,VEV6-02,VEV6-02.02,2,Cistus crispus,1,2,2,1,2,1,,,VEC6-01,,Hymenoptera,Dasypoda,,albimana,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,11:45,Pinar Villamanrique Este (Chaparral),6,VEV6-02,VEV6-02.03,3,Cistus crispus,1,4,3,1,4,,,,VEC6-01,,Hymenoptera,Dasypoda,,albimana,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,11:45,Pinar Villamanrique Este (Chaparral),6,VEV6-02,VEV6-02.04,4,Cistus crispus,2,5,4,2,5,,,,VEC6-01,,Hymenoptera,Dasypoda,,albimana,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,11:45,Pinar Villamanrique Este (Chaparral),6,VEV6-02,VEV6-02.05,5,Cistus crispus,5,4,7,5,4,,,,VEC6-01,,Hymenoptera,Dasypoda,,albimana,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,11:45,Pinar Villamanrique Este (Chaparral),6,VEV6-02,VEV6-02.06,6,Cistus crispus,6,4,15,6,4,,,,VEC6-01,,Hymenoptera,Dasypoda,,albimana,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,11:55,Pinar Villamanrique Este (Chaparral),6,VEV6-03,VEV6-03.01,1,Cistus crispus,5,4,5,5,4,,,,,VEC6-01,Hymenoptera,Dasypoda,,albimana,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,11:55,Pinar Villamanrique Este (Chaparral),6,VEV6-03,VEV6-03.02,2,Cistus crispus,6,5,1,6,5,,,,,VEC6-01,Hymenoptera,Dasypoda,,albimana,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:00,Pinar Villamanrique Este (Chaparral),6,VEV6-04,VEV6-04.01,1,Cistus crispus,6,4,11,6,4,,,,,VEC6-01,Hymenoptera,Dasypoda,,albimana,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:10,Pinar Villamanrique Este (Chaparral),6,VEV6-05,VEV6-05.01,1,Cistus crispus,5,4,1,5,4,,,,,VEC6-02,Hymenoptera,Dasypoda,,albimana,,male,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:10,Pinar Villamanrique Este (Chaparral),6,VEV6-05,VEV6-05.02,2,Cistus crispus,6,4,1,6,4,,,,,VEC6-02,Hymenoptera,Dasypoda,,albimana,,male,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:10,Pinar Villamanrique Este (Chaparral),6,VEV6-05,VEV6-05.03,3,Cistus crispus,6,1,1,7,1,1,,,,VEC6-02,Hymenoptera,Dasypoda,,albimana,,male,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:10,Pinar Villamanrique Este (Chaparral),6,VEV6-05,VEV6-05.04,4,Cistus crispus,2,3,1,2,3,1,,,,VEC6-02,Hymenoptera,Dasypoda,,albimana,,male,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:20,Pinar Villamanrique Este (Chaparral),6,VEV6-06,VEV6-06.01,1,Cistus crispus,7,1,3,7,1,1,,,VEC6-02,,Hymenoptera,Dasypoda,,albimana,,male,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:20,Pinar Villamanrique Este (Chaparral),6,VEV6-06,VEV6-06.02,2,Cistus crispus,7,1,1,7,1,2,,,VEC6-02,,Hymenoptera,Dasypoda,,albimana,,male,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:20,Pinar Villamanrique Este (Chaparral),6,VEV6-06,VEV6-06.03,3,Cistus crispus,6,1,1,6,1,2,,,VEC6-02,,Hymenoptera,Dasypoda,,albimana,,male,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:26,Pinar Villamanrique Este (Chaparral),6,VEV6-07,VEV6-07.01,1,Cistus crispus,7,1,8,7,1,1,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:26,Pinar Villamanrique Este (Chaparral),6,VEV6-07,VEV6-07.02,2,Cistus crispus,6,1,1,6,1,2,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:26,Pinar Villamanrique Este (Chaparral),6,VEV6-07,VEV6-07.03,3,Cistus crispus,6,1,1,6,1,1,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:26,Pinar Villamanrique Este (Chaparral),6,VEV6-07,VEV6-07.04,4,Cistus crispus,5,4,1,5,4,,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:30,Pinar Villamanrique Este (Chaparral),6,VEV6-08,VEV6-08.01,1,Cistus crispus,6,4,22,6,4,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:30,Pinar Villamanrique Este (Chaparral),6,VEV6-08,VEV6-08.02,2,Cistus crispus,6,5,1,6,5,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:30,Pinar Villamanrique Este (Chaparral),6,VEV6-08,VEV6-08.03,3,Cistus crispus,5,5,2,5,5,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:30,Pinar Villamanrique Este (Chaparral),6,VEV6-08,VEV6-08.04,4,Cistus crispus,6,5,1,6,5,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:30,Pinar Villamanrique Este (Chaparral),6,VEV6-08,VEV6-08.05,5,Cistus crispus,5,4,15,5,4,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:30,Pinar Villamanrique Este (Chaparral),6,VEV6-08,VEV6-08.06,6,Cistus crispus,6,4,10,6,4,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:38,Pinar Villamanrique Este (Chaparral),6,VEV6-09,VEV6-09.01,1,Cistus crispus,6,4,12,6,4,,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:40,Pinar Villamanrique Este (Chaparral),6,VEV6-10,VEV6-10.01,1,Cistus salviifolius,4,3,1,4,3,,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:40,Pinar Villamanrique Este (Chaparral),6,VEV6-10,VEV6-10.02,2,Cistus crispus,5,4,9,5,4,,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:40,Pinar Villamanrique Este (Chaparral),6,VEV6-10,VEV6-10.03,3,Cistus crispus,6,4,12,6,4,,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:40,Pinar Villamanrique Este (Chaparral),6,VEV6-10,VEV6-10.04,4,Cistus crispus,6,4,2,5,4,,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:40,Pinar Villamanrique Este (Chaparral),6,VEV6-10,VEV6-10.05,5,Cistus crispus,6,5,1,6,5,,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:52,Pinar Villamanrique Este (Chaparral),6,VEV6-11,VEV6-11.01,1,Cistus crispus,5,4,4,5,4,,,,,,Hymenoptera,Dasypoda,,cingulata,,,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:52,Pinar Villamanrique Este (Chaparral),6,VEV6-11,VEV6-11.02,2,Cistus crispus,6,4,1,6,4,,,,,,Hymenoptera,Dasypoda,,cingulata,,,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:52,Pinar Villamanrique Este (Chaparral),6,VEV6-11,VEV6-11.03,3,Cistus crispus,5,4,1,5,4,,,,,,Hymenoptera,Dasypoda,,cingulata,,,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:52,Pinar Villamanrique Este (Chaparral),6,VEV6-11,VEV6-11.04,4,Cistus salviifolius,6,6,1,6,6,1,,,,,Hymenoptera,Dasypoda,,cingulata,,,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:52,Pinar Villamanrique Este (Chaparral),6,VEV6-11,VEV6-11.05,5,Cistus salviifolius,6,6,1,6,6,2,,,,,Hymenoptera,Dasypoda,,cingulata,,,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:52,Pinar Villamanrique Este (Chaparral),6,VEV6-11,VEV6-11.06,6,Cistus salviifolius,7,6,2,7,6,,,,,,Hymenoptera,Dasypoda,,cingulata,,,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:50,Pinar Villamanrique Este (Chaparral),6,VEV6-12,VEV6-12.01,1,Cistus salviifolius,5,6,2,5,6,,,,VEC6-03,,Hymenoptera,Andrena,,hispania,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:50,Pinar Villamanrique Este (Chaparral),6,VEV6-12,VEV6-12.02,2,Cistus crispus,5,4,5,5,4,,,,VEC6-03,,Hymenoptera,Andrena,,hispania,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:50,Pinar Villamanrique Este (Chaparral),6,VEV6-12,VEV6-12.03,3,Cistus crispus,3,4,2,2,3,2,,,VEC6-03,,Hymenoptera,Andrena,,hispania,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,12:50,Pinar Villamanrique Este (Chaparral),6,VEV6-12,VEV6-12.04,4,Cistus crispus,1,4,2,1,4,,,,VEC6-03,,Hymenoptera,Andrena,,hispania,,female,,,,sol y nubes,26,48,,,,,,,,,,,,,,,,,,,,,
22.04.2021,14:30,Pinar Villamanrique Este (Chaparral),6,VEV6-13,VEV6-13.01,1,Cistus crispus,1,3,5,1,3,1,,,VEC6-04,,Hymenoptera,Dasypoda,,albimana,,male,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,14:30,Pinar Villamanrique Este (Chaparral),6,VEV6-13,VEV6-13.02,2,Cistus crispus,2,5,1,2,5,,,,VEC6-04,,Hymenoptera,Dasypoda,,albimana,,male,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,14:45,Pinar Villamanrique Este (Chaparral),6,VEV6-14,VEV6-14.01,1,Cistus crispus,4,1,1,4,1,,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,14:45,Pinar Villamanrique Este (Chaparral),6,VEV6-14,VEV6-14.02,2,Cistus crispus,3,1,1,3,1,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,14:45,Pinar Villamanrique Este (Chaparral),6,VEV6-14,VEV6-14.03,3,Cistus crispus,1,2,1,1,2,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:00,Pinar Villamanrique Este (Chaparral),6,VEV6-15,VEV6-15.01,1,Cistus crispus,6,1,1,6,1,1,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:00,Pinar Villamanrique Este (Chaparral),6,VEV6-15,VEV6-15.02,2,Cistus crispus,7,1,6,7,1,1,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:00,Pinar Villamanrique Este (Chaparral),6,VEV6-15,VEV6-15.03,3,Cistus crispus,7,1,1,7,1,2,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:05,Pinar Villamanrique Este (Chaparral),6,VEV6-16,VEV6-16.01,1,Cistus crispus,9,5,4,9,5,,,,,VEC6-04,Hymenoptera,Dasypoda,,albimana,,male,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:25,Pinar Villamanrique Este (Chaparral),6,VEV6-17,VEV6-17.01,1,Cistus crispus,9,5,5,9,5,,,,,,Diptera,Bombylella,,atra,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:40,Pinar Villamanrique Este (Chaparral),6,VEV6-18,VEV6-18.01,1,Cistus crispus,6,4,5,6,4,,,,,,Lepidoptera,Pieris,,brassicae,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:40,Pinar Villamanrique Este (Chaparral),6,VEV6-18,VEV6-18.02,2,Cistus crispus,5,4,1,5,4,,,,,,Lepidoptera,Pieris,,brassicae,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:40,Pinar Villamanrique Este (Chaparral),6,VEV6-18,VEV6-18.03,3,Cistus crispus,6,4,11,6,4,,,,,,Lepidoptera,Pieris,,brassicae,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:40,Pinar Villamanrique Este (Chaparral),6,VEV6-18,VEV6-18.04,4,Cistus crispus,6,5,1,6,5,,,,,,Lepidoptera,Pieris,,brassicae,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:40,Pinar Villamanrique Este (Chaparral),6,VEV6-18,VEV6-18.05,5,Cistus crispus,6,4,2,6,4,,,,,,Lepidoptera,Pieris,,brassicae,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:40,Pinar Villamanrique Este (Chaparral),6,VEV6-18,VEV6-18.06,6,Cistus crispus,5,4,3,5,4,,,,,,Lepidoptera,Pieris,,brassicae,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:40,Pinar Villamanrique Este (Chaparral),6,VEV6-18,VEV6-18.07,7,Cistus crispus,5,5,1,5,5,,,,,,Lepidoptera,Pieris,,brassicae,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:55,Pinar Villamanrique Este (Chaparral),6,VEV6-19,VEV6-19.01,1,Cistus crispus,1,3,1,1,3,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:55,Pinar Villamanrique Este (Chaparral),6,VEV6-19,VEV6-19.02,2,Cistus crispus,2,3,1,2,3,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:55,Pinar Villamanrique Este (Chaparral),6,VEV6-19,VEV6-19.03,3,Cistus crispus,2,3,1,2,3,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
22.04.2021,15:55,Pinar Villamanrique Este (Chaparral),6,VEV6-19,VEV6-19.04,4,Cistus crispus,1,2,1,1,2,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,sol y nubes,30,26,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:30,Pinar Villamanrique Este (Chaparral),7,VEV7-01,VEV7-01.01,1,Cistus crispus,7,4,1,6,4,,,,,,Hymenoptera,Anthophora,,cantabrita,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:30,Pinar Villamanrique Este (Chaparral),7,VEV7-01,VEV7-01.02,2,Cistus crispus,6,4,2,5,9,,,,,,Hymenoptera,Anthophora,,cantabrita,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:30,Pinar Villamanrique Este (Chaparral),7,VEV7-01,VEV7-01.03,3,Cistus crispus,5,4,4,5,4,,,,,,Hymenoptera,Anthophora,,cantabrita,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:30,Pinar Villamanrique Este (Chaparral),7,VEV7-01,VEV7-01.04,4,Cistus crispus,3,4,1,3,4,,,,,,Hymenoptera,Anthophora,,cantabrita,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:30,Pinar Villamanrique Este (Chaparral),7,VEV7-01,VEV7-01.05,5,Cistus crispus,2,3,2,2,3,1,,,,,Hymenoptera,Anthophora,,cantabrita,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:30,Pinar Villamanrique Este (Chaparral),7,VEV7-01,VEV7-01.06,6,Cistus crispus,1,4,1,1,4,,,,,,Hymenoptera,Anthophora,,cantabrita,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:35,Pinar Villamanrique Este (Chaparral),7,VEV7-02,VEV7-02.01,1,Cistus crispus,5,5,12,5,5,,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:35,Pinar Villamanrique Este (Chaparral),7,VEV7-02,VEV7-02.02,2,Cistus crispus,3,4,3,3,4,,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:35,Pinar Villamanrique Este (Chaparral),7,VEV7-02,VEV7-02.03,3,Cistus crispus,5,4,5,5,4,,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:35,Pinar Villamanrique Este (Chaparral),7,VEV7-02,VEV7-02.04,4,Cistus crispus,5,5,4,5,5,,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:35,Pinar Villamanrique Este (Chaparral),7,VEV7-02,VEV7-02.05,5,Cistus crispus,4,7,1,4,7,,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.01,1,Cistus crispus,1,4,8,1,4,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.02,2,Cistus crispus,2,4,2,2,5,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.03,3,Cistus crispus,2,5,3,2,5,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.04,4,Cistus crispus,2,3,9,2,3,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.05,5,Cistus crispus,1,3,3,1,3,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.06,6,Cistus crispus,1,2,3,1,2,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.07,7,Cistus crispus,1,2,2,1,2,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.08,8,Cistus crispus,1,2,1,1,2,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.09,9,Cistus crispus,1,3,1,1,3,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.10,10,Cistus crispus,1,3,4,1,3,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.11,11,Cistus crispus,1,4,3,1,4,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.12,12,Cistus crispus,2,5,4,2,5,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.13,13,Cistus crispus,2,3,6,2,3,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.14,14,Cistus crispus,1,3,1,1,3,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.15,15,Cistus crispus,1,2,2,1,2,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.16,16,Cistus crispus,1,3,6,1,3,1,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.17,17,Cistus crispus,1,4,4,1,4,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:45,Pinar Villamanrique Este (Chaparral),7,VEV7-03,VEV7-03.18,18,Cistus crispus,2,5,2,2,5,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:50,Pinar Villamanrique Este (Chaparral),7,VEV7-04,VEV7-04.01,1,Cistus crispus,1,4,5,1,4,,,,VEC7-01,,Hymenoptera,Dasypoda,,albimana,,female,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:50,Pinar Villamanrique Este (Chaparral),7,VEV7-04,VEV7-04.02,2,Cistus crispus,1,3,2,1,3,1,,,VEC7-01,,Hymenoptera,Dasypoda,,albimana,,female,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:50,Pinar Villamanrique Este (Chaparral),7,VEV7-04,VEV7-04.03,3,Cistus crispus,1,4,6,1,4,,,,VEC7-01,,Hymenoptera,Dasypoda,,albimana,,female,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:50,Pinar Villamanrique Este (Chaparral),7,VEV7-04,VEV7-04.04,4,Cistus crispus,1,3,2,1,3,1,,,VEC7-01,,Hymenoptera,Dasypoda,,albimana,,female,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:50,Pinar Villamanrique Este (Chaparral),7,VEV7-05,VEV7-05.01,1,Cistus crispus,7,1,3,7,1,1,,,,,Hymenoptera,Ceratina,,cucurbitina,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:55,Pinar Villamanrique Este (Chaparral),7,VEV7-06,VEV7-06.01,1,Cistus crispus,9,5,10,9,5,,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,11:55,Pinar Villamanrique Este (Chaparral),7,VEV7-06,VEV7-06.02,2,Cistus crispus,7,1,5,7,1,2,,,,,Hymenoptera,Apis,,mellifera,,,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,12:00,Pinar Villamanrique Este (Chaparral),7,VEV7-07,VEV7-07.01,1,Cistus crispus,2,5,3,2,5,,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,12:00,Pinar Villamanrique Este (Chaparral),7,VEV7-07,VEV7-07.02,2,Cistus crispus,17,7,5,17,7,,,,,,Hymenoptera,Dasypoda,,cingulata,,female,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,12:05,Pinar Villamanrique Este (Chaparral),7,VEV7-08,VEV7-08.01,1,Andryala integrifolia,3,4,2,3,4,,,,VEC7-02,,Hymenoptera,Panurgus,,calcaratus,,male,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,12:05,Pinar Villamanrique Este (Chaparral),7,VEV7-08,VEV7-08.02,2,Andryala integrifolia,4,5,5,4,5,,,,VEC7-02,,Hymenoptera,Panurgus,,calcaratus,,male,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
04.05.2021,12:05,Pinar Villamanrique Este (Chaparral),7,VEV7-08,VEV7-08.03,3,Andryala integrifolia,5,5,2,5,5,,,,VEC7-02,,Hymenoptera,Panurgus,,calcaratus,,male,,,,soleado,27,40,,,,,,,,,,,,,,,,,,,,,
