Bosque,Codigo,Tanda,Dia,Tiempo,Polinizador,Order,Pollinator_genus,Pollinator_subgenus,Pollinator_species,subespecie,Pollinator_sex,morphoespecie,Det,Comments,numero.visitas.1,Planta.1,numero.visitas2,Planta.2,numero.visitas,Planta,capturado.,Código,observaciones,Pollinator,Pollinator_id,Plant_id,Plant,quad,quad2,year
Pinar Puebla,PP,4,29.4.2020,soleado,abeja,Hymenoptera,Andrena,,rhyssonota,flava,male,,CMF,NA,1,Leontodon hispidus,0,0,0,0,si,PPC3,,Andrena rhyssonota,Andrena rhyssonota,PPLeontodon hispidus,Leontodon hispidus,NA,"12,1",2020
Pinar Puebla,PP,4,29.4.2020,soleado,coleoptero=PPC2,Coleoptera,Chasmatopterus,,illigeri,,,,,NA,1,Leontodon hispidus,0,0,0,0,,,,Chasmatopterus illigeri,Chasmatopterus illigeri,PPLeontodon hispidus,Leontodon hispidus,NA,"12,1",2020
Pinar Puebla,PP,4,29.4.2020,soleado,abejorro=PPT2.1,,,,,,,,,NA,1,tolpis barbata,1,silene colorata,0,0,,,,NA,Xylocopa cantabrita,PPtolpis barbata,Tolpis barbata,NA,"16,1",2020
Pinar Puebla,PP,4,29.4.2020,soleado,apis mellifera,,,,,,,,,NA,6,CC1,0,0,0,0,,,,NA,Apis mellifera,PPCC1,Cistus crispus,NA,"20,6",2020
Pinar Puebla,PP,4,29.4.2020,soleado,apis mellifera,,,,,,,,,NA,3,CC1,0,0,0,0,,,,NA,Apis mellifera,PPCC1,Cistus crispus,NA,"20,6",2020
Pinar Puebla,PP,4,29.4.2020,soleado,abeja=PPC3,Hymenoptera,Andrena,,rhyssonota,flava,male,,,NA,1,Leontodon hispidus,0,0,0,0,,,,Andrena rhyssonota,Andrena rhyssonota,PPLeontodon hispidus,Leontodon hispidus,NA,"12,1",2020
Pinar Puebla,PP,4,29.4.2020,soleado,Leptotes pirithous,,,,,,,,,NA,1,LS1,0,0,0,0,,,,NA,Leptotes pirithous,PPLS1,Lavandula stoechas,"9,19","9,19",2020
Pinar Puebla,PP,4,29.4.2020,soleado,apis mellifera,,,,,,,,,NA,4,CC1,0,0,0,0,,,,NA,Apis mellifera,PPCC1,Cistus crispus,NA,"20,6",2020
Pinar Puebla,PP,4,29.4.2020,soleado,apis mellifera,,,,,,,,,NA,1,CC1,0,0,0,0,,,,NA,Apis mellifera,PPCC1,Cistus crispus,NA,"20,6",2020
Pinar Hinojos,PH,4,1.5.2020,soleado,episyrphus balteatus,,,,,,,,,NA,1,Leontodon hispidus,0,0,0,0,,,,NA,Episyrphus balteatus,PHLeontodon hispidus,Leontodon hispidus,NA,"4,1",2020
Pinar Hinojos,PH,4,1.5.2020,soleado,abeja=PHT1.1,,,,,,,,,NA,1,Leontodon hispidus,0,0,0,0,,,,NA,Andrena flavipes,PHLeontodon hispidus,Leontodon hispidus,NA,"4,1",2020
Pinar Hinojos,PH,4,1.5.2020,soleado,coleoptero,Coleoptera,Attagenus,,trifasciatus,,,,CMF,NA,1,Leontodon hispidus,0,0,0,0,si,PHc1,,Attagenus trifasciatus,Attagenus trifasciatus,PHLeontodon hispidus,Leontodon hispidus,NA,"4,1",2020
Pinar Hinojos,PH,4,1.5.2020,soleado,coleoptero,,,,,,,,,NA,2,Leontodon hispidus,0,0,0,0,,,,NA,Tropinota squalida,PHLeontodon hispidus,Leontodon hispidus,NA,"4,1",2020
Pinar Hinojos,PH,4,1.5.2020,soleado,coleoptero,,,,,,,,,NA,3,Leontodon hispidus,0,0,0,0,,,,NA,Tropinota squalida,PHLeontodon hispidus,Leontodon hispidus,NA,"4,1",2020
Villamanrique Sur,VS,4,4.5.2020,soleado,abeja,Hymenoptera,Andrena,,cinerea,,female,,CMF,NA,1,Leontodon hispidus,0,0,0,0,si,VSC1,,Andrena cinerea,Andrena cinerea,VSLeontodon hispidus,Leontodon hispidus,NA,"18,14",2020
Villamanrique Sur,VS,4,4.5.2020,soleado,coleoptero naranja,Coleoptera,Exoxoma,,lusitanicum,,,,CMF,NA,1,Leontodon hispidus,0,0,0,0,si,VSC2,,Exoxoma lusitanicum,Exoxoma lusitanicum,VSLeontodon hispidus,Leontodon hispidus,NA,"18,14",2020
Villamanrique Sur,VS,4,4.5.2020,soleado,bombilido,,,,,,,,,NA,1,HH13,0,0,0,0,si,VSc3,,NA,Bombylella atra,VSHH13,Halimium halimifolium,"5,4","5,4",2020
Villamanrique Sur,VS,4,4.5.2020,soleado,abeja=VSC1,Hymenoptera,Andrena,,cinerea,,female,,,NA,2,Leontodon hispidus,0,0,0,0,,,,Andrena cinerea,Andrena cinerea,VSLeontodon hispidus,Leontodon hispidus,NA,"18,14",2020
Villamanrique Sur,VS,4,4.5.2020,soleado,apis mellifera,,,,,,,,,NA,3,cc1,0,0,0,0,,,,NA,Apis mellifera,VScc1,Cistus crispus,NA,"20,16",2020
Villamanrique Sur,VS,4,4.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc1,0,0,0,0,,,,NA,Apis mellifera,VScc1,Cistus crispus,NA,"20,16",2020
Villamanrique Sur,VS,4,4.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc1,0,0,0,0,,,,NA,Apis mellifera,VScc1,Cistus crispus,NA,"20,16",2020
Villamanrique Sur,VS,4,4.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc11,0,0,0,0,,,,NA,Apis mellifera,VScc11,Cistus crispus,NA,"13,22",2020
Villamanrique Sur,VS,4,4.5.2020,soleado,bombilido negro,,,,,,,,,NA,1,Leontodon hispidus,0,0,0,0,,,,NA,Bombylella atra,VSLeontodon hispidus,Leontodon hispidus,NA,"18,14",2020
Villamanrique Sur,VS,4,4.5.2020,soleado,abejs=VSC1,Hymenoptera,Andrena,,cinerea,,female,,,NA,1,anthemis arvensis,0,0,0,0,,,,Andrena cinerea,Andrena cinerea,VSanthemis arvensis,Anthemis arvensis,NA,"20,16",2020
Villamanrique Sur,VS,4,4.5.2020,soleado,coleoptero verde antenas ramificadas,,,,,,,,,NA,1,CS14,0,0,0,0,,,,NA,Psilothrix viridicoerulea,VSCS14,Cistus salviifolius,"10,21","10,21",2020
Villamanrique Sur,VS,4,4.5.2020,soleado,bombilido negro,Diptera,Bombylella,,atra,,female,,CMF,NA,1,Leontodon hispidus,0,0,0,0,,¿VCCC1.3?,,Bombylella atra,Bombylella atra,VSLeontodon hispidus,Leontodon hispidus,NA,"18,14",2020
Villamanrique Sur,VS,4,4.5.2020,soleado,apis mellifera,,,,,,,,,NA,2,CC1,0,0,0,0,,,,NA,Apis mellifera,VSCC1,Leontodon hispidus,"20,16","20,16",2020
Villamanrique Sur,VS,4,4.5.2020,soleado,apis mellifera,,,,,,,,,NA,7,cc1,0,0,0,0,,,,NA,Apis mellifera,VScc1,Cistus crispus,NA,"20,16",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,apis mellifera,,,,,,,,,NA,2,cc11,1,cc16,0,0,,,,NA,Apis mellifera,VCcc11,Cistus crispus,NA,"19,1",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,apis mellifera,,,,,,,,,NA,2,cc23,0,0,0,0,,,,NA,Apis mellifera,VCcc23,Cistus crispus,"9,11","9,11",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,apis mellifera,,,,,,,,,NA,6,cc15,0,0,0,0,,,,NA,Apis mellifera,VCcc15,Cistus crispus,NA,"2,9",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,apis mellifera,,,,,,,,,NA,1,cc11,1,cc10,1,cc12,,,,NA,Apis mellifera,VCcc11,Cistus crispus,NA,"19,1",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,Leptotes pirithous,,,,,,,,,NA,1,cc1,0,0,0,0,,,,NA,Leptotes pirithous,VCcc1,Cistus crispus,NA,"7,2",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,abeja,Hymenoptera,Flavipanurgus,,venustus,,male,,CMF,NA,1,cc1,0,0,0,0,si,vccc1,,Flavipanurgus venustus,Flavipanurgus venustus,VCcc1,Cistus crispus,NA,"7,2",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,bombilido negro,,,,,,,,,NA,1,cc4,0,0,0,0,,,,NA,Bombylella atra,VCcc4,Cistus crispus,NA,"9,3",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,abeja= VCCC1,,,,,,,,,NA,1,andryala integrifolia,0,0,0,0,,,,NA,Andrena limata,VCandryala integrifolia,Andryala integrifolia,NA,"17,11",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,abeja= VCCC1,,,,,,,,,NA,1,cc2,0,0,0,0,,,,NA,Andrena limata,VCcc2,Cistus crispus,NA,"7,2",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,apis mellifera,,,,,,,,,NA,3,cc3,2,cc19,0,0,,,,NA,Apis mellifera,VCcc3,Cistus crispus,NA,"6,5",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,apis mellifera,,,,,,,,,NA,3,cc23,1,cc22,0,0,,,,NA,Apis mellifera,VCcc23,Cistus crispus,"9,11","9,11",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,apis mellifera,,,,,,,,,NA,1,cc7,1,cc6,0,0,,,,NA,Apis mellifera,VCcc7,Cistus crispus,NA,"11,6",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,abeja,Hymenoptera,Flavipanurgus,,venustus,,male,,CMF,NA,1,cc1,0,0,0,0,si,vccc1.2,,Flavipanurgus venustus,Flavipanurgus venustus,VCcc1,Cistus crispus,NA,"7,2",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,abeja,Hymenoptera,Eucera,,elongatula,,female,,CMF,NA,2,cc14,0,0,0,0,si,vccc14,,Eucera elongatula,Eucera elongatula,VCcc14,Cistus crispus,NA,"2,9",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,mosquito?,,,,,,,,,NA,2,cc6,0,0,0,0,si,vccc6,,NA,Usia sp,VCcc6,Cistus crispus,NA,"9,3",2020
Villamanrique Chaparral,VC,4,5.5.2046,soleado,bombilido,,,,,,,,,NA,2,cc1,0,0,0,0,si,vccc13,,NA,Bombylella atra,VCcc1,Cistus crispus,NA,"7,2",2020
Pinar Aznalcazar,PA,4,6.5.2020,soleado,abeja,Hymenoptera,Andrena,,cinerea,,female,,CMF,NA,1,Leontodon hispidus,0,0,0,0,si,PAC1,,Andrena cinerea,Andrena cinerea,PALeontodon hispidus,Leontodon hispidus,NA,"5,12",2020
Pinar Aznalcazar,PA,4,6.5.2020,soleado,Pieris rapae,,,,,,,,,NA,1,ls12,0,0,0,0,,,,NA,Pieris rapae,PAls12,Lavandula stoechas,NA,"10,1",2020
Pinar Aznalcazar,PA,4,6.5.2020,soleado,apis mellifera,,,,,,,,,NA,2,reseda phyteuma,0,0,0,0,,,,NA,Apis mellifera,PAreseda phyteuma,Reseda phyteuma,NA,"10,1",2020
Pinar Aznalcazar,PA,4,6.5.2020,soleado,apis mellifera,,,,,,,,,NA,2,reseda phyteuma,0,0,0,0,,,,NA,Apis mellifera,PAreseda phyteuma,Reseda phyteuma,NA,"10,1",2020
Pinar Aznalcazar,PA,4,6.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,reseda phyteuma,0,0,0,0,,,,NA,Apis mellifera,PAreseda phyteuma,Reseda phyteuma,NA,"10,1",2020
Pinar Aznalcazar,PA,4,6.5.2020,soleado,abeja=PAC1,Hymenoptera,Andrena,,cinerea,,female,,,NA,1,CC2,0,0,0,0,,,,Andrena cinerea,Andrena cinerea,PACC2,Cistus crispus,NA,"2,4",2020
Pinar Puebla,PP,5,7.5.2020,nublado,xylocopa cantabrita,,,,,,,,,NA,2,cc1,0,0,0,0,,,,NA,Xylocopa cantabrita,PPcc1,Cistus crispus,"20,6","20,6",2020
Pinar Puebla,PP,5,7.5.2020,nublado,abeja,Hymenoptera,Panurgus,,calcaratus,,female,,CMF,NA,3,tolpis barbata,0,0,0,0,si,PPc1,,Panurgus calcaratus,Panurgus calcaratus,PPtolpis barbata,Tolpis barbata,NA,"16,1",2020
Pinar Puebla,PP,5,7.5.2020,nublado,abeja=PPc1,,,,,,,,,NA,1,andryala integrifolia,0,0,0,0,,,,NA,Panurgus calcaratus,PPandryala integrifolia,Andryala integrifolia,NA,"16,1",2020
Pinar Puebla,PP,5,7.5.2020,nublado,bombilido,Diptera,Systoechus,,sp,,female,,CMF,NA,3,Leontodon hispidus,0,0,0,0,si,PPc2,,Systoechus sp,Systoechus sp,PPLeontodon hispidus,Leontodon hispidus,NA,"12,1",2020
Pinar Puebla,PP,5,7.5.2020,nublado,apis mellifera,,,,,,,,,NA,3,cc1,0,0,0,0,,,,NA,Apis mellifera,PPcc1,Cistus crispus,"20,6","20,6",2020
Pinar Puebla,PP,5,7.5.2020,nublado,xylocopa cantabrita,,,,,,,,,NA,1,cc1,0,0,0,0,,,,NA,Xylocopa cantabrita,PPcc1,Cistus crispus,"20,6","20,6",2020
Pinar Puebla,PP,5,7.5.2020,nublado,abeja,Hymenoptera,Panurgus,,dentipes,,male,,CMF,NA,1,Leontodon hispidus,0,0,0,0,si,PPC4.1,,Panurgus dentipes,Panurgus dentipes,PPLeontodon hispidus,Leontodon hispidus,NA,"12,1",2020
Pinar Puebla,PP,5,7.5.2020,nublado,,Diptera,Merodon,,trochantericus,,male,,CMF,NA,1,Leontodon hispidus,0,0,0,0,si,PPC4.2,,Merodon trochantericus,Merodon trochantericus,PPLeontodon hispidus,Leontodon hispidus,NA,"12,1",2020
Pinar Puebla,PP,5,7.5.2020,nublado,xylocopa cantabrita,,,,,,,,,NA,1,cc1,0,0,0,0,,,,NA,Xylocopa cantabrita,PPcc1,Cistus crispus,"20,6","20,6",2020
Pinar Puebla,PP,5,7.5.2020,nublado,xylocopa cantabrita,,,,,,,,,NA,2,silene colorata,0,0,0,0,,,,NA,Xylocopa cantabrita,PPsilene colorata,Silene colorata,NA,"12,1",2020
Pinar Puebla,PP,5,7.5.2020,nublado,apis mellifera,,,,,,,,,NA,1,Leontodon hispidus,0,0,0,0,,,,NA,Apis mellifera,PPLeontodon hispidus,Leontodon hispidus,NA,"12,1",2020
Pinar Puebla,PP,5,7.5.2020,nublado,xylocopa cantabrita,,,,,,,,,NA,1,silene colorata,0,0,0,0,,,,NA,Xylocopa cantabrita,PPsilene colorata,Silene colorata,NA,"12,1",2020
Pinar Puebla,PP,5,7.5.2020,nublado,bombilido,,,,,,,,,NA,1,Leontodon hispidus,0,0,0,0,si,PPC3,,NA,Bombylella atra,PPLeontodon hispidus,Leontodon hispidus,NA,"12,1",2020
Pinar Puebla,PP,5,7.5.2020,nublado,xylocopa cantabrita,,,,,,,,,NA,1,silene colorata,1,galactite tomentosa,0,0,,,,NA,Xylocopa cantabrita,PPsilene colorata,Silene colorata,NA,"12,1",2020
Pinar Puebla,PP,5,7.5.2020,nublado,apis mellifera,,,,,,,,,NA,3,Leontodon hispidus,0,0,0,0,,,,NA,Apis mellifera,PPLeontodon hispidus,Leontodon hispidus,NA,"12,1",2020
Pinar Hinojos,PH,5,8.5.2020,"sol, mucho viento",coleoptero verdoso,,,,,,,,,NA,1,HC5,0,0,0,0,,,,NA,Psilothrix viridicoerulea,PHHC5,Halimium halimifolium,NA,"7,17",2020
Pinar Hinojos,PH,5,8.5.2020,"sol, mucho viento",mosca,Diptera,Melanostoma,,sp,,female,,CMF,NA,1,HC5,0,0,0,0,si,PHC1,,Melanostoma sp,Melanostoma sp,PHHC5,Halimium halimifolium,NA,"7,17",2020
Pinar Hinojos,PH,5,8.5.2020,"sol, mucho viento",abeja pequeña alargada,,,,,,,,,NA,1,Leontodon hispidus,0,0,0,0,,,,NA,Lasioglossum sp,PHLeontodon hispidus,Leontodon hispidus,NA,"4,1",2020
Pinar Hinojos,PH,5,8.5.2020,"sol, mucho viento",abeja,Hymenoptera,Andrena,,cinerea,,female,,CMF,NA,1,Leontodon hispidus,0,0,0,0,si,PHC2,,Andrena cinerea,Andrena cinerea,PHLeontodon hispidus,Leontodon hispidus,NA,"4,1",2020
Pinar Hinojos,PH,5,8.5.2020,"sol, mucho viento",abeja=PHC2,Hymenoptera,Andrena,,cinerea,,female,,,NA,1,Leontodon hispidus,0,0,0,0,,,,Andrena cinerea,Andrena cinerea,PHLeontodon hispidus,Leontodon hispidus,NA,"4,1",2020
Pinar Hinojos,PH,5,8.5.2020,"sol, mucho viento",abeja=PHC3,,,,,,,,,NA,2,Leontodon hispidus,0,0,0,0,,,,NA,Andrena cinerea,PHLeontodon hispidus,Leontodon hispidus,NA,"4,1",2020
Pinar Hinojos,PH,5,8.5.2020,"sol, mucho viento",abeja=PHC4,,,,,,,,,NA,3,Leontodon hispidus,0,0,0,0,,,,NA,Andrena cinerea,PHLeontodon hispidus,Leontodon hispidus,NA,"4,1",2020
Villamanrique Sur,VS,5,19.5.2020,soleado,bombus terrestris,,,,,,,,,NA,1,cs14,0,0,0,0,,,,NA,Bombus terrestris,VScs14,Cistus salviifolius,NA,"10,21",2020
Villamanrique Sur,VS,5,19.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc1,0,0,0,0,,,,NA,Apis mellifera,VScc1,Cistus crispus,NA,"20,16",2020
Villamanrique Sur,VS,5,19.5.2020,soleado,apis mellifera,,,,,,,,,NA,2,cc1,0,0,0,0,,,,NA,Apis mellifera,VScc1,Cistus crispus,NA,"20,16",2020
Villamanrique Sur,VS,5,19.5.2020,soleado,megascolia maculata,,,,,,,,,NA,1,cynara humilis,0,0,0,0,,,,NA,Megascolia maculata,VScynara humilis,Cynara humilis,NA,"18,14",2020
Villamanrique Sur,VS,5,19.5.2020,soleado,coleoptero verdoso,,,,,,,,,NA,1,cs14,0,0,0,0,,,,NA,Psilothrix viridicoerulea,VScs14,Cistus salviifolius,NA,"10,21",2020
Villamanrique Sur,VS,5,19.5.2020,soleado,dasypoda dusmeti,,,,,,,,,NA,1,cs14,0,0,0,0,,,,NA,Dasypoda dusmeti,VScs14,Cistus salviifolius,NA,"10,21",2020
Villamanrique Sur,VS,5,19.5.2020,soleado,panurgus,,,,,,,,,NA,1,Leontodon hispidus,0,0,0,0,,,,NA,Panurgus sp,VSLeontodon hispidus,Leontodon hispidus,NA,"18,14",2020
Villamanrique Sur,VS,5,19.5.2020,soleado,bombus terrestris,,,,,,,,,NA,1,cc1,0,0,0,0,,,,NA,Bombus terrestris,VScc1,Cistus crispus,NA,"20,16",2020
Villamanrique Sur,VS,5,19.5.2020,soleado,dasypoda dusmeti,,,,,,,,,NA,1,Leontodon hispidus,0,0,0,0,,,,NA,Dasypoda dusmeti,VSLeontodon hispidus,Leontodon hispidus,NA,"18,14",2020
Villamanrique Sur,VS,5,19.5.2020,soleado,sirfido grande,,,,,,,,,NA,1,hh20,0,0,0,0,,,,NA,Syrphidae 3,VShh20,Halimium halimifolium,NA,"3,4",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc7,0,0,0,0,,,,NA,Apis mellifera,VCcc7,Cistus crispus,NA,"11,6",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc6,0,0,0,0,,,,NA,Apis mellifera,VCcc6,Cistus crispus,NA,"9,3",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc3,0,0,0,0,,,,NA,Apis mellifera,VCcc3,Cistus crispus,NA,"6,5",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,abeja pequeña,Hymenoptera,Flavipanurgus,,venustus,,male,,CMF,NA,1,cc3,0,0,0,0,si,VCCC3,,Flavipanurgus venustus,Flavipanurgus venustus,VCcc3,Cistus crispus,NA,"6,5",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,abeja=VCcC3,Hymenoptera,Flavipanurgus,,venustus,,male,,,NA,1,cc2,0,0,0,0,,,,Flavipanurgus venustus,Flavipanurgus venustus,VCcc2,Cistus crispus,NA,"7,2",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc7,0,0,0,0,,,,NA,Apis mellifera,VCcc7,Cistus crispus,NA,"11,6",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc1,0,0,0,0,,,,NA,Apis mellifera,VCcc1,Cistus crispus,NA,"7,2",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,abeja=VCcC3,Hymenoptera,Flavipanurgus,,venustus,,male,,,NA,1,cc24,0,0,0,0,,,,Flavipanurgus venustus,Flavipanurgus venustus,VCcc24,Cistus crispus,NA,"9,11",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,abeja,Hymenoptera,Eucera,,elongatula,,female,,CMF,NA,1,cc2,0,0,0,0,si,vccc2,,Eucera elongatula,Eucera elongatula,VCcc2,Cistus crispus,NA,"7,2",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,bobilido mediano marron,,,,,,,,,NA,1,cc8,0,0,0,0,,,,NA,Bombylis sp,VCcc8,Cistus crispus,NA,"17,11",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc7,0,0,0,0,,,,NA,Apis mellifera,VCcc7,Cistus crispus,NA,"11,6",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc10,1,c22,0,0,,,,NA,Apis mellifera,VCcc10,Cistus crispus,NA,"17,11",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,Coenonympha pamphilus,,,,,,,,,NA,1,cc6,0,0,0,0,,,,NA,Coenonympha pamphilus,VCcc6,Cistus crispus,NA,"9,3",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc24,0,0,0,0,,,,NA,Apis mellifera,VCcc24,Cistus crispus,NA,"9,11",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,abegra negra brillante pequeña,,,,,,,,,NA,1,cc24,0,0,0,0,,,,NA,Lasioglossum sp,VCcc24,Cistus crispus,NA,"9,11",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc2,0,0,0,0,,,,NA,Apis mellifera,VCcc2,Cistus crispus,NA,"7,2",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc1,0,0,0,0,,,,NA,Apis mellifera,VCcc1,Cistus crispus,NA,"7,2",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,bombilidio pequeño marron,,,,,,,,,NA,1,cc10,0,0,0,0,,,,NA,Bombylis sp,VCcc10,Cistus crispus,NA,"17,11",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc10,0,0,0,0,,,,NA,Apis mellifera,VCcc10,Cistus crispus,NA,"17,11",2020
Villamanrique Chaparral,VC,5,20.5.2020,soleado,bombilidio pequeño marron,,,,,,,,,NA,1,cc8,0,0,0,0,,,,NA,Bombylis sp,VCcc8,Cistus crispus,NA,"17,11",2020
Pinar Aznalcazar,PA,5,21.5.2020,soleado,episyrphus balteatus,,,,,,,,,NA,1,andryala integrifolia,0,0,0,0,,,,NA,Episyrphus balteatus,PAandryala integrifolia,Andryala integrifolia,NA,"2,4",2020
Pinar Aznalcazar,PA,5,21.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,galactite tomentosa,0,0,0,0,,,,NA,Apis mellifera,PAgalactite tomentosa,Galactite tomentosa,NA,"10,1",2020
Pinar Aznalcazar,PA,5,21.5.2020,soleado,coleoptero negro pequeño,,,,,,,,,NA,1,galactite tomentosa,0,0,0,0,,,,NA,Tropinota squalida,PAgalactite tomentosa,Galactite tomentosa,NA,"10,1",2020
Pinar Aznalcazar,PA,5,21.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,galactite tomentosa,0,0,0,0,,,,NA,Apis mellifera,PAgalactite tomentosa,Galactite tomentosa,NA,"10,1",2020
Pinar Aznalcazar,PA,5,21.5.2020,soleado,abeja,Hymenoptera,Andrena,,flavipes,,female,,CMF,NA,1,Leontodon hispidus,0,0,0,0,si,PAC1,,Andrena flavipes,Andrena flavipes,PALeontodon hispidus,Leontodon hispidus,NA,"5,12",2020
Pinar Aznalcazar,PA,5,21.5.2020,soleado,abeja=PAC1,Hymenoptera,Andrena,,flavipes,,female,,,NA,1,Leontodon hispidus,0,0,0,0,,,,Andrena flavipes,Andrena flavipes,PALeontodon hispidus,Leontodon hispidus,NA,"5,12",2020
Pinar Aznalcazar,PA,5,21.5.2020,soleado,Pieris rapae,,,,,,,,,NA,1,galactite tomentosa,0,0,0,0,,,,NA,Pieris rapae,PAgalactite tomentosa,Galactite tomentosa,NA,"10,1",2020
Pinar Aznalcazar,PA,5,21.5.2020,soleado,abeja=PAC1,Hymenoptera,Andrena,,flavipes,,female,,,NA,1,galactite tomentosa,0,0,0,0,,,,Andrena flavipes,Andrena flavipes,PAgalactite tomentosa,Galactite tomentosa,NA,"10,1",2020
Pinar Hinojos,PH,6,25.5.2020,soleado,abeja,Hymenoptera,Andrena,,cinerea,,female,,CMF,NA,3,Leontodon hispidus,0,0,0,0,si,PHC1,,Andrena cinerea,Andrena cinerea,PHLeontodon hispidus,Leontodon hispidus,NA,"4,1",2020
Pinar Hinojos,PH,6,25.5.2020,soleado,abeja=PHC1,Hymenoptera,Andrena,,cinerea,,female,,,NA,1,andryala integrifolia,0,0,0,0,,,,Andrena cinerea,Andrena cinerea,PHandryala integrifolia,Andryala integrifolia,NA,"3,17",2020
Pinar Hinojos,PH,6,25.5.2020,soleado,abeja=PHC1,Hymenoptera,Andrena,,cinerea,,female,,,NA,2,Leontodon hispidus,0,0,0,0,,,,Andrena cinerea,Andrena cinerea,PHLeontodon hispidus,Leontodon hispidus,NA,"4,1",2020
Pinar Hinojos,PH,6,25.5.2020,soleado,abeja=PHC1,Hymenoptera,Andrena,,cinerea,,female,,,NA,2,Leontodon hispidus,0,0,0,0,,,,Andrena cinerea,Andrena cinerea,PHLeontodon hispidus,Leontodon hispidus,NA,"4,1",2020
Pinar Hinojos,PH,6,25.5.2020,soleado,coleoptero negro pequeño,,,,,,,,,NA,1,Leontodon hispidus,0,0,0,0,,,,NA,Tropinota squalida,PHLeontodon hispidus,Leontodon hispidus,NA,"4,1",2020
Pinar Puebla,PP,6,26.5.2020,soleado,xylocopa cantabrita,,,,,,,,,NA,1,cs7,0,0,0,0,,,,NA,Xylocopa cantabrita,PPcs7,Cistus salviifolius,NA,"9,17",2020
Pinar Puebla,PP,6,26.5.2020,soleado,xylocopa cantabrita,,,,,,,,,NA,2,cs7,0,0,0,0,,,,NA,Xylocopa cantabrita,PPcs7,Cistus salviifolius,NA,"9,17",2020
Pinar Puebla,PP,6,26.5.2020,soleado,abeja,Hymenoptera,Panurgus,,calcaratus,,male,,CMF,NA,1,Leontodon hispidus,0,0,0,0,si,PPC1,,Panurgus calcaratus,Panurgus calcaratus,PPLeontodon hispidus,Leontodon hispidus,NA,"12,1",2020
Pinar Puebla,PP,6,26.5.2020,soleado,abeja=PPC1,Hymenoptera,Panurgus,,calcaratus,,male,,,NA,1,andryala integrifolia,0,0,0,0,,,,Panurgus calcaratus,Panurgus calcaratus,PPandryala integrifolia,Andryala integrifolia,NA,"16,1",2020
Pinar Puebla,PP,6,26.5.2020,soleado,abeja=PPC1,Hymenoptera,Panurgus,,calcaratus,,male,,,NA,1,tolpis barbata,0,0,0,0,,,,Panurgus calcaratus,Panurgus calcaratus,PPtolpis barbata,Tolpis barbata,NA,"16,1",2020
