"","Fecha","Bosque","Ronda","SP","X","Y","i","flores_disponibles","Escapos_indivi"
"835","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Andryala integrifolia",3,7,3,1,NA
"836","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Andryala integrifolia",3,7,4,1,NA
"837","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Andryala integrifolia",3,7,5,1,NA
"838","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Andryala integrifolia",4,6,1,1,NA
"839","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Andryala integrifolia",4,6,2,1,NA
"840","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Andryala integrifolia",4,6,3,1,NA
"841","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",3,1,NA,7,NA
"842","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",2,1,NA,3,NA
"843","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",1,2,1,1,NA
"844","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",1,2,2,10,NA
"845","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",1,3,1,1,NA
"846","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",1,3,2,24,NA
"847","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",2,3,1,8,NA
"848","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",2,3,2,12,NA
"849","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",3,3,1,1,NA
"850","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",3,3,2,1,NA
"851","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",1,4,NA,9,NA
"852","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",3,4,NA,1,NA
"853","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",2,5,NA,9,NA
"854","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",1,7,2,9,NA
"855","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",4,1,NA,6,NA
"856","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",5,2,NA,3,NA
"857","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",6,1,1,2,NA
"858","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",6,1,2,1,NA
"859","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",4,4,NA,1,NA
"860","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",5,4,NA,18,NA
"861","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",6,4,NA,15,NA
"862","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",4,5,1,3,NA
"863","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",5,5,NA,12,NA
"864","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",7,1,2,17,NA
"865","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",7,1,3,1,NA
"866","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Cistus crispus",9,5,NA,7,NA
"867","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Leontodon longirostris",1,6,1,1,NA
"868","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Leontodon longirostris",1,6,2,1,NA
"869","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Leontodon longirostris",1,6,3,1,NA
"870","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Leontodon longirostris",1,6,4,1,NA
"871","04/05/2021","Pinar Villamanrique Este (Chaparral)",7,"Leontodon longirostris",1,6,5,1,NA
"872","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",1,2,2,2,NA
"873","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",1,2,1,8,NA
"874","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",3,1,1,1,NA
"875","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",3,1,2,1,NA
"876","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",1,3,1,14,NA
"877","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",1,3,2,1,NA
"878","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",1,4,NA,8,NA
"879","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",2,3,1,4,NA
"880","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",2,3,2,4,NA
"881","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",3,4,NA,3,NA
"882","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",4,1,NA,3,NA
"883","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",4,4,NA,4,NA
"884","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",2,5,NA,13,NA
"885","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",4,5,1,2,NA
"886","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",1,7,NA,16,NA
"887","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",4,7,NA,5,NA
"888","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",5,2,NA,1,NA
"889","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",5,4,NA,12,NA
"890","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",5,5,NA,9,NA
"891","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",6,1,1,2,NA
"892","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",6,1,2,2,NA
"893","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",7,1,2,12,NA
"894","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",6,4,NA,10,NA
"895","13/05/2021","Pinar Villamanrique Este (Chaparral)",8,"Cistus crispus",9,5,NA,4,NA
"896","25/05/2021","Pinar Villamanrique Este (Chaparral)",9,"Cistus crispus",1,7,NA,1,NA
"897","25/05/2021","Pinar Villamanrique Este (Chaparral)",9,"Cistus crispus",3,1,1,1,NA
"898","25/05/2021","Pinar Villamanrique Este (Chaparral)",9,"Cistus crispus",5,5,NA,1,NA
"899","04/03/2021","Pinar Villamanrique Sur",1,"Cistus salviifolius",1,10,NA,11,NA
"900","04/03/2021","Pinar Villamanrique Sur",1,"Cistus salviifolius",3,10,NA,9,NA
"901","04/03/2021","Pinar Villamanrique Sur",1,"Cistus salviifolius",8,2,NA,3,NA
"902","04/03/2021","Pinar Villamanrique Sur",1,"Cistus salviifolius",9,10,NA,6,NA
"903","04/03/2021","Pinar Villamanrique Sur",1,"Lavandula stoechas",3,8,NA,240,NA
"904","04/03/2021","Pinar Villamanrique Sur",1,"Lavandula stoechas",4,7,NA,1710,NA
"905","04/03/2021","Pinar Villamanrique Sur",1,"Tuberaria guttata",7,1,NA,1,NA
"906","04/03/2021","Pinar Villamanrique Sur",1,"Tuberaria guttata",7,2,NA,1,NA
"907","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",1,1,NA,4,NA
"908","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",1,2,NA,2,NA
"909","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",1,3,NA,3,NA
"910","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",1,6,1,7,NA
"911","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",1,6,2,4,NA
"912","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",1,10,NA,2,NA
"913","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",2,2,NA,3,NA
"914","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",2,3,NA,5,NA
"915","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",2,9,NA,9,NA
"916","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",2,3,NA,3,NA
"917","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",3,7,NA,3,NA
"918","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",3,9,NA,6,NA
"919","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",3,10,NA,11,NA
"920","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",4,3,NA,6,NA
"921","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",4,8,NA,3,NA
"922","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",4,9,NA,7,NA
"923","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",5,2,NA,4,NA
"924","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",5,8,NA,2,NA
"925","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",8,5,NA,4,NA
"926","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",7,9,NA,7,NA
"927","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",9,1,NA,3,NA
"928","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",9,7,NA,6,NA
"929","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",9,8,NA,7,NA
"930","15/03/2021","Pinar Villamanrique Sur",2,"Cistus salviifolius",9,10,NA,10,NA
"931","15/03/2021","Pinar Villamanrique Sur",2,"Tuberaria guttata",5,2,1,1,NA
"932","15/03/2021","Pinar Villamanrique Sur",2,"Tuberaria guttata",5,2,2,1,NA
"933","15/03/2021","Pinar Villamanrique Sur",2,"Tuberaria guttata",5,3,1,1,NA
"934","15/03/2021","Pinar Villamanrique Sur",2,"Tuberaria guttata",5,3,2,1,NA
"935","15/03/2021","Pinar Villamanrique Sur",2,"Tuberaria guttata",5,3,3,1,NA
"936","15/03/2021","Pinar Villamanrique Sur",2,"Tuberaria guttata",5,3,4,1,NA
"937","15/03/2021","Pinar Villamanrique Sur",2,"Tuberaria guttata",5,3,5,1,NA
"938","15/03/2021","Pinar Villamanrique Sur",2,"Tuberaria guttata",6,1,NA,1,NA
"939","15/03/2021","Pinar Villamanrique Sur",2,"Tuberaria guttata",6,2,NA,1,NA
"940","15/03/2021","Pinar Villamanrique Sur",2,"Tuberaria guttata",6,3,NA,1,NA
"941","15/03/2021","Pinar Villamanrique Sur",2,"Tuberaria guttata",8,4,NA,1,NA
"942","15/03/2021","Pinar Villamanrique Sur",2,"Tuberaria guttata",10,4,NA,1,NA
"943","15/03/2021","Pinar Villamanrique Sur",2,"Tuberaria guttata",10,5,1,1,NA
"944","15/03/2021","Pinar Villamanrique Sur",2,"Tuberaria guttata",10,5,2,1,NA
"945","15/03/2021","Pinar Villamanrique Sur",2,"Anemone palmata",5,9,NA,1,NA
"946","15/03/2021","Pinar Villamanrique Sur",2,"Anemone palmata",6,9,NA,1,NA
"947","15/03/2021","Pinar Villamanrique Sur",2,"Anemone palmata",9,9,NA,1,NA
"948","15/03/2021","Pinar Villamanrique Sur",2,"Lavandula stoechas",3,8,NA,144,NA
"949","15/03/2021","Pinar Villamanrique Sur",2,"Lavandula stoechas",4,7,NA,1962,NA
"950","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",1,1,1,21,NA
"951","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",1,1,2,3,NA
"952","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",1,2,1,6,NA
"953","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",1,2,2,3,NA
"954","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",1,3,NA,6,NA
"955","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",1,6,1,28,NA
"956","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",1,6,2,6,NA
"957","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",1,10,NA,20,NA
"958","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",2,2,NA,9,NA
"959","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",2,3,NA,20,NA
"960","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",2,6,NA,7,NA
"961","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",2,5,NA,1,NA
"962","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",2,9,NA,18,NA
"963","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",3,10,NA,14,NA
"964","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",3,4,NA,2,NA
"965","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",3,7,NA,23,NA
"966","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",4,8,NA,4,NA
"967","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",4,9,NA,11,NA
"968","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",2,10,NA,5,NA
"969","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",5,1,NA,4,NA
"970","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",5,2,NA,12,NA
"971","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",5,8,1,10,NA
"972","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",5,8,2,10,NA
"973","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",6,3,1,8,NA
"974","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",6,3,2,1,NA
"975","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",7,9,NA,46,NA
"976","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",8,3,NA,14,NA
"977","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",9,1,NA,12,NA
"978","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",8,5,NA,15,NA
"979","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",9,7,NA,8,NA
"980","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",9,8,NA,33,NA
"981","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",9,10,NA,34,NA
"982","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",10,1,1,5,NA
"983","22/03/2021","Pinar Villamanrique Sur",3,"Cistus salviifolius",10,1,2,1,NA
"984","22/03/2021","Pinar Villamanrique Sur",3,"Lavandula stoechas",3,8,NA,280,NA
"985","22/03/2021","Pinar Villamanrique Sur",3,"Lavandula stoechas",4,7,NA,2100,NA
"986","22/03/2021","Pinar Villamanrique Sur",3,"Anemone palmata",4,9,NA,1,NA
"987","22/03/2021","Pinar Villamanrique Sur",3,"Anemone palmata",5,7,1,1,NA
"988","22/03/2021","Pinar Villamanrique Sur",3,"Anemone palmata",5,7,2,1,NA
"989","22/03/2021","Pinar Villamanrique Sur",3,"Anemone palmata",5,9,NA,1,NA
"990","22/03/2021","Pinar Villamanrique Sur",3,"Anemone palmata",10,10,NA,1,NA
"991","22/03/2021","Pinar Villamanrique Sur",3,"Serapias lingua",8,5,NA,1,NA
"992","22/03/2021","Pinar Villamanrique Sur",3,"Tuberaria guttata",6,2,NA,1,NA
"993","22/03/2021","Pinar Villamanrique Sur",3,"Tuberaria guttata",6,2,NA,2,NA
"994","22/03/2021","Pinar Villamanrique Sur",3,"Tuberaria guttata",6,2,NA,3,NA
"995","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",1,1,1,6,NA
"996","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",1,1,2,28,NA
"997","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",1,2,1,6,NA
"998","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",1,2,2,11,NA
"999","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",1,3,NA,6,NA
"1000","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",1,6,1,23,NA
"1001","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",1,6,2,6,NA
"1002","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",1,10,NA,17,NA
"1003","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",2,2,NA,9,NA
"1004","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",2,3,NA,22,NA
"1005","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",2,5,NA,12,NA
"1006","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",2,6,NA,3,NA
"1007","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",2,9,NA,29,NA
"1008","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",2,10,NA,38,NA
"1009","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",3,1,1,6,NA
"1010","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",3,1,2,1,NA
"1011","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",4,3,NA,9,NA
"1012","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",4,2,NA,4,NA
"1013","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",3,4,NA,32,NA
"1014","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",3,7,NA,26,NA
"1015","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",3,9,NA,18,NA
"1016","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",3,10,NA,59,NA
"1017","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",4,8,NA,18,NA
"1018","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",4,9,NA,35,NA
"1019","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",5,1,NA,48,NA
"1020","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",5,2,NA,21,NA
"1021","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",6,3,1,26,NA
"1022","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",6,3,2,5,NA
"1023","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",5,8,1,13,NA
"1024","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",5,8,2,5,NA
"1025","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",8,2,NA,50,NA
"1026","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",8,3,NA,7,NA
"1027","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",8,5,NA,16,NA
"1028","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",7,9,NA,41,NA
"1029","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",9,1,NA,27,NA
"1030","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",9,2,NA,22,NA
"1031","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",10,1,1,18,NA
"1032","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",10,1,2,23,NA
"1033","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",9,7,NA,27,NA
"1034","06/04/2021","Pinar Villamanrique Sur",4,"Cistus salviifolius",9,8,NA,87,NA
"1035","06/04/2021","Pinar Villamanrique Sur",4,"Genista hirsuta",7,2,NA,1460,NA
"1036","06/04/2021","Pinar Villamanrique Sur",4,"Genista hirsuta",8,7,NA,136,NA
"1037","06/04/2021","Pinar Villamanrique Sur",4,"Lavandula stoechas",3,8,NA,950,NA
"1038","06/04/2021","Pinar Villamanrique Sur",4,"Lavandula stoechas",4,7,NA,2250,NA
"1039","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",1,1,1,12,NA
"1040","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",1,1,2,18,NA
"1041","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",1,2,1,3,NA
"1042","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",1,2,2,3,NA
"1043","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",1,3,NA,1,NA
"1044","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",2,2,NA,2,NA
"1045","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",2,3,NA,2,NA
"1046","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",2,5,NA,4,NA
"1047","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",1,6,1,8,NA
"1048","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",1,6,2,4,NA
"1049","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",2,6,NA,3,NA
"1050","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",1,10,NA,11,NA
"1051","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",2,10,NA,13,NA
"1052","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",2,9,NA,19,NA
"1053","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",5,1,NA,12,NA
"1054","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",5,2,NA,2,NA
"1055","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",4,3,NA,3,NA
"1056","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",3,4,NA,10,NA
"1057","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",3,7,NA,4,NA
"1058","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",3,9,NA,3,NA
"1059","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",3,10,NA,3,NA
"1060","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",4,8,NA,10,NA
"1061","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",4,9,NA,10,NA
"1062","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",5,8,1,3,NA
"1063","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",5,8,2,6,NA
"1064","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",6,3,1,3,NA
"1065","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",6,3,2,3,NA
"1066","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",8,5,NA,2,NA
"1067","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",9,1,NA,7,NA
"1068","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",8,2,NA,26,NA
"1069","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",8,3,NA,2,NA
"1070","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",9,2,NA,6,NA
"1071","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",10,1,2,4,NA
"1072","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",9,7,NA,6,NA
"1073","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",9,8,NA,16,NA
"1074","13/04/2021","Pinar Villamanrique Sur",5,"Cistus salviifolius",9,10,NA,6,NA
"1075","13/04/2021","Pinar Villamanrique Sur",5,"Lavandula stoechas",4,7,NA,232,NA
"1076","13/04/2021","Pinar Villamanrique Sur",5,"Lavandula stoechas",3,8,NA,88,NA
"1077","13/04/2021","Pinar Villamanrique Sur",5,"Genista hirsuta",7,2,NA,630,NA
"1078","13/04/2021","Pinar Villamanrique Sur",5,"Genista hirsuta",8,7,NA,224,NA
"1079","13/04/2021","Pinar Villamanrique Sur",5,"Halimium halimifolium",1,9,NA,10,NA
"1080","13/04/2021","Pinar Villamanrique Sur",5,"Halimium halimifolium",3,1,1,1,NA
"1081","13/04/2021","Pinar Villamanrique Sur",5,"Cistus crispus",8,8,NA,2,NA
"1082","13/04/2021","Pinar Villamanrique Sur",5,"Cistus crispus",7,9,NA,2,NA
"1083","13/04/2021","Pinar Villamanrique Sur",5,"Cistus crispus",9,7,NA,1,NA
"1084","23/04/2021","Pinar Villamanrique Sur",6,"Halimium halimifolium",3,1,1,11,NA
"1085","23/04/2021","Pinar Villamanrique Sur",6,"Halimium halimifolium",1,9,NA,46,NA
"1086","23/04/2021","Pinar Villamanrique Sur",6,"Halimium halimifolium",3,1,2,10,NA
"1087","23/04/2021","Pinar Villamanrique Sur",6,"Lavandula stoechas",3,8,NA,182,NA
"1088","23/04/2021","Pinar Villamanrique Sur",6,"Lavandula stoechas",4,7,NA,48,NA
"1089","23/04/2021","Pinar Villamanrique Sur",6,"Genista hirsuta",7,2,NA,48,NA
"1090","23/04/2021","Pinar Villamanrique Sur",6,"Genista hirsuta",8,7,NA,44,NA
"1091","23/04/2021","Pinar Villamanrique Sur",6,"Cistus salviifolius",1,10,NA,1,NA
"1092","23/04/2021","Pinar Villamanrique Sur",6,"Cistus salviifolius",2,9,NA,1,NA
"1093","23/04/2021","Pinar Villamanrique Sur",6,"Cistus salviifolius",2,10,NA,2,NA
"1094","23/04/2021","Pinar Villamanrique Sur",6,"Cistus salviifolius",8,2,NA,15,NA
"1095","23/04/2021","Pinar Villamanrique Sur",6,"Cistus salviifolius",9,7,NA,3,NA
"1096","23/04/2021","Pinar Villamanrique Sur",6,"Cistus salviifolius",9,10,NA,3,NA
"1097","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",1,1,1,1,NA
"1098","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",1,1,2,1,NA
"1099","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",1,1,3,1,NA
"1100","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",1,1,4,1,NA
"1101","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",1,1,5,1,NA
"1102","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",1,1,6,1,NA
"1103","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",1,1,7,1,NA
"1104","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",1,1,8,1,NA
"1105","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",4,1,1,1,NA
"1106","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",4,1,2,1,NA
"1107","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",4,3,1,1,NA
"1108","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",4,3,2,1,NA
"1109","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",4,3,3,1,NA
"1110","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",4,3,4,1,NA
"1111","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",4,3,5,1,NA
"1112","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",5,1,1,1,NA
"1113","23/04/2021","Pinar Villamanrique Sur",6,"Leontodon longirostris",5,1,2,1,NA
