"","Bosque","Codigo","Tanda","Dia","ID","Especie.planta","Numero.flores","GPS","x","y"
"30","Pinar Aznalcazar","PA",3,"28.4.2020","CS11","Cistus salviifolius",8,"PACS12",10,10
"31","Pinar Aznalcazar","PA",3,"28.4.2020","CS12","Cistus salviifolius",9,"PACS13",10,10
"32","Pinar Aznalcazar","PA",4,"6.5.2020","cs12","Echium plantagineum",4,"",10,10
"33","Pinar Aznalcazar","PA",4,"6.5.2020","cs12","Cistus salviifolius",1,"",10,10
"34","Pinar Aznalcazar","PA",3,"28.4.2020","CS2","Galactites tomentosa",8,"PACS3",10,10
"35","Pinar Aznalcazar","PA",3,"28.4.2020","CS2","Cistus salviifolius",1,"PACS3",10,10
"36","Pinar Aznalcazar","PA",3,"28.4.2020","CS3","Leontodon hispidus",1,"PACS4",10,10
"37","Pinar Aznalcazar","PA",3,"28.4.2020","CS3","Reseda phyteuma",1,"PACS4",10,10
"38","Pinar Aznalcazar","PA",3,"28.4.2020","CS3","Cistus salviifolius",2,"PACS4",10,10
"39","Pinar Aznalcazar","PA",3,"28.4.2020","CS4","Lysimachia arvensis",13,"PACS5",10,10
"40","Pinar Aznalcazar","PA",3,"28.4.2020","CS4","Cistus salviifolius",6,"PACS5",10,10
"41","Pinar Aznalcazar","PA",3,"28.4.2020","CS5","Leontodon hispidus",2,"PACS6",10,10
"42","Pinar Aznalcazar","PA",3,"28.4.2020","CS5","Cistus salviifolius",3,"PACS6",10,10
"43","Pinar Aznalcazar","PA",3,"28.4.2020","CS6","Cistus salviifolius",3,"PACS7",10,10
"44","Pinar Aznalcazar","PA",3,"28.4.2020","CS7","Cistus salviifolius",1,"PACS8",10,10
"45","Pinar Aznalcazar","PA",3,"28.4.2020","CS8","Cistus salviifolius",8,"PACS9",10,10
"46","Pinar Aznalcazar","PA",3,"28.4.2020","CS9","Cistus salviifolius",8,"PACS10",10,10
"47","Pinar Aznalcazar","PA",2,"10.03.2020","LS1","Lavandula stoechas",13,"PALS1",24,16
"48","Pinar Aznalcazar","PA",3,"28.4.2020","LS1","Lavandula stoechas",1,"",24,16
"49","Pinar Aznalcazar","PA",2,"10.03.2020","LS10","Lavandula stoechas",7,"PALS10",1,9
"50","Pinar Aznalcazar","PA",3,"28.4.2020","ls10","Lavandula stoechas",40,"",1,9
"51","Pinar Aznalcazar","PA",2,"10.03.2020","LS11","Lavandula stoechas",19,"PALS11",7,9
"52","Pinar Aznalcazar","PA",3,"28.4.2020","ls11","Lavandula stoechas",27,"",7,9
"53","Pinar Aznalcazar","PA",3,"28.4.2020","ls12","Lavandula stoechas",40,"PALS12",10,10
"54","Pinar Aznalcazar","PA",4,"6.5.2020","ls12","Galactites tomentosa",6,"",10,10
"55","Pinar Aznalcazar","PA",4,"6.5.2020","ls12","Lavandula stoechas",7,"",10,10
"56","Pinar Aznalcazar","PA",2,"10.03.2020","LS2","Lavandula stoechas",2,"PALS2",24,16
"57","Pinar Aznalcazar","PA",3,"28.4.2020","LS2","Lavandula stoechas",20,"",24,16
"58","Pinar Aznalcazar","PA",2,"10.03.2020","LS3","Lavandula stoechas",1,"PALS3",4,6
"59","Pinar Aznalcazar","PA",2,"10.03.2020","LS4","Lavandula stoechas",14,"PALS4",4,6
"60","Pinar Aznalcazar","PA",2,"10.03.2020","LS5","Lavandula stoechas",6,"PALS5",4,6
"61","Pinar Aznalcazar","PA",5,"21.5.2020","ls5","Lavandula stoechas",3,"",4,6
"62","Pinar Aznalcazar","PA",2,"10.03.2020","LS6","Lavandula stoechas",18,"PALS6",10,14
"63","Pinar Aznalcazar","PA",5,"21.5.2020","ls6","Lavandula stoechas",1,"",10,14
"64","Pinar Aznalcazar","PA",2,"10.03.2020","LS7","Lavandula stoechas",14,"PALS7",3,10
"65","Pinar Aznalcazar","PA",2,"10.03.2020","LS8","Lavandula stoechas",7,"PALS8",2,9
"66","Pinar Aznalcazar","PA",3,"28.4.2020","ls8","Lavandula stoechas",16,"",2,9
"67","Pinar Aznalcazar","PA",2,"10.03.2020","LS9","Lavandula stoechas",3,"PALS9",2,9
"68","Pinar Aznalcazar","PA",2,"10.03.2020","RO1","Rosmarinus officinalis",30,"PARO1",4,23
"69","Pinar Aznalcazar","PA",6,"29.5.2020","ro1","Rosmarinus officinalis",8,"",4,23
"70","Pinar Aznalcazar","PA",1,"26.2.2020","RO2","Rosmarinus officinalis",90,"PARO2",7,9
"71","Pinar Aznalcazar","PA",2,"10.03.2020","RO2","Rosmarinus officinalis",70,"PARO2",7,9
"72","Pinar Aznalcazar","PA",1,"26.2.2020","RO3","Rosmarinus officinalis",70,"PARO3",7,9
"73","Pinar Aznalcazar","PA",2,"10.03.2020","RO3","Rosmarinus officinalis",90,"PARO3",7,9
"74","Pinar Aznalcazar","PA",3,"28.4.2020","RO3","Rosmarinus officinalis",12,"",7,9
"75","Pinar Aznalcazar","PA",1,"26.2.2020","RO4","Rosmarinus officinalis",60,"PARO4",7,9
"76","Pinar Aznalcazar","PA",1,"26.2.2020","RO5","Rosmarinus officinalis",80,"PARO5",7,9
"77","Pinar Hinojos","PH",5,"8.5.2020","Cli1","Leontodon hispidus",28,"",3,17
"78","Pinar Hinojos","PH",5,"8.5.2020","Cli1","Lysimachia arvensis",5,"",3,17
"79","Pinar Hinojos","PH",5,"8.5.2020","Cli1","Silene colorata",1,"",3,17
"80","Pinar Hinojos","PH",5,"8.5.2020","Cli1","Andryala integrifolia",4,"",3,17
"81","Pinar Hinojos","PH",5,"8.5.2020","Cli1","Linum bienne",3,"",3,17
"82","Pinar Hinojos","PH",5,"8.5.2020","Cli1","Cistus libanotis",2,"",3,17
"83","Pinar Hinojos","PH",3,"22.4.2020","Cli1","Cistus libanotis",3,"PHCLi1",3,17
"84","Pinar Hinojos","PH",4,"1.5.2020","CLi2","Cistus libanotis",1,"",3,17
"85","Pinar Hinojos","PH",3,"22.4.2020","Cli2","Cistus libanotis",3,"PHCLi2",3,17
"86","Pinar Hinojos","PH",4,"1.5.2020","CLi3","Leontodon hispidus",27,"",4,1
"87","Pinar Hinojos","PH",4,"1.5.2020","CLi3","Reseda phyteuma",4,"",4,1
"88","Pinar Hinojos","PH",4,"1.5.2020","CLi3","Ornithopus sativus",9,"",4,1
"89","Pinar Hinojos","PH",4,"1.5.2020","CLi3","Lysimachia arvensis",1,"",4,1
"90","Pinar Hinojos","PH",4,"1.5.2020","CLi3","Cistus libanotis",1,"",4,1
"91","Pinar Hinojos","PH",3,"22.4.2020","Cli3","Cistus libanotis",1,"PHCLi3",4,1
"92","Pinar Hinojos","PH",4,"1.5.2020","CLi4","Cistus libanotis",1,"",4,1
"93","Pinar Hinojos","PH",6,"25.5.2020","hc14","Halimium commutatum",2,"",4,17
"94","Pinar Hinojos","PH",6,"25.5.2020","hc15","Halimium commutatum",3,"",4,17
"95","Pinar Hinojos","PH",3,"22.4.2020","HC17","Halimium commutatum",1,"",5,2
"96","Pinar Hinojos","PH",3,"22.4.2020","HC19","Halimium commutatum",1,"",18,15
"97","Pinar Hinojos","PH",5,"8.5.2020","HC5","Halimium commutatum",5,"",7,17
"98","Pinar Hinojos","PH",6,"25.5.2020","HC5","Leontodon hispidus",15,"",7,17
"99","Pinar Hinojos","PH",6,"25.5.2020","HC5","Andryala integrifolia",26,"",7,17
"100","Pinar Hinojos","PH",6,"25.5.2020","HC5","Echium plantagineum",13,"",7,17
"101","Pinar Hinojos","PH",6,"25.5.2020","HC5","Halimium commutatum",3,"",7,17
"102","Pinar Hinojos","PH",6,"25.5.2020","hc6","Halimium commutatum",1,"",7,17
"103","Pinar Puebla","PP",6,"26.5.2020"," cs7","Cistus salviifolius",5,"",5,7
"104","Pinar Puebla","PP",3,"19.4.2020","CC1","Cistus crispus",34,"PPcc1",20,6
"105","Pinar Puebla","PP",4,"29.4.2020","CC1","Tolpis barbata",5,"",20,6
"106","Pinar Puebla","PP",4,"29.4.2020","CC1","Tuberaria guttata",17,"",20,6
"107","Pinar Puebla","PP",4,"29.4.2020","CC1","Leontodon hispidus",13,"",20,6
"108","Pinar Puebla","PP",4,"29.4.2020","CC1","Silene colorata",13,"",20,6
"109","Pinar Puebla","PP",4,"29.4.2020","CC1","Cistus crispus",40,"",20,6
"110","Pinar Puebla","PP",5,"7.5.2020","cc1","Cistus crispus",70,"",20,6
"111","Pinar Puebla","PP",3,"12.3.2020","CL1","Cistus ladanifer",2,"PPCL1",17,14
"112","Pinar Puebla","PP",3,"12.3.2020","CL2","Cistus ladanifer",5,"PPCL2",18,15
"113","Pinar Puebla","PP",3,"12.3.2020","CL3","Cistus ladanifer",1,"PPCL3",17,4
"114","Pinar Puebla","PP",3,"12.3.2020","CL4","Cistus ladanifer",1,"PPCL4",15,5
"115","Pinar Puebla","PP",3,"12.3.2020","CL5","Cistus ladanifer",3,"PPCL5",5,14
"116","Pinar Puebla","PP",3,"12.3.2020","CL6","Cistus ladanifer",13,"PPCL6",5,14
"117","Pinar Puebla","PP",3,"12.3.2020","CL7","Cistus ladanifer",4,"PPCL7",9,19
"118","Pinar Puebla","PP",3,"12.3.2020","CS1","Cistus salviifolius",11,"PPCS1",6,15
"119","Pinar Puebla","PP",3,"12.3.2020","CS11","Cistus salviifolius",26,"PPCS11",19,14
"120","Pinar Puebla","PP",3,"12.3.2020","CS12","Cistus salviifolius",31,"PPCS12",19,14
"121","Pinar Puebla","PP",3,"12.3.2020","CS13","Cistus salviifolius",21,"PPCS13",16,10
"122","Pinar Puebla","PP",3,"19.4.2020","CS13","Cistus salviifolius",3,"",16,10
"123","Pinar Puebla","PP",3,"12.3.2020","CS14","Cistus salviifolius",16,"PPCS14",16,10
"124","Pinar Puebla","PP",5,"7.5.2020","cs14","Tuberaria guttata",11,"",16,10
"125","Pinar Puebla","PP",5,"7.5.2020","cs14","Tolpis barbata",7,"",16,10
"126","Pinar Puebla","PP",5,"7.5.2020","cs14","Echium plantagineum",3,"",16,10
"127","Pinar Puebla","PP",5,"7.5.2020","cs14","Andryala integrifolia",8,"",16,10
"128","Pinar Puebla","PP",5,"7.5.2020","cs14","Leontodon hispidus",6,"",16,10
"129","Pinar Puebla","PP",5,"7.5.2020","cs14","Cistus salviifolius",1,"",16,10
"130","Pinar Puebla","PP",6,"26.5.2020","cs14","Leontodon hispidus",75,"",16,10
"131","Pinar Puebla","PP",6,"26.5.2020","cs14","Andryala integrifolia",67,"",16,10
"132","Pinar Puebla","PP",6,"26.5.2020","cs14","Silene colorata",48,"",16,10
"133","Pinar Puebla","PP",6,"26.5.2020","cs14","Tolpis barbata",3,"",16,10
"134","Pinar Puebla","PP",6,"26.5.2020","cs14","Cistus salviifolius",1,"",16,10
"135","Pinar Puebla","PP",3,"12.3.2020","CS15","Cistus salviifolius",18,"PPCS15",6,12
"136","Pinar Puebla","PP",3,"12.3.2020","CS16","Cistus salviifolius",10,"PPCS16",6,12
"137","Pinar Puebla","PP",6,"26.5.2020","cs16","Cistus salviifolius",1,"",6,12
"138","Pinar Puebla","PP",3,"12.3.2020","CS17","Cistus salviifolius",8,"PPCS17",12,10
"139","Pinar Puebla","PP",5,"7.5.2020","cs17","Silene colorata",5,"",12,10
"140","Pinar Puebla","PP",5,"7.5.2020","cs17","Leontodon hispidus",30,"",12,10
"141","Pinar Puebla","PP",5,"7.5.2020","cs17","Cistus salviifolius",1,"",12,10
"142","Pinar Puebla","PP",3,"12.3.2020","CS18","Cistus salviifolius",5,"PPCS18",6,11
"143","Pinar Puebla","PP",3,"12.3.2020","CS19","Cistus salviifolius",16,"PPCS19",0,14
"144","Pinar Puebla","PP",3,"12.3.2020","CS2","Cistus salviifolius",8,"PPCS2",10,16
"145","Pinar Puebla","PP",3,"12.3.2020","CS20","Cistus salviifolius",10,"PPCS20",7,13
"146","Pinar Puebla","PP",3,"12.3.2020","CS21","Cistus salviifolius",28,"PPCS21",7,13
"147","Pinar Puebla","PP",6,"26.5.2020","cs21","Cistus salviifolius",1,"",7,13
"148","Pinar Puebla","PP",3,"12.3.2020","CS22","Cistus salviifolius",37,"PPCS22",6,11
"149","Pinar Puebla","PP",3,"12.3.2020","CS23","Cistus salviifolius",24,"PPCS23",6,11
"150","Pinar Puebla","PP",6,"26.5.2020","cs23","Cistus salviifolius",1,"",6,11
"151","Pinar Puebla","PP",3,"12.3.2020","CS24","Cistus salviifolius",18,"PPCS24",4,9
"152","Pinar Puebla","PP",3,"12.3.2020","CS25","Cistus salviifolius",18,"PPCS25",4,9
"153","Pinar Puebla","PP",3,"12.3.2020","CS26","Cistus salviifolius",27,"PPCS26",3,12
"154","Pinar Puebla","PP",3,"12.3.2020","CS27","Cistus salviifolius",7,"PPCS27",3,12
"155","Pinar Puebla","PP",3,"12.3.2020","CS28","Cistus salviifolius",8,"PPCS28",3,12
"156","Pinar Puebla","PP",3,"12.3.2020","CS29","Cistus salviifolius",13,"PPCS29",7,12
"157","Pinar Puebla","PP",3,"12.3.2020","CS3","Cistus salviifolius",2,"PPCS3",12,13
"158","Pinar Puebla","PP",3,"12.3.2020","CS30","Cistus salviifolius",24,"PPCS30",9,9
"159","Pinar Puebla","PP",3,"12.3.2020","CS31","Cistus salviifolius",8,"PPCS31",8,9
"160","Pinar Puebla","PP",5,"7.5.2020","cs31","Silene colorata",20,"",8,9
"161","Pinar Puebla","PP",5,"7.5.2020","cs31","Leontodon hispidus",20,"",8,9
"162","Pinar Puebla","PP",5,"7.5.2020","cs31","Echium plantagineum",1,"",8,9
"163","Pinar Puebla","PP",5,"7.5.2020","cs31","Cistus salviifolius",2,"",8,9
"164","Pinar Puebla","PP",6,"26.5.2020","cs31","Cistus salviifolius",12,"",8,9
"165","Pinar Puebla","PP",3,"12.3.2020","CS32","Cistus salviifolius",14,"PPCS32",8,9
"166","Pinar Puebla","PP",3,"12.3.2020","CS33","Cistus salviifolius",8,"PPCS33",6,9
"167","Pinar Puebla","PP",6,"26.5.2020","cs33","Cistus salviifolius",3,"",6,9
"168","Pinar Puebla","PP",3,"12.3.2020","CS34","Cistus salviifolius",4,"PPCS34",6,9
"169","Pinar Puebla","PP",3,"12.3.2020","CS35","Cistus salviifolius",3,"PPCS35",6,9
"170","Pinar Puebla","PP",6,"26.5.2020","cs35","Cistus salviifolius",1,"",6,9
"171","Pinar Puebla","PP",3,"12.3.2020","CS36","Cistus salviifolius",8,"PPCS36",7,7
"172","Pinar Puebla","PP",3,"12.3.2020","CS37","Cistus salviifolius",8,"PPCS37",22,2
"173","Pinar Puebla","PP",3,"12.3.2020","CS38","Cistus salviifolius",6,"PPCS38",22,6
"174","Pinar Puebla","PP",3,"19.4.2020","CS38","Leontodon hispidus",90,"",22,6
"175","Pinar Puebla","PP",3,"19.4.2020","CS38","Erodium foetidum",10,"",22,6
"176","Pinar Puebla","PP",3,"19.4.2020","CS38","Lysimachia arvensis",4,"",22,6
"177","Pinar Puebla","PP",3,"19.4.2020","CS38","Ornithopus sativus",30,"",22,6
"178","Pinar Puebla","PP",3,"19.4.2020","CS38","Phelipanche nama",30,"",22,6
"179","Pinar Puebla","PP",3,"19.4.2020","CS38","Cistus salviifolius",1,"",22,6
"180","Pinar Puebla","PP",6,"26.5.2020","cs38","Cistus salviifolius",2,"",22,6
"181","Pinar Puebla","PP",3,"12.3.2020","CS39","Cistus salviifolius",10,"PPCS39",17,7
"182","Pinar Puebla","PP",3,"12.3.2020","CS4","Cistus salviifolius",11,"PPCS4",10,16
"183","Pinar Puebla","PP",4,"29.4.2020","CS4","Echium plantagineum",3,"",10,16
"184","Pinar Puebla","PP",4,"29.4.2020","CS4","Silene colorata",10,"",10,16
"185","Pinar Puebla","PP",4,"29.4.2020","CS4","Leontodon hispidus",30,"",10,16
"186","Pinar Puebla","PP",4,"29.4.2020","CS4","Cistus salviifolius",1,"",10,16
"187","Pinar Puebla","PP",3,"12.3.2020","CS40","Cistus salviifolius",15,"PPCS40",20,4
"188","Pinar Puebla","PP",6,"26.5.2020","cs40","Cistus salviifolius",2,"",20,4
"189","Pinar Puebla","PP",3,"12.3.2020","CS41","Cistus salviifolius",8,"PPCS41",18,4
"190","Pinar Puebla","PP",6,"26.5.2020","cs41","Cistus salviifolius",3,"",18,4
"191","Pinar Puebla","PP",3,"12.3.2020","CS42","Cistus salviifolius",13,"PPCS42",18,9
"192","Pinar Puebla","PP",3,"12.3.2020","CS43","Cistus salviifolius",9,"PPCS43",18,9
"193","Pinar Puebla","PP",3,"12.3.2020","CS44","Cistus salviifolius",5,"PPCS44",18,9
"194","Pinar Puebla","PP",3,"12.3.2020","CS45","Cistus salviifolius",8,"PPCS45",18,9
"195","Pinar Puebla","PP",3,"12.3.2020","CS46","Cistus salviifolius",4,"PPCS46",22,13
"196","Pinar Puebla","PP",6,"26.5.2020","cs46","Cistus salviifolius",2,"",22,13
"197","Pinar Puebla","PP",3,"12.3.2020","CS47","Cistus salviifolius",28,"PPCS47",22,13
"198","Pinar Puebla","PP",3,"19.4.2020","CS47","Cistus salviifolius",2,"",22,13
"199","Pinar Puebla","PP",3,"12.3.2020","CS5","Cistus salviifolius",4,"PPCS5",12,13
"200","Pinar Puebla","PP",3,"12.3.2020","CS6","Cistus salviifolius",10,"PPCS6",12,13
"201","Pinar Puebla","PP",3,"12.3.2020","CS7","Cistus salviifolius",16,"PPCS7",15,12
"202","Pinar Puebla","PP",3,"19.4.2020","CS9","Cistus salviifolius",1,"",4,9
