term,estimate,std.error,statistic,p.value,pollinator
step_length,0.26391125908406365,0.1245596459933825,2.1187540874841964,0.034111254714345535,Apis_mellifera
delta_richness,-3.1575078995773365,0.10230109530498019,-30.86484939544556,3.540840151461777e-209,Apis_mellifera
delta_total_flowers,0.5855346944017951,0.11002518775294691,5.321824087376866,1.0273189089213367e-7,Apis_mellifera
cosine_turning,0.13444244712202377,0.050070896918292536,2.6850417187735167,0.007252075338273622,Apis_mellifera
step_length:time_of_day12:00 - 13:59,-0.36070259031755214,0.1380351035787119,-2.613122176648843,0.00897192227202018,Apis_mellifera
step_length:time_of_day14:00 - 16:05,0.11565502134767737,0.12853088236397356,0.8998228225039774,0.3682145468476574,Apis_mellifera
step_length:change_plant_spTRUE,-1.4759787236953006,0.1138553901444688,-12.963626243978972,1.9672323239664986e-38,Apis_mellifera
step_length,0.0031670558366998303,0.12241346710688908,0.025871792634828472,0.9793595987296353,Bombus_terrestris
delta_richness,-2.689986768612231,0.11662362038789209,-23.065539893765006,1.027253389190379e-117,Bombus_terrestris
delta_total_flowers,0.24294493842302903,0.044742720925769953,5.429820390809152,5.641079540071081e-8,Bombus_terrestris
cosine_turning,0.19403731566394766,0.04471557638931635,4.339367427013821,1.4289343842852174e-5,Bombus_terrestris
step_length:time_of_day12:00 - 13:59,-0.3447073694299237,0.13371311588090587,-2.5779622826001893,0.009938484532356863,Bombus_terrestris
step_length:time_of_day14:00 - 16:05,-0.33277381699006214,0.12971685309524456,-2.565386139499723,0.01030610402255618,Bombus_terrestris
step_length:change_plant_spTRUE,-0.355097502552707,0.11393305095949718,-3.1167207369786225,0.0018287471616165345,Bombus_terrestris
step_length,-0.19326757389682944,0.15118921935062007,-1.2783158397598855,0.20113808501760977,Xylocopa_cantabrita
delta_richness,-1.527066645446674,0.09548208441922208,-15.993226946554287,1.4245663968879586e-57,Xylocopa_cantabrita
delta_total_flowers,0.551731775409531,0.13299312196003135,4.148573755380702,3.345530637989601e-5,Xylocopa_cantabrita
cosine_turning,0.013951112803446488,0.05155978329917497,0.2705812924483282,0.7867130857209567,Xylocopa_cantabrita
step_length:time_of_day12:00 - 13:59,0.21129485384978533,0.13688023540117297,1.5436476510324197,0.12267371457130198,Xylocopa_cantabrita
step_length:time_of_day14:00 - 16:05,-0.17830869245475534,0.11455282149900599,-1.5565630782503475,0.11957425556608978,Xylocopa_cantabrita
step_length:change_plant_spTRUE,-0.07280625716972562,0.13900413012157214,-0.523770459957195,0.6004382017339985,Xylocopa_cantabrita
step_length,-0.07447962097806392,0.30652584852715625,-0.24297990311725862,0.808020965977187,Anthophora_dispar
delta_richness,-1.9334760724611102,0.2049666729331567,-9.433124150342486,3.980526708143519e-21,Anthophora_dispar
delta_total_flowers,0.7968544124629527,0.11533163478642236,6.909244059000922,4.8724307668266325e-12,Anthophora_dispar
cosine_turning,-0.11439252434647855,0.12040572399289592,-0.9500588556174276,0.34208234784775576,Anthophora_dispar
step_length:time_of_day12:00 - 13:59,-0.6106001360940233,0.38355059450950435,-1.5919676434731551,0.11139197500181947,Anthophora_dispar
step_length:time_of_day14:00 - 16:05,0.24590198630825952,0.2420560030680381,1.0158888157759938,0.30968233536097656,Anthophora_dispar
step_length:change_plant_spTRUE,-0.22849303974174454,0.26015263764271496,-0.8783037597164375,0.37977889603196235,Anthophora_dispar
step_length,0.5539419274589108,0.2880725390941892,1.922925139621837,0.05448945203147359,Dasypoda_cingulata
delta_richness,-2.4512210491596442,0.22305559580186626,-10.989282920016908,4.303313892734459e-28,Dasypoda_cingulata
delta_total_flowers,0.835323997914365,0.188590384605237,4.42930322064346,9.453802715988852e-6,Dasypoda_cingulata
cosine_turning,0.18898922028622384,0.09424924790869912,2.005206667211827,0.04494095761565928,Dasypoda_cingulata
step_length:time_of_day12:00 - 13:59,-0.40062400642216894,0.30296054737109623,-1.3223636209352527,0.18604709673598466,Dasypoda_cingulata
step_length:time_of_day14:00 - 16:05,-0.6245524970224663,0.31421918328566756,-1.9876332517059085,0.046852265981068786,Dasypoda_cingulata
step_length:change_plant_spTRUE,-1.193179901309822,0.2751000394410023,-4.337258197906258,1.4427111139858053e-5,Dasypoda_cingulata
