Year,Day_ISO,Week_ISO,Week,Periodo_hora,Bosque,Codigo_vuelo,Codigo_within_sequence,Polinizador,Planta,X,Y
2020,52,08,1,NA,Villamanrique Chaparral,1,1,Apis_mellifera,Rosmarinus_officinalis,10,4
2020,52,08,1,NA,Villamanrique Chaparral,1,2,Apis_mellifera,Rosmarinus_officinalis,10,4
2020,52,08,1,NA,Villamanrique Chaparral,2,1,Apis_mellifera,Rosmarinus_officinalis,18,7
2020,52,08,1,NA,Villamanrique Chaparral,3,1,Apis_mellifera,Rosmarinus_officinalis,18,7
2020,52,08,1,NA,Villamanrique Chaparral,4,1,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,4,2,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,4,3,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,4,4,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,4,5,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,5,1,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,5,2,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,5,3,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,5,4,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,5,5,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,5,6,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,5,7,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,5,8,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,5,9,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,5,10,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,5,11,Apis_mellifera,Rosmarinus_officinalis,4,2
2020,52,08,1,NA,Villamanrique Chaparral,5,12,Apis_mellifera,Rosmarinus_officinalis,4,2
