Fecha,Bosque,ronda,Planta,X,Y,labelled_flowers,number_fruits,abortos,Year,Day_ISO,Day,Week_ISO,Week,Periodo,Subplot,fruitset,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif,prob_consp_step,poll_richness,plant_richness,total_number_flowers
2021-04-21,Pinar Hinojos,6,Cistus_libanotis,4,8,11,5,6,2021,111,51,16,8,April,4-8,0.45454545454545453,4-8 Cistus_libanotis,1,1,0,0.9999999999534289,1,2,13
2021-04-21,Pinar Hinojos,6,Cistus_libanotis,10,7,43,20,23,2021,111,51,16,8,April,10-7,0.46511627906976744,10-7 Cistus_libanotis,50,2,0,1,2,1,43
2021-04-21,Pinar Hinojos,6,Halimium_calycinum,1,1,1,1,0,2021,111,51,16,8,April,1-1,1,1-1 Halimium_calycinum,NA,NA,NA,NA,NA,1,2
2021-04-21,Pinar Hinojos,6,Halimium_calycinum,1,1,1,0,1,2021,111,51,16,8,April,1-1,0,1-1 Halimium_calycinum,NA,NA,NA,NA,NA,1,2
2021-04-21,Pinar Hinojos,6,Halimium_calycinum,2,1,1,0,1,2021,111,51,16,8,April,2-1,0,2-1 Halimium_calycinum,NA,NA,NA,NA,NA,1,1
2021-04-21,Pinar Hinojos,6,Halimium_calycinum,3,6,1,0,1,2021,111,51,16,8,April,3-6,0,3-6 Halimium_calycinum,NA,NA,NA,NA,NA,1,1
2021-04-21,Pinar Hinojos,6,Halimium_calycinum,4,5,8,4,4,2021,111,51,16,8,April,4-5,0.5,4-5 Halimium_calycinum,NA,NA,NA,NA,NA,1,8
2021-04-21,Pinar Hinojos,6,Halimium_calycinum,5,4,1,0,1,2021,111,51,16,8,April,5-4,0,5-4 Halimium_calycinum,NA,NA,NA,NA,NA,1,4
2021-04-21,Pinar Hinojos,6,Halimium_calycinum,8,4,2,0,2,2021,111,51,16,8,April,8-4,0,8-4 Halimium_calycinum,NA,NA,NA,NA,NA,1,2
2021-04-21,Pinar Hinojos,7,Cistus_libanotis,4,8,1,1,0,2021,111,51,16,8,April,4-8,1,4-8 Cistus_libanotis,1,1,0,0.9999999999534289,1,2,13
2021-04-21,Pinar Hinojos,7,Cistus_libanotis,10,7,4,0,4,2021,111,51,16,8,April,10-7,0,10-7 Cistus_libanotis,50,2,0,1,2,1,43
2021-05-12,Pinar Hinojos,8,NA,NA,NA,NA,NA,NA,2021,132,72,19,11,May,NA-NA,NA,NA-NA NA,NA,NA,NA,NA,NA,NA,NA
2021-05-24,Pinar Hinojos,9,NA,NA,NA,NA,NA,NA,2021,144,84,21,12,May,NA-NA,NA,NA-NA NA,NA,NA,NA,NA,NA,1,NA
2021-03-10,Pinar Puebla,1,Cistus_salviifolius,3,6,5,4,1,2021,69,9,10,2,March,3-6,0.8,3-6 Cistus_salviifolius,NA,NA,NA,1.4040939747308732e-75,NA,1,5
2021-03-10,Pinar Puebla,1,Cistus_salviifolius,6,2,5,5,0,2021,69,9,10,2,March,6-2,1,6-2 Cistus_salviifolius,15,3,1,1.770879654024689e-90,5,1,8
2021-03-10,Pinar Puebla,1,Cistus_salviifolius,7,7,5,4,1,2021,69,9,10,2,March,7-7,0.8,7-7 Cistus_salviifolius,NA,NA,NA,4.473980854447407e-81,NA,1,8
2021-03-10,Pinar Puebla,1,Cistus_salviifolius,9,4,5,5,0,2021,69,9,10,2,March,9-4,1,9-4 Cistus_salviifolius,2,2,2,3.6963201221876316e-113,2,1,7
2021-03-10,Pinar Puebla,1,Cistus_salviifolius,9,10,5,5,0,2021,69,9,10,2,March,9-10,1,9-10 Cistus_salviifolius,10,0,0,1.9088170195223025e-158,1,1,20
2021-03-17,Pinar Puebla,2,Cistus_salviifolius,2,4,5,4,1,2021,76,16,11,3,March,2-4,0.8,2-4 Cistus_salviifolius,NA,NA,NA,0.9999989935999295,NA,1,8
2021-03-17,Pinar Puebla,2,Cistus_salviifolius,3,6,5,4,1,2021,76,16,11,3,March,3-6,0.8,3-6 Cistus_salviifolius,NA,NA,NA,0.9999989935999295,NA,1,18
2021-03-17,Pinar Puebla,2,Cistus_salviifolius,3,10,5,5,0,2021,76,16,11,3,March,3-10,1,3-10 Cistus_salviifolius,NA,NA,NA,0.9999989935994995,NA,2,7
2021-03-17,Pinar Puebla,2,Cistus_salviifolius,6,1,5,5,0,2021,76,16,11,3,March,6-1,1,6-1 Cistus_salviifolius,31,12,0,0.9999979872008491,3,1,25
2021-03-17,Pinar Puebla,2,Cistus_salviifolius,6,1,5,5,0,2021,76,16,11,3,March,6-1,1,6-1 Cistus_salviifolius,31,12,0,0.9999979872008491,3,1,25
2021-03-17,Pinar Puebla,2,Cistus_salviifolius,6,2,5,3,2,2021,76,16,11,3,March,6-2,0.6,6-2 Cistus_salviifolius,22,10,1,0.999998993599922,3,1,14
2021-03-17,Pinar Puebla,2,Cistus_salviifolius,7,7,5,5,0,2021,76,16,11,3,March,7-7,1,7-7 Cistus_salviifolius,1,0,1,1,1,NA,NA
2021-03-17,Pinar Puebla,2,Cistus_salviifolius,9,2,5,4,1,2021,76,16,11,3,March,9-2,0.8,9-2 Cistus_salviifolius,2,1,0,0.9999989935999295,1,2,11
2021-03-17,Pinar Puebla,2,Cistus_salviifolius,9,4,5,5,0,2021,76,16,11,3,March,9-4,1,9-4 Cistus_salviifolius,6,3,2,0.9999989935999295,1,1,9
2021-03-17,Pinar Puebla,2,Cistus_salviifolius,9,10,5,5,0,2021,76,16,11,3,March,9-10,1,9-10 Cistus_salviifolius,15,1,0,0.9999989935998831,1,1,18
2021-03-26,Pinar Puebla,3,Cistus_salviifolius,2,10,5,3,2,2021,85,25,12,4,March,2-10,0.6,2-10 Cistus_salviifolius,NA,NA,NA,0.9971131065863758,NA,1,7
2021-03-26,Pinar Puebla,3,Cistus_salviifolius,3,6,5,4,1,2021,85,25,12,4,March,3-6,0.8,3-6 Cistus_salviifolius,6,2,0,0.9999569694018573,1,1,6
2021-03-26,Pinar Puebla,3,Cistus_salviifolius,3,10,5,3,2,2021,85,25,12,4,March,3-10,0.6,3-10 Cistus_salviifolius,NA,NA,NA,0.9999569763885668,NA,2,144
2021-03-26,Pinar Puebla,3,Cistus_salviifolius,6,1,5,5,0,2021,85,25,12,4,March,6-1,1,6-1 Cistus_salviifolius,15,9,0,0.37064243301907274,1,1,25
2021-03-26,Pinar Puebla,3,Cistus_salviifolius,6,1,5,4,1,2021,85,25,12,4,March,6-1,0.8,6-1 Cistus_salviifolius,15,9,0,0.37064243301907274,1,1,25
2021-03-26,Pinar Puebla,3,Cistus_salviifolius,6,2,5,4,1,2021,85,25,12,4,March,6-2,0.8,6-2 Cistus_salviifolius,11,8,1,0.608893048037884,1,1,4
2021-03-26,Pinar Puebla,3,Cistus_salviifolius,7,1,5,5,0,2021,85,25,12,4,March,7-1,1,7-1 Cistus_salviifolius,19,9,0,0.999956976770648,1,2,270
2021-03-26,Pinar Puebla,3,Cistus_salviifolius,7,7,5,5,0,2021,85,25,12,4,March,7-7,1,7-7 Cistus_salviifolius,1,0,1,0.999956976770469,NA,1,27
2021-03-26,Pinar Puebla,3,Cistus_salviifolius,9,4,5,5,0,2021,85,25,12,4,March,9-4,1,9-4 Cistus_salviifolius,7,3,0,0.9999569767346971,1,1,11
2021-03-26,Pinar Puebla,3,Cistus_salviifolius,9,10,5,4,1,2021,85,25,12,4,March,9-10,0.8,9-10 Cistus_salviifolius,7,1,1,0.9999569767687986,1,1,24
2021-04-08,Pinar Puebla,4,Cistus_salviifolius,1,2,7,2,5,2021,98,38,14,6,April,1-2,0.2857142857142857,1-2 Cistus_salviifolius,NA,NA,NA,NA,NA,2,47
2021-04-08,Pinar Puebla,4,Cistus_salviifolius,1,7,1,0,1,2021,98,38,14,6,April,1-7,0,1-7 Cistus_salviifolius,NA,NA,NA,NA,NA,2,15
2021-04-08,Pinar Puebla,4,Cistus_salviifolius,2,10,3,3,0,2021,98,38,14,6,April,2-10,1,2-10 Cistus_salviifolius,NA,NA,NA,NA,NA,2,4
2021-04-08,Pinar Puebla,4,Cistus_salviifolius,3,6,1,0,1,2021,98,38,14,6,April,3-6,0,3-6 Cistus_salviifolius,NA,NA,NA,NA,NA,1,1
2021-04-08,Pinar Puebla,4,Cistus_salviifolius,4,2,1,0,1,2021,98,38,14,6,April,4-2,0,4-2 Cistus_salviifolius,NA,NA,NA,NA,NA,2,19
2021-04-08,Pinar Puebla,4,Cistus_salviifolius,4,6,4,2,2,2021,98,38,14,6,April,4-6,0.5,4-6 Cistus_salviifolius,NA,NA,NA,NA,NA,2,12
2021-04-08,Pinar Puebla,4,Cistus_salviifolius,5,1,2,2,0,2021,98,38,14,6,April,5-1,1,5-1 Cistus_salviifolius,NA,NA,NA,NA,NA,1,2
2021-04-08,Pinar Puebla,4,Cistus_salviifolius,5,7,2,2,0,2021,98,38,14,6,April,5-7,1,5-7 Cistus_salviifolius,NA,NA,NA,NA,NA,1,2
2021-04-08,Pinar Puebla,4,Cistus_salviifolius,6,1,1,1,0,2021,98,38,14,6,April,6-1,1,6-1 Cistus_salviifolius,NA,NA,NA,NA,NA,1,1
2021-04-08,Pinar Puebla,4,Cistus_salviifolius,9,2,1,0,1,2021,98,38,14,6,April,9-2,0,9-2 Cistus_salviifolius,NA,NA,NA,NA,NA,1,1
2021-04-20,Pinar Puebla,5,Cistus_salviifolius,2,10,2,1,1,2021,110,50,16,8,April,2-10,0.5,2-10 Cistus_salviifolius,2,0,0,NA,1,1,2
2021-04-20,Pinar Puebla,5,Cistus_salviifolius,3,4,1,0,1,2021,110,50,16,8,April,3-4,0,3-4 Cistus_salviifolius,NA,NA,NA,NA,NA,2,8
2021-04-20,Pinar Puebla,5,Cistus_salviifolius,6,1,1,1,0,2021,110,50,16,8,April,6-1,1,6-1 Cistus_salviifolius,NA,NA,NA,NA,NA,1,1
2021-04-20,Pinar Puebla,5,Cistus_salviifolius,9,4,1,0,1,2021,110,50,16,8,April,9-4,0,9-4 Cistus_salviifolius,NA,NA,NA,NA,NA,1,1
2021-04-30,Pinar Puebla,6,Cistus_crispus,8,6,2,2,0,2021,120,60,17,9,April,8-6,1,8-6 Cistus_crispus,7,8,1,1,1,1,8
2021-04-30,Pinar Puebla,6,Cistus_crispus,8,7,1,1,0,2021,120,60,17,9,April,8-7,1,8-7 Cistus_crispus,4,8,1,1,1,1,6
2021-04-30,Pinar Puebla,6,Cistus_crispus,9,6,4,3,1,2021,120,60,17,9,April,9-6,0.75,9-6 Cistus_crispus,2,5,0,1,1,NA,NA
2021-04-30,Pinar Puebla,6,Cistus_crispus,9,7,2,2,0,2021,120,60,17,9,April,9-7,1,9-7 Cistus_crispus,3,3,1,0.9999999999830971,1,2,15
2021-04-30,Pinar Puebla,6,Cistus_crispus,10,7,4,4,0,2021,120,60,17,9,April,10-7,1,10-7 Cistus_crispus,7,6,1,1,2,1,3
2021-05-11,Pinar Puebla,7,Cistus_crispus,8,6,3,1,2,2021,131,71,19,11,May,8-6,0.3333333333333333,8-6 Cistus_crispus,NA,NA,NA,NA,NA,NA,NA
2021-05-11,Pinar Puebla,7,Cistus_crispus,8,7,2,0,2,2021,131,71,19,11,May,8-7,0,8-7 Cistus_crispus,NA,NA,NA,NA,NA,NA,NA
2021-05-11,Pinar Puebla,7,Cistus_crispus,9,6,2,0,2,2021,131,71,19,11,May,9-6,0,9-6 Cistus_crispus,NA,NA,NA,NA,NA,NA,NA
2021-05-11,Pinar Puebla,7,Cistus_crispus,9,7,2,0,2,2021,131,71,19,11,May,9-7,0,9-7 Cistus_crispus,NA,NA,NA,NA,NA,1,10
2021-05-11,Pinar Puebla,7,Cistus_crispus,10,6,1,1,0,2021,131,71,19,11,May,10-6,1,10-6 Cistus_crispus,NA,NA,NA,NA,NA,NA,NA
2021-05-18,Pinar Puebla,8,Cistus_crispus,8,7,2,0,2,2021,138,78,20,12,May,8-7,0,8-7 Cistus_crispus,NA,NA,NA,NA,NA,NA,NA
2021-05-18,Pinar Puebla,8,Cistus_crispus,9,6,2,1,1,2021,138,78,20,12,May,9-6,0.5,9-6 Cistus_crispus,NA,NA,NA,NA,NA,NA,NA
2021-05-18,Pinar Puebla,8,Cistus_crispus,9,7,2,1,1,2021,138,78,20,12,May,9-7,0.5,9-7 Cistus_crispus,NA,NA,NA,NA,NA,1,6
2021-05-18,Pinar Puebla,8,Cistus_crispus,10,6,1,1,0,2021,138,78,20,12,May,10-6,1,10-6 Cistus_crispus,NA,NA,NA,NA,NA,NA,NA
2021-03-13,Pinar Villamanrique Este (Chaparral),2,Cistus_ladanifer,3,9,5,0,5,2021,72,12,10,2,March,3-9,0,3-9 Cistus_ladanifer,12,5,0,1,2,1,7
2021-03-13,Pinar Villamanrique Este (Chaparral),2,Cistus_ladanifer,5,10,5,1,4,2021,72,12,10,2,March,5-10,0.2,5-10 Cistus_ladanifer,17,9,3,1,4,1,14
2021-03-13,Pinar Villamanrique Este (Chaparral),2,Cistus_ladanifer,5,10,5,2,3,2021,72,12,10,2,March,5-10,0.4,5-10 Cistus_ladanifer,17,9,3,1,4,1,14
2021-03-13,Pinar Villamanrique Este (Chaparral),2,Cistus_ladanifer,10,2,5,0,5,2021,72,12,10,2,March,10-2,0,10-2 Cistus_ladanifer,42,0,0,1,6,1,16
2021-03-13,Pinar Villamanrique Este (Chaparral),2,Cistus_ladanifer,10,6,3,0,3,2021,72,12,10,2,March,10-6,0,10-6 Cistus_ladanifer,NA,NA,NA,1,NA,1,3
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_ladanifer,3,9,5,3,2,2021,82,22,12,4,March,3-9,0.6,3-9 Cistus_ladanifer,NA,NA,NA,3.8496933922658615e-8,NA,1,8
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_ladanifer,4,5,5,5,0,2021,82,22,12,4,March,4-5,1,4-5 Cistus_ladanifer,NA,NA,NA,9.692437063230808e-13,NA,2,7
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_ladanifer,4,10,4,2,2,2021,82,22,12,4,March,4-10,0.5,4-10 Cistus_ladanifer,NA,NA,NA,0.5551231770812439,NA,1,2
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_ladanifer,7,9,5,1,4,2021,82,22,12,4,March,7-9,0.2,7-9 Cistus_ladanifer,9,3,3,2.335470330089926e-15,3,2,22
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_ladanifer,8,3,4,3,1,2021,82,22,12,4,March,8-3,0.75,8-3 Cistus_ladanifer,7,2,0,1.924157450991154e-12,2,2,5
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_ladanifer,10,2,5,2,3,2021,82,22,12,4,March,10-2,0.4,10-2 Cistus_ladanifer,33,4,0,6.023579540503502e-5,2,1,19
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_ladanifer,10,6,5,1,4,2021,82,22,12,4,March,10-6,0.2,10-6 Cistus_ladanifer,22,3,2,1.6158933887834521e-6,2,1,14
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_ladanifer,10,8,5,3,2,2021,82,22,12,4,March,10-8,0.6,10-8 Cistus_ladanifer,21,7,4,2.0249467106729024e-7,4,1,11
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_ladanifer,10,9,5,0,5,2021,82,22,12,4,March,10-9,0,10-9 Cistus_ladanifer,8,2,0,2.322271044812751e-6,1,1,32
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_ladanifer,10,10,5,0,5,2021,82,22,12,4,March,10-10,0,10-10 Cistus_ladanifer,3,1,0,2.39072520402741e-7,1,1,15
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_salviifolius,6,6,5,5,0,2021,82,22,12,4,March,6-6,1,6-6 Cistus_salviifolius,NA,NA,NA,1.211624000253767e-5,NA,1,5
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_salviifolius,6,8,5,4,1,2021,82,22,12,4,March,6-8,0.8,6-8 Cistus_salviifolius,1,2,2,0.9990993219838421,1,1,5
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_salviifolius,7,8,3,0,3,2021,82,22,12,4,March,7-8,0,7-8 Cistus_salviifolius,NA,NA,NA,0.9990998827764456,NA,1,3
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_salviifolius,7,9,5,4,1,2021,82,22,12,4,March,7-9,0.8,7-9 Cistus_salviifolius,1,2,2,0.02927587310227084,1,2,22
2021-03-23,Pinar Villamanrique Este (Chaparral),3,Cistus_salviifolius,9,6,5,4,1,2021,82,22,12,4,March,9-6,0.8,9-6 Cistus_salviifolius,12,2,5,0.9990998838457141,2,1,3
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_ladanifer,4,5,2,1,1,2021,95,35,14,5,April,4-5,0.5,4-5 Cistus_ladanifer,NA,NA,NA,1,NA,2,10
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_ladanifer,5,1,2,1,1,2021,95,35,14,5,April,5-1,0.5,5-1 Cistus_ladanifer,NA,NA,NA,1,NA,1,2
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_ladanifer,5,2,1,1,0,2021,95,35,14,5,April,5-2,1,5-2 Cistus_ladanifer,NA,NA,NA,1,NA,1,1
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_ladanifer,6,5,1,1,0,2021,95,35,14,5,April,6-5,1,6-5 Cistus_ladanifer,NA,NA,NA,1,NA,2,11
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_ladanifer,7,9,20,15,5,2021,95,35,14,5,April,7-9,0.75,7-9 Cistus_ladanifer,15,5,2,1,1,2,45
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_ladanifer,7,10,1,1,0,2021,95,35,14,5,April,7-10,1,7-10 Cistus_ladanifer,NA,NA,NA,2.662626778084874e-36,NA,1,1
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_ladanifer,10,8,2,0,2,2021,95,35,14,5,April,10-8,0,10-8 Cistus_ladanifer,2,1,0,0.009228852063169136,1,1,2
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_ladanifer,10,9,5,4,1,2021,95,35,14,5,April,10-9,0.8,10-9 Cistus_ladanifer,4,3,0,7.579095295063282e-4,2,1,5
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_salviifolius,1,8,5,5,0,2021,95,35,14,5,April,1-8,1,1-8 Cistus_salviifolius,2,3,1,1,1,1,26
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_salviifolius,1,10,5,5,0,2021,95,35,14,5,April,1-10,1,1-10 Cistus_salviifolius,NA,NA,NA,1,NA,NA,NA
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_salviifolius,2,1,5,4,1,2021,95,35,14,5,April,2-1,0.8,2-1 Cistus_salviifolius,2,1,0,1,1,1,34
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_salviifolius,3,2,5,5,0,2021,95,35,14,5,April,3-2,1,3-2 Cistus_salviifolius,2,1,0,1,1,1,14
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_salviifolius,3,8,5,1,4,2021,95,35,14,5,April,3-8,0.2,3-8 Cistus_salviifolius,2,1,0,1,1,1,32
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_salviifolius,4,2,5,4,1,2021,95,35,14,5,April,4-2,0.8,4-2 Cistus_salviifolius,NA,NA,NA,1,NA,1,10
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_salviifolius,6,6,5,4,1,2021,95,35,14,5,April,6-6,0.8,6-6 Cistus_salviifolius,2,1,0,1,NA,1,63
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_salviifolius,7,9,5,4,1,2021,95,35,14,5,April,7-9,0.8,7-9 Cistus_salviifolius,1,1,1,0.9999999999999996,NA,2,45
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_salviifolius,8,3,5,2,3,2021,95,35,14,5,April,8-3,0.4,8-3 Cistus_salviifolius,NA,NA,NA,1,NA,1,12
2021-04-05,Pinar Villamanrique Este (Chaparral),4,Cistus_salviifolius,9,6,5,4,1,2021,95,35,14,5,April,9-6,0.8,9-6 Cistus_salviifolius,1,3,0,1,NA,1,10
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_crispus,3,1,1,1,0,2021,102,42,15,6,April,3-1,1,3-1 Cistus_crispus,NA,NA,NA,2.0349813079783448e-199,NA,2,6
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_crispus,4,5,1,1,0,2021,102,42,15,6,April,4-5,1,4-5 Cistus_crispus,NA,NA,NA,8.359046350187384e-20,NA,2,3
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_crispus,5,4,1,0,1,2021,102,42,15,6,April,5-4,0,5-4 Cistus_crispus,3,6,0,6.314191510612333e-154,2,2,13
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_crispus,6,1,1,0,1,2021,102,42,15,6,April,6-1,0,6-1 Cistus_crispus,1,2,0,1.1434362323438814e-52,1,1,1
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_crispus,6,4,3,2,1,2021,102,42,15,6,April,6-4,0.6666666666666666,6-4 Cistus_crispus,4,6,0,2.1013143031461248e-141,2,1,3
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_crispus,6,5,1,1,0,2021,102,42,15,6,April,6-5,1,6-5 Cistus_crispus,2,4,0,1.2584561546888616e-33,2,2,6
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_crispus,6,6,1,0,1,2021,102,42,15,6,April,6-6,0,6-6 Cistus_crispus,NA,NA,NA,0,NA,2,39
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_salviifolius,1,1,5,5,0,2021,102,42,15,6,April,1-1,1,1-1 Cistus_salviifolius,5,1,0,0.9985771926203499,1,1,13
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_salviifolius,1,8,5,5,0,2021,102,42,15,6,April,1-8,1,1-8 Cistus_salviifolius,1,2,0,0.9990512366733402,1,1,28
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_salviifolius,2,6,5,5,0,2021,102,42,15,6,April,2-6,1,2-6 Cistus_salviifolius,NA,NA,NA,0.9990512366733402,NA,1,22
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_salviifolius,3,7,5,4,1,2021,102,42,15,6,April,3-7,0.8,3-7 Cistus_salviifolius,1,2,0,0.9995253516285502,1,1,6
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_salviifolius,4,2,5,4,1,2021,102,42,15,6,April,4-2,0.8,4-2 Cistus_salviifolius,NA,NA,NA,0.9995255057642802,NA,1,10
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_salviifolius,5,4,5,5,0,2021,102,42,15,6,April,5-4,1,5-4 Cistus_salviifolius,NA,NA,NA,0.9995255057642802,NA,2,13
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_salviifolius,6,6,5,5,0,2021,102,42,15,6,April,6-6,1,6-6 Cistus_salviifolius,2,1,0,0.9990512366733402,1,2,39
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_salviifolius,7,8,5,5,0,2021,102,42,15,6,April,7-8,1,7-8 Cistus_salviifolius,6,4,1,0.9990512366733402,3,1,22
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_salviifolius,7,9,5,5,0,2021,102,42,15,6,April,7-9,1,7-9 Cistus_salviifolius,1,1,1,0.9995255057617839,1,2,20
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_salviifolius,8,3,1,1,0,2021,102,42,15,6,April,8-3,1,8-3 Cistus_salviifolius,NA,NA,NA,0.9990512366733402,NA,1,7
2021-04-12,Pinar Villamanrique Este (Chaparral),5,Cistus_salviifolius,8,3,4,4,0,2021,102,42,15,6,April,8-3,1,8-3 Cistus_salviifolius,NA,NA,NA,0.9990512366733402,NA,1,7
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_crispus,1,2,5,3,2,2021,112,52,16,8,April,1-2,0.6,1-2 Cistus_crispus,4,9,0,0.994522807289006,2,2,10
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_crispus,1,4,5,4,1,2021,112,52,16,8,April,1-4,0.8,1-4 Cistus_crispus,5,7,1,0.9945228072890062,2,1,7
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_crispus,2,5,5,1,4,2021,112,52,16,8,April,2-5,0.2,2-5 Cistus_crispus,5,6,0,0.9945228072890062,1,1,4
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_crispus,4,7,5,5,0,2021,112,52,16,8,April,4-7,1,4-7 Cistus_crispus,2,0,2,0.9945228072890062,1,1,6
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_crispus,5,4,5,4,1,2021,112,52,16,8,April,5-4,0.8,5-4 Cistus_crispus,52,22,4,0.9945228072890006,5,2,22
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_crispus,5,5,5,3,2,2021,112,52,16,8,April,5-5,0.6,5-5 Cistus_crispus,3,6,0,0.994522807200144,2,1,6
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_crispus,6,4,5,4,1,2021,112,52,16,8,April,6-4,0.8,6-4 Cistus_crispus,104,17,3,0.9945228072889796,4,2,30
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_crispus,7,1,5,5,0,2021,112,52,16,8,April,7-1,1,7-1 Cistus_crispus,19,4,0,0.9890756142180058,2,2,17
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_crispus,9,5,5,1,4,2021,112,52,16,8,April,9-5,0.2,9-5 Cistus_crispus,9,0,0,0.9945228072890062,2,1,12
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_salviifolius,1,8,5,4,1,2021,112,52,16,8,April,1-8,0.8,1-8 Cistus_salviifolius,1,1,1,NA,1,1,12
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_salviifolius,2,6,5,4,1,2021,112,52,16,8,April,2-6,0.8,2-6 Cistus_salviifolius,2,1,1,NA,1,1,22
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_salviifolius,3,8,5,3,2,2021,112,52,16,8,April,3-8,0.6,3-8 Cistus_salviifolius,NA,NA,NA,NA,NA,1,8
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_salviifolius,3,10,5,5,0,2021,112,52,16,8,April,3-10,1,3-10 Cistus_salviifolius,NA,NA,NA,NA,NA,1,10
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_salviifolius,4,2,5,5,0,2021,112,52,16,8,April,4-2,1,4-2 Cistus_salviifolius,NA,NA,NA,NA,NA,2,6
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_salviifolius,4,9,5,4,1,2021,112,52,16,8,April,4-9,0.8,4-9 Cistus_salviifolius,NA,NA,NA,NA,NA,1,6
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_salviifolius,5,6,5,5,0,2021,112,52,16,8,April,5-6,1,5-6 Cistus_salviifolius,2,0,3,NA,1,1,6
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_salviifolius,5,9,5,3,2,2021,112,52,16,8,April,5-9,0.6,5-9 Cistus_salviifolius,NA,NA,NA,NA,NA,1,10
2021-04-22,Pinar Villamanrique Este (Chaparral),6,Cistus_salviifolius,7,8,5,3,2,2021,112,52,16,8,April,7-8,0.6,7-8 Cistus_salviifolius,NA,NA,NA,NA,NA,1,8
