Fecha,Bosque,ronda,Planta,X,Y,labelled_flowers,number_fruits,abortos,Year,Day_ISO,Day,Week_ISO,Week,Periodo,Subplot,fruitset,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif,prob_consp_step,poll_richness,plant_richness,total_number_flowers,unloyal_steps,poll_abundance
2021-03-15,Pinar Villamanrique Sur,2,Cistus_salviifolius,1,6,5,5,0,2021,74,14,11,2,March,1-6,1,1-6 Cistus_salviifolius,88,8,2,0.9999767339841847,2,1,11,1,3
2021-03-15,Pinar Villamanrique Sur,2,Cistus_salviifolius,2,3,5,4,1,2021,74,14,11,2,March,2-3,0.8,2-3 Cistus_salviifolius,8,4,0,0.9999824420726054,1,1,8,NA,1
2021-03-15,Pinar Villamanrique Sur,2,Cistus_salviifolius,2,9,5,5,0,2021,74,14,11,2,March,2-9,1,2-9 Cistus_salviifolius,32,7,0,0.9999861773985499,1,1,9,NA,1
2021-03-15,Pinar Villamanrique Sur,2,Cistus_salviifolius,3,7,4,4,0,2021,74,14,11,2,March,3-7,1,3-7 Cistus_salviifolius,6,4,0,0.9999794424717044,NA,1,3,NA,NA
2021-03-15,Pinar Villamanrique Sur,2,Cistus_salviifolius,3,9,5,5,0,2021,74,14,11,2,March,3-9,1,3-9 Cistus_salviifolius,29,8,0,0.9781484241076369,3,1,6,NA,4
2021-03-15,Pinar Villamanrique Sur,2,Cistus_salviifolius,3,10,5,5,0,2021,74,14,11,2,March,3-10,1,3-10 Cistus_salviifolius,34,6,2,0.999982540333495,2,1,11,1,2
2021-03-15,Pinar Villamanrique Sur,2,Cistus_salviifolius,4,3,5,5,0,2021,74,14,11,2,March,4-3,1,4-3 Cistus_salviifolius,NA,NA,NA,0.9999241807239597,NA,1,6,NA,NA
2021-03-15,Pinar Villamanrique Sur,2,Cistus_salviifolius,4,9,5,5,0,2021,74,14,11,2,March,4-9,1,4-9 Cistus_salviifolius,47,14,2,0.9636904944608595,5,1,7,NA,5
2021-03-15,Pinar Villamanrique Sur,2,Cistus_salviifolius,5,8,2,2,0,2021,74,14,11,2,March,5-8,1,5-8 Cistus_salviifolius,NA,NA,NA,0.9827592699857788,NA,1,2,NA,NA
2021-03-15,Pinar Villamanrique Sur,2,Cistus_salviifolius,7,9,5,4,1,2021,74,14,11,2,March,7-9,0.8,7-9 Cistus_salviifolius,14,8,0,0.9999883661647547,2,1,7,NA,2
2021-03-15,Pinar Villamanrique Sur,2,Cistus_salviifolius,9,10,5,5,0,2021,74,14,11,2,March,9-10,1,9-10 Cistus_salviifolius,9,0,0,0.9999825440462018,NA,1,10,NA,NA
2021-03-22,Pinar Villamanrique Sur,3,Cistus_salviifolius,1,2,5,0,5,2021,81,21,12,3,March,1-2,0,1-2 Cistus_salviifolius,NA,NA,NA,0.9995387322618147,NA,1,9,NA,NA
2021-03-22,Pinar Villamanrique Sur,3,Cistus_salviifolius,1,3,5,5,0,2021,81,21,12,3,March,1-3,1,1-3 Cistus_salviifolius,NA,NA,NA,0.9986781274954041,NA,1,6,NA,NA
2021-03-22,Pinar Villamanrique Sur,3,Cistus_salviifolius,1,6,5,5,0,2021,81,21,12,3,March,1-6,1,1-6 Cistus_salviifolius,164,12,2,0.9999767339841847,5,1,34,NA,6
2021-03-22,Pinar Villamanrique Sur,3,Cistus_salviifolius,2,3,5,4,1,2021,81,21,12,3,March,2-3,0.8,2-3 Cistus_salviifolius,NA,NA,NA,0.9999824420726054,NA,1,20,NA,NA
2021-03-22,Pinar Villamanrique Sur,3,Cistus_salviifolius,3,7,5,4,1,2021,81,21,12,3,March,3-7,0.8,3-7 Cistus_salviifolius,12,8,0,0.9999794424717044,2,1,23,NA,2
2021-03-22,Pinar Villamanrique Sur,3,Cistus_salviifolius,3,10,5,5,0,2021,81,21,12,3,March,3-10,1,3-10 Cistus_salviifolius,62,6,2,0.999982540333495,1,1,14,NA,1
2021-03-22,Pinar Villamanrique Sur,3,Cistus_salviifolius,5,2,5,5,0,2021,81,21,12,3,March,5-2,1,5-2 Cistus_salviifolius,2,6,0,0.9999831484438624,1,1,12,NA,1
2021-03-22,Pinar Villamanrique Sur,3,Cistus_salviifolius,6,3,5,5,0,2021,81,21,12,3,March,6-3,1,6-3 Cistus_salviifolius,6,6,0,0.9999582318912087,1,1,9,NA,1
2021-03-22,Pinar Villamanrique Sur,3,Cistus_salviifolius,8,3,5,5,0,2021,81,21,12,3,March,8-3,1,8-3 Cistus_salviifolius,62,20,0,0.9999941734443714,2,1,14,NA,4
2021-03-22,Pinar Villamanrique Sur,3,Cistus_salviifolius,9,7,5,4,1,2021,81,21,12,3,March,9-7,0.8,9-7 Cistus_salviifolius,8,12,0,0.9905874304068343,1,1,8,NA,2
2021-03-22,Pinar Villamanrique Sur,3,Cistus_salviifolius,9,8,5,5,0,2021,81,21,12,3,March,9-8,1,9-8 Cistus_salviifolius,6,12,0,0.9999875636137168,1,1,33,NA,2
2021-04-06,Pinar Villamanrique Sur,4,Cistus_salviifolius,3,10,5,5,0,2021,96,36,14,6,April,3-10,1,3-10 Cistus_salviifolius,67,7,2,0.9999910104529701,1,1,59,NA,1
2021-04-06,Pinar Villamanrique Sur,4,Cistus_salviifolius,4,9,5,4,1,2021,96,36,14,6,April,4-9,0.8,4-9 Cistus_salviifolius,51,18,2,0.9999523815303313,1,1,35,NA,1
2021-04-06,Pinar Villamanrique Sur,4,Cistus_salviifolius,5,1,5,5,0,2021,96,36,14,6,April,5-1,1,5-1 Cistus_salviifolius,9,7,0,0.9935184768387818,2,1,48,NA,2
2021-04-06,Pinar Villamanrique Sur,4,Cistus_salviifolius,6,3,5,5,0,2021,96,36,14,6,April,6-3,1,6-3 Cistus_salviifolius,44,13,0,0.9620556454908917,1,1,31,NA,3
2021-04-06,Pinar Villamanrique Sur,4,Cistus_salviifolius,7,9,5,4,1,2021,96,36,14,6,April,7-9,0.8,7-9 Cistus_salviifolius,NA,NA,NA,0.9746810883541438,NA,1,41,NA,NA
2021-04-06,Pinar Villamanrique Sur,4,Cistus_salviifolius,8,3,5,5,0,2021,96,36,14,6,April,8-3,1,8-3 Cistus_salviifolius,79,28,0,0.9367455158994563,2,1,7,NA,3
2021-04-06,Pinar Villamanrique Sur,4,Cistus_salviifolius,8,5,5,5,0,2021,96,36,14,6,April,8-5,1,8-5 Cistus_salviifolius,NA,NA,NA,0.9367053353181565,NA,1,16,NA,NA
2021-04-06,Pinar Villamanrique Sur,4,Cistus_salviifolius,9,2,5,4,1,2021,96,36,14,6,April,9-2,0.8,9-2 Cistus_salviifolius,33,16,0,0.9570291466887688,2,1,22,NA,6
2021-04-06,Pinar Villamanrique Sur,4,Cistus_salviifolius,9,7,5,5,0,2021,96,36,14,6,April,9-7,1,9-7 Cistus_salviifolius,13,12,0,0.9741310455429726,1,1,27,NA,1
2021-04-06,Pinar Villamanrique Sur,4,Cistus_salviifolius,9,8,5,4,1,2021,96,36,14,6,April,9-8,0.8,9-8 Cistus_salviifolius,15,12,0,0.9999910175512137,1,1,87,NA,1
2021-04-13,Pinar Villamanrique Sur,5,Cistus_crispus,8,8,2,1,1,2021,103,43,15,7,April,8-8,0.5,8-8 Cistus_crispus,NA,NA,NA,0.9999112982980809,NA,1,2,NA,NA
2021-04-13,Pinar Villamanrique Sur,5,Cistus_crispus,7,9,2,2,0,2021,103,43,15,7,April,7-9,1,7-9 Cistus_crispus,NA,NA,NA,0.973169126294139,NA,1,2,NA,NA
2021-04-13,Pinar Villamanrique Sur,5,Cistus_crispus,9,7,1,1,0,2021,103,43,15,7,April,9-7,1,9-7 Cistus_crispus,NA,NA,NA,0.9974151017986281,NA,2,7,NA,NA
2021-04-13,Pinar Villamanrique Sur,5,Cistus_salviifolius,1,1,5,5,0,2021,103,43,15,7,April,1-1,1,1-1 Cistus_salviifolius,11,5,0,0.9999820347481772,1,1,30,NA,1
2021-04-13,Pinar Villamanrique Sur,5,Cistus_salviifolius,1,6,5,5,0,2021,103,43,15,7,April,1-6,1,1-6 Cistus_salviifolius,236,20,2,0.9999820316668605,NA,1,12,NA,NA
2021-04-13,Pinar Villamanrique Sur,5,Cistus_salviifolius,3,4,5,5,0,2021,103,43,15,7,April,3-4,1,3-4 Cistus_salviifolius,NA,NA,NA,0.9999859981961007,NA,1,10,NA,NA
2021-04-13,Pinar Villamanrique Sur,5,Cistus_salviifolius,4,9,5,5,0,2021,103,43,15,7,April,4-9,1,4-9 Cistus_salviifolius,65,27,2,0.9999523815303313,2,1,10,NA,3
2021-04-13,Pinar Villamanrique Sur,5,Cistus_salviifolius,5,8,5,4,1,2021,103,43,15,7,April,5-8,0.8,5-8 Cistus_salviifolius,2,3,0,0.9789578262034309,1,1,9,NA,1
2021-04-13,Pinar Villamanrique Sur,5,Cistus_salviifolius,5,8,5,4,1,2021,103,43,15,7,April,5-8,0.8,5-8 Cistus_salviifolius,2,3,0,0.9789578262034309,1,1,9,NA,1
2021-04-13,Pinar Villamanrique Sur,5,Cistus_salviifolius,8,2,5,5,0,2021,103,43,15,7,April,8-2,1,8-2 Cistus_salviifolius,117,39,0,0.9999865263268233,3,1,26,NA,4
2021-04-13,Pinar Villamanrique Sur,5,Cistus_salviifolius,9,2,5,5,0,2021,103,43,15,7,April,9-2,1,9-2 Cistus_salviifolius,69,36,0,0.9570291466887688,2,1,6,NA,2
2021-04-13,Pinar Villamanrique Sur,5,Cistus_salviifolius,9,7,5,3,2,2021,103,43,15,7,April,9-7,0.6,9-7 Cistus_salviifolius,18,12,0,0.9741310455429726,NA,2,7,NA,NA
2021-04-13,Pinar Villamanrique Sur,5,Cistus_salviifolius,9,8,5,5,0,2021,103,43,15,7,April,9-8,1,9-8 Cistus_salviifolius,24,12,0,0.9999910175512137,NA,1,16,NA,NA
2021-04-13,Pinar Villamanrique Sur,5,Halimium_halimifolium,1,9,10,8,2,2021,103,43,15,7,April,1-9,0.8,1-9 Halimium_halimifolium,NA,NA,NA,0.9998580773092072,NA,1,10,NA,NA
2021-04-13,Pinar Villamanrique Sur,5,Halimium_halimifolium,3,1,1,0,1,2021,103,43,15,7,April,3-1,0,3-1 Halimium_halimifolium,NA,NA,NA,0.9997871159073064,NA,1,1,NA,NA
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,5,4,5,5,0,2021,113,53,16,8,April,5-4,1,5-4 Cistus_crispus,6,7,0,0.9999821182565426,2,1,23,NA,2
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,6,6,5,4,1,2021,113,53,16,8,April,6-6,0.8,6-6 Cistus_crispus,9,8,0,0.8142419502102329,3,1,6,NA,3
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,7,10,5,4,1,2021,113,53,16,8,April,7-10,0.8,7-10 Cistus_crispus,NA,NA,NA,0.752478984175737,NA,1,5,NA,NA
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,8,8,5,5,0,2021,113,53,16,8,April,8-8,1,8-8 Cistus_crispus,54,25,0,0.9999112982980809,6,1,53,NA,10
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,8,8,5,5,0,2021,113,53,16,8,April,8-8,1,8-8 Cistus_crispus,54,25,0,0.9999112982980809,6,1,53,NA,10
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,8,8,5,5,0,2021,113,53,16,8,April,8-8,1,8-8 Cistus_crispus,54,25,0,0.9999112982980809,6,1,53,NA,10
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,8,9,5,4,1,2021,113,53,16,8,April,8-9,0.8,8-9 Cistus_crispus,34,19,0,0.750180504252886,3,1,11,NA,6
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,8,10,5,4,1,2021,113,53,16,8,April,8-10,0.8,8-10 Cistus_crispus,5,5,0,0.7528956354792573,1,1,12,NA,1
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,8,10,5,4,1,2021,113,53,16,8,April,8-10,0.8,8-10 Cistus_crispus,5,5,0,0.7528956354792573,1,1,12,NA,1
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,9,7,5,5,0,2021,113,53,16,8,April,9-7,1,9-7 Cistus_crispus,3,5,0,0.9974151017986281,1,2,15,NA,1
2021-04-23,Pinar Villamanrique Sur,6,Cistus_salviifolius,1,10,1,1,0,2021,113,53,16,8,April,1-10,1,1-10 Cistus_salviifolius,NA,NA,NA,0.9929630431900868,NA,1,1,NA,NA
2021-04-23,Pinar Villamanrique Sur,6,Cistus_salviifolius,2,9,1,0,1,2021,113,53,16,8,April,2-9,0,2-9 Cistus_salviifolius,NA,NA,NA,0.9999778193482846,NA,1,1,NA,NA
2021-04-23,Pinar Villamanrique Sur,6,Cistus_salviifolius,2,10,2,1,1,2021,113,53,16,8,April,2-10,0.5,2-10 Cistus_salviifolius,NA,NA,NA,0.9999792934015168,NA,1,2,NA,NA
2021-04-23,Pinar Villamanrique Sur,6,Cistus_salviifolius,8,2,15,14,1,2021,113,53,16,8,April,8-2,0.9333333333333333,8-2 Cistus_salviifolius,142,44,0,0.9999865263268233,NA,1,15,NA,NA
2021-04-23,Pinar Villamanrique Sur,6,Cistus_salviifolius,9,7,5,3,2,2021,113,53,16,8,April,9-7,0.6,9-7 Cistus_salviifolius,NA,NA,NA,0.9741310455429726,NA,2,15,NA,1
2021-04-23,Pinar Villamanrique Sur,6,Cistus_salviifolius,9,10,3,3,0,2021,113,53,16,8,April,9-10,1,9-10 Cistus_salviifolius,NA,NA,NA,0.9745641508716375,NA,1,3,NA,NA
2021-04-23,Pinar Villamanrique Sur,6,Halimium_halimifolium,1,9,20,8,12,2021,113,53,16,8,April,1-9,0.4,1-9 Halimium_halimifolium,NA,NA,NA,0.9998580773092072,NA,1,46,NA,NA
2021-04-23,Pinar Villamanrique Sur,6,Halimium_halimifolium,3,1,10,4,6,2021,113,53,16,8,April,3-1,0.4,3-1 Halimium_halimifolium,11,0,0,0.9997871159073064,1,1,21,NA,1
2021-04-23,Pinar Villamanrique Sur,6,Halimium_halimifolium,3,1,10,0,10,2021,113,53,16,8,April,3-1,0,3-1 Halimium_halimifolium,11,0,0,0.9997871159073064,1,1,21,NA,1
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,3,6,5,4,1,2021,126,66,18,10,May,3-6,0.8,3-6 Cistus_crispus,12,13,0,0.7718966180304088,1,1,15,NA,1
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,3,6,5,4,1,2021,126,66,18,10,May,3-6,0.8,3-6 Cistus_crispus,12,13,0,0.7718966180304088,1,1,15,NA,1
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,5,4,5,5,0,2021,126,66,18,10,May,5-4,1,5-4 Cistus_crispus,43,32,0,0.9999605770303328,5,1,97,NA,6
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,6,6,5,5,0,2021,126,66,18,10,May,6-6,1,6-6 Cistus_crispus,121,37,0,0.9860674203785144,5,1,68,NA,9
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,8,8,5,5,0,2021,126,66,18,10,May,8-8,1,8-8 Cistus_crispus,59,37,0,0.9987691299813695,2,1,74,NA,2
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,8,8,5,4,1,2021,126,66,18,10,May,8-8,0.8,8-8 Cistus_crispus,59,37,0,0.9987691299813695,2,1,74,NA,2
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,8,9,5,4,1,2021,126,66,18,10,May,8-9,0.8,8-9 Cistus_crispus,53,26,0,0.5553532918534958,2,1,24,NA,3
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,8,10,5,3,2,2021,126,66,18,10,May,8-10,0.6,8-10 Cistus_crispus,10,7,0,0.7730412466880621,1,1,39,NA,1
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,8,10,5,1,4,2021,126,66,18,10,May,8-10,0.2,8-10 Cistus_crispus,10,7,0,0.7730412466880621,1,1,39,NA,1
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,9,7,5,5,0,2021,126,66,18,10,May,9-7,1,9-7 Cistus_crispus,13,8,0,0.5572934222871868,1,1,30,NA,1
2021-05-06,Pinar Villamanrique Sur,7,Halimium_halimifolium,1,9,10,1,9,2021,126,66,18,10,May,1-9,0.1,1-9 Halimium_halimifolium,NA,NA,NA,0.9998669474773817,NA,1,83,NA,NA
2021-05-06,Pinar Villamanrique Sur,7,Halimium_halimifolium,3,1,10,1,9,2021,126,66,18,10,May,3-1,0.1,3-1 Halimium_halimifolium,NA,NA,NA,0.9997782457956361,NA,1,77,NA,NA
2021-05-06,Pinar Villamanrique Sur,7,Halimium_halimifolium,3,1,10,0,10,2021,126,66,18,10,May,3-1,0,3-1 Halimium_halimifolium,NA,NA,NA,0.9997782457956361,NA,1,77,NA,NA
2021-05-14,Pinar Villamanrique Sur,8,Cistus_crispus,3,5,1,0,1,2021,134,74,19,11,May,3-5,0,3-5 Cistus_crispus,6,10,0,0.7111115000649362,1,1,1,NA,2
2021-05-14,Pinar Villamanrique Sur,8,Cistus_crispus,4,6,1,0,1,2021,134,74,19,11,May,4-6,0,4-6 Cistus_crispus,22,24,0,0.56116258186938,1,1,1,NA,2
2021-05-14,Pinar Villamanrique Sur,8,Cistus_crispus,5,4,14,7,7,2021,134,74,19,11,May,5-4,0.5,5-4 Cistus_crispus,77,48,0,0.9999605770303328,3,1,34,NA,6
2021-05-14,Pinar Villamanrique Sur,8,Cistus_crispus,6,6,10,2,8,2021,134,74,19,11,May,6-6,0.2,6-6 Cistus_crispus,140,46,0,0.9860674203785144,3,1,27,NA,4
2021-05-14,Pinar Villamanrique Sur,8,Cistus_crispus,8,8,1,0,1,2021,134,74,19,11,May,8-8,0,8-8 Cistus_crispus,NA,NA,NA,0.9987691299813695,NA,1,3,NA,NA
2021-05-14,Pinar Villamanrique Sur,8,Cistus_crispus,8,8,2,0,2,2021,134,74,19,11,May,8-8,0,8-8 Cistus_crispus,NA,NA,NA,0.9987691299813695,NA,1,3,NA,NA
2021-05-14,Pinar Villamanrique Sur,8,Cistus_crispus,9,2,5,4,1,2021,134,74,19,11,May,9-2,0.8,9-2 Cistus_crispus,NA,NA,NA,0.7186247011350743,NA,NA,NA,NA,NA
2021-05-14,Pinar Villamanrique Sur,8,Cistus_crispus,9,7,2,2,0,2021,134,74,19,11,May,9-7,1,9-7 Cistus_crispus,NA,NA,NA,0.5572934222871868,NA,1,2,NA,NA
2021-05-14,Pinar Villamanrique Sur,8,Cistus_crispus,10,8,3,0,3,2021,134,74,19,11,May,10-8,0,10-8 Cistus_crispus,NA,NA,NA,0.542047743207284,NA,1,3,NA,NA
2021-05-14,Pinar Villamanrique Sur,8,Halimium_halimifolium,1,9,10,0,10,2021,134,74,19,11,May,1-9,0,1-9 Halimium_halimifolium,NA,NA,NA,0.9998669474773817,NA,1,29,NA,NA
2021-05-14,Pinar Villamanrique Sur,8,Halimium_halimifolium,3,1,10,0,10,2021,134,74,19,11,May,3-1,0,3-1 Halimium_halimifolium,NA,NA,NA,0.9997782457956361,NA,1,39,NA,NA
2021-05-14,Pinar Villamanrique Sur,8,Halimium_halimifolium,3,1,10,0,10,2021,134,74,19,11,May,3-1,0,3-1 Halimium_halimifolium,NA,NA,NA,0.9997782457956361,NA,1,39,NA,NA
2021-05-26,Pinar Villamanrique Sur,9,Cistus_crispus,5,4,2,0,2,2021,146,86,21,13,May,5-4,0,5-4 Cistus_crispus,NA,NA,NA,0.9999605770303328,NA,1,2,NA,NA
2021-05-26,Pinar Villamanrique Sur,9,Cistus_crispus,6,6,2,1,1,2021,146,86,21,13,May,6-6,0.5,6-6 Cistus_crispus,NA,NA,NA,0.9860674203785144,NA,1,2,NA,NA
2021-05-26,Pinar Villamanrique Sur,9,Cistus_crispus,9,2,2,2,0,2021,146,86,21,13,May,9-2,1,9-2 Cistus_crispus,NA,NA,NA,0.7186247011350743,NA,1,2,NA,NA
2021-05-26,Pinar Villamanrique Sur,9,Halimium_halimifolium,1,9,5,0,5,2021,146,86,21,13,May,1-9,0,1-9 Halimium_halimifolium,NA,NA,NA,0.9998669474773817,NA,1,5,NA,NA
2021-05-26,Pinar Villamanrique Sur,9,Halimium_halimifolium,3,1,3,0,3,2021,146,86,21,13,May,3-1,0,3-1 Halimium_halimifolium,NA,NA,NA,0.9997782457956361,NA,1,3,NA,NA
