Fecha,Bosque,ronda,Planta,X,Y,labelled_flowers,number_fruits,abortos,Year,Day_ISO,Day,Week_ISO,Week,Periodo,Subplot,fruitset,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif,prob_consp_step,prop_homo,predictions,species_name
2021-05-13,Pinar Villamanrique Este (Chaparral),8,Cistus_crispus,7,1,5,5,0,2021,133,73,19,11,May,7-1,0.999,7-1 Cistus_crispus,3,3,0,1,1,0.7578226097891287, Cistus crispus
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,5,4,5,5,0,2021,113,53,16,8,April,5-4,0.999,5-4 Cistus_crispus,6,7,0,0.9999980629643193,1,0.75782227261213, Cistus crispus
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,6,6,5,4,1,2021,113,53,16,8,April,6-6,0.8,6-6 Cistus_crispus,9,8,0,0.9999940768371207,1,0.7578215787517301, Cistus crispus
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,8,8,5,5,0,2021,113,53,16,8,April,8-8,0.999,8-8 Cistus_crispus,54,25,0,0.9999922565262122,1,0.75782126189193455, Cistus crispus
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,8,8,5,5,0,2021,113,53,16,8,April,8-8,0.999,8-8 Cistus_crispus,54,25,0,0.9999922565262122,1,0.75782126189193455, Cistus crispus
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,8,8,5,5,0,2021,113,53,16,8,April,8-8,0.999,8-8 Cistus_crispus,54,25,0,0.9999922565262122,1,0.75782126189193455, Cistus crispus
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,8,9,5,4,1,2021,113,53,16,8,April,8-9,0.8,8-9 Cistus_crispus,34,19,0,0.9993994929660603,1,0.7577180650989498, Cistus crispus
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,8,10,5,4,1,2021,113,53,16,8,April,8-10,0.8,8-10 Cistus_crispus,5,5,0,0.9999758875635247,1,0.7578184125494332, Cistus crispus
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,8,10,5,4,1,2021,113,53,16,8,April,8-10,0.8,8-10 Cistus_crispus,5,5,0,0.9999758875635247,1,0.7578184125494332, Cistus crispus
2021-04-23,Pinar Villamanrique Sur,6,Cistus_crispus,9,7,5,5,0,2021,113,53,16,8,April,9-7,0.999,9-7 Cistus_crispus,3,5,0,0.9999598580387012,1,0.7578156222707162, Cistus crispus
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,3,6,5,4,1,2021,126,66,18,10,May,3-6,0.8,3-6 Cistus_crispus,3,6,0,0.008617171242201767,1,0.5499557795112531, Cistus crispus
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,3,6,5,4,1,2021,126,66,18,10,May,3-6,0.8,3-6 Cistus_crispus,3,6,0,0.008617171242201767,1,0.5499557795112531, Cistus crispus
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,5,4,5,5,0,2021,126,66,18,10,May,5-4,0.999,5-4 Cistus_crispus,37,25,0,0.8112684458178213,1,0.7234769595842129, Cistus crispus
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,6,6,5,5,0,2021,126,66,18,10,May,6-6,0.999,6-6 Cistus_crispus,112,29,0,0.81126843881255,1,0.7234769582549835, Cistus crispus
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,8,8,5,5,0,2021,126,66,18,10,May,8-8,0.999,8-8 Cistus_crispus,5,12,0,0.43316996688192344,1,0.6463796897592583, Cistus crispus
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,8,8,5,4,1,2021,126,66,18,10,May,8-8,0.8,8-8 Cistus_crispus,5,12,0,0.43316996688192344,1,0.6463796897592583, Cistus crispus
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,8,9,5,4,1,2021,126,66,18,10,May,8-9,0.8,8-9 Cistus_crispus,19,7,0,2.900478310291589e-9,1,0.547932101402531, Cistus crispus
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,8,10,5,3,2,2021,126,66,18,10,May,8-10,0.6,8-10 Cistus_crispus,5,2,0,0.6581552477183569,1,0.6935041118837141, Cistus crispus
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,8,10,5,1,4,2021,126,66,18,10,May,8-10,0.2,8-10 Cistus_crispus,5,2,0,0.6581552477183569,1,0.6935041118837141, Cistus crispus
2021-05-06,Pinar Villamanrique Sur,7,Cistus_crispus,9,7,5,5,0,2021,126,66,18,10,May,9-7,0.999,9-7 Cistus_crispus,10,3,0,0.7467200152531794,1,0.7110631222653728, Cistus crispus
2021-05-14,Pinar Villamanrique Sur,8,Cistus_crispus,3,5,1,0,1,2021,134,74,19,11,May,3-5,0.001,3-5 Cistus_crispus,3,5,0,2.246617087732695e-7,1,0.5479321535022035, Cistus crispus
2021-05-14,Pinar Villamanrique Sur,8,Cistus_crispus,4,6,1,0,1,2021,134,74,19,11,May,4-6,0.001,4-6 Cistus_crispus,3,5,0,1.532872264681635e-8,1,0.5479321043223717, Cistus crispus
2021-05-14,Pinar Villamanrique Sur,8,Cistus_crispus,5,4,14,7,7,2021,134,74,19,11,May,5-4,0.5,5-4 Cistus_crispus,34,16,0,0.9941232278589996,1,0.7567981795197934, Cistus crispus
2021-05-14,Pinar Villamanrique Sur,8,Cistus_crispus,6,6,10,2,8,2021,134,74,19,11,May,6-6,0.2,6-6 Cistus_crispus,19,9,0,0.9937840884255943,1,0.7567389715700077, Cistus crispus
