Bosque,Planta,X,Y,Periodo,prob_consp_step
Pinar Aznalcazar,Galactites_tomentosus,2,4,3,0.9524381476199938
Pinar Aznalcazar,Galactites_tomentosus,2,5,3,0.9544882905779521
Pinar Aznalcazar,Galactites_tomentosus,3,1,2,0.9999999999772294
Pinar Aznalcazar,Galactites_tomentosus,3,1,3,0.9016965995038204
Pinar Aznalcazar,Galactites_tomentosus,3,2,2,1
Pinar Aznalcazar,Galactites_tomentosus,3,3,2,1
Pinar Aznalcazar,Galactites_tomentosus,3,3,3,0.9873788933844141
Pinar Aznalcazar,Galactites_tomentosus,3,4,2,1
Pinar Aznalcazar,Galactites_tomentosus,3,4,3,0.8985262369065282
Pinar Aznalcazar,Galactites_tomentosus,3,5,2,1
Pinar Aznalcazar,Galactites_tomentosus,3,5,3,0.9882850807405559
Pinar Aznalcazar,Galactites_tomentosus,3,6,2,0.9999999998482697
Pinar Aznalcazar,Galactites_tomentosus,3,6,3,0.9418302813247895
Pinar Aznalcazar,Galactites_tomentosus,3,7,2,0.999999999969608
Pinar Aznalcazar,Galactites_tomentosus,3,7,3,0.9523222168205135
Pinar Aznalcazar,Galactites_tomentosus,3,8,3,0.9689126598652935
Pinar Aznalcazar,Galactites_tomentosus,4,2,2,1
Pinar Aznalcazar,Galactites_tomentosus,4,2,3,0.9051650685974687
Pinar Aznalcazar,Galactites_tomentosus,4,3,2,1
Pinar Aznalcazar,Galactites_tomentosus,4,3,3,0.9253754635296445
Pinar Aznalcazar,Galactites_tomentosus,4,4,3,0.9551655105985898
Pinar Aznalcazar,Galactites_tomentosus,4,5,2,1
Pinar Aznalcazar,Galactites_tomentosus,4,6,2,1
Pinar Aznalcazar,Galactites_tomentosus,5,1,2,0.9999999999724958
Pinar Aznalcazar,Galactites_tomentosus,5,1,3,0.9168293403284243
Pinar Aznalcazar,Galactites_tomentosus,5,2,3,0.9482667593461167
Pinar Aznalcazar,Galactites_tomentosus,5,3,2,1
Pinar Aznalcazar,Galactites_tomentosus,5,3,3,0.9926854616272116
Pinar Aznalcazar,Galactites_tomentosus,5,4,2,1
Pinar Aznalcazar,Galactites_tomentosus,5,4,3,0.9340820944851144
Pinar Aznalcazar,Galactites_tomentosus,5,5,2,1
Pinar Aznalcazar,Galactites_tomentosus,5,5,3,0.9638305618489382
Pinar Aznalcazar,Galactites_tomentosus,5,6,2,1
Pinar Aznalcazar,Galactites_tomentosus,5,6,3,0.9756384780664782
Pinar Aznalcazar,Galactites_tomentosus,5,7,2,0.9999999999765855
Pinar Aznalcazar,Galactites_tomentosus,5,8,2,1
Pinar Aznalcazar,Galactites_tomentosus,6,1,2,0.9999999999996013
Pinar Aznalcazar,Galactites_tomentosus,6,2,2,0.9999999999992114
Pinar Aznalcazar,Galactites_tomentosus,6,7,3,0.7584191131533256
Pinar Aznalcazar,Galactites_tomentosus,7,1,2,1
Pinar Aznalcazar,Galactites_tomentosus,7,2,2,0.999999999976657
Pinar Aznalcazar,Halimium_halimifolium,8,10,3,NA
Pinar Aznalcazar,Halimium_halimifolium,9,6,2,NA
Pinar Aznalcazar,Halimium_halimifolium,9,6,3,NA
Pinar Aznalcazar,Halimium_halimifolium,10,8,2,NA
Pinar Aznalcazar,Halimium_halimifolium,10,8,3,NA
Pinar Aznalcazar,Halimium_halimifolium,10,9,2,NA
Pinar Aznalcazar,Halimium_halimifolium,10,9,3,NA
Pinar Aznalcazar,Lavandula_stoechas,1,10,1,0.5
Pinar Aznalcazar,Lavandula_stoechas,1,10,2,0.4576955716932228
Pinar Aznalcazar,Lavandula_stoechas,2,10,1,0.5
Pinar Aznalcazar,Lavandula_stoechas,2,10,2,0.9576735803430193
Pinar Hinojos,Aetheorhiza_bulbosa,10,7,2,NA
Pinar Hinojos,Aetheorhiza_bulbosa,10,8,2,NA
Pinar Hinojos,Bartsia_trixago,10,6,2,NA
Pinar Hinojos,Bartsia_trixago,10,7,2,NA
Pinar Hinojos,Chamaemelum_mixtum,5,9,2,NA
Pinar Hinojos,Chamaemelum_mixtum,5,10,2,NA
Pinar Hinojos,Cistus_libanotis,4,8,2,0.9989522674073251
Pinar Hinojos,Cistus_libanotis,10,7,2,0.9999999996552308
Pinar Hinojos,Cistus_libanotis,10,8,2,0.6803939734540445
Pinar Hinojos,Halimium_calycinum,1,1,1,0.8571108290772881
Pinar Hinojos,Halimium_calycinum,1,1,2,NA
Pinar Hinojos,Halimium_calycinum,2,1,1,0.85541665171569925
Pinar Hinojos,Halimium_calycinum,2,1,2,NA
Pinar Hinojos,Halimium_calycinum,3,6,1,0.8439442410326016
Pinar Hinojos,Halimium_calycinum,3,6,2,NA
Pinar Hinojos,Halimium_calycinum,4,4,1,0.9840200491754766
Pinar Hinojos,Halimium_calycinum,4,5,1,0.9707929818763535
Pinar Hinojos,Halimium_calycinum,4,5,2,NA
Pinar Hinojos,Halimium_calycinum,5,4,1,0.8732524224952254
Pinar Hinojos,Halimium_calycinum,5,4,2,NA
Pinar Hinojos,Halimium_calycinum,8,1,1,0.9119709709692082
Pinar Hinojos,Halimium_calycinum,8,1,2,NA
Pinar Hinojos,Halimium_calycinum,8,4,1,0.9981664971229487
Pinar Hinojos,Halimium_calycinum,8,4,2,NA
Pinar Hinojos,Leontodon_longirostris,1,2,2,NA
Pinar Hinojos,Leontodon_longirostris,1,3,2,NA
Pinar Hinojos,Leontodon_longirostris,1,3,3,NA
Pinar Hinojos,Leontodon_longirostris,1,4,2,NA
Pinar Hinojos,Leontodon_longirostris,1,4,3,NA
Pinar Hinojos,Leontodon_longirostris,1,5,2,NA
Pinar Hinojos,Leontodon_longirostris,1,5,3,NA
Pinar Hinojos,Leontodon_longirostris,1,6,2,NA
Pinar Hinojos,Leontodon_longirostris,1,6,3,NA
Pinar Hinojos,Leontodon_longirostris,1,7,2,NA
Pinar Hinojos,Leontodon_longirostris,1,7,3,NA
Pinar Hinojos,Leontodon_longirostris,1,8,2,NA
Pinar Hinojos,Leontodon_longirostris,1,8,3,NA
Pinar Hinojos,Leontodon_longirostris,1,9,2,NA
Pinar Hinojos,Leontodon_longirostris,1,9,3,NA
Pinar Hinojos,Leontodon_longirostris,1,10,1,NA
Pinar Hinojos,Leontodon_longirostris,1,10,2,NA
Pinar Hinojos,Leontodon_longirostris,1,10,3,NA
Pinar Hinojos,Leontodon_longirostris,2,3,2,NA
Pinar Hinojos,Leontodon_longirostris,2,3,3,NA
Pinar Hinojos,Leontodon_longirostris,2,4,2,NA
Pinar Hinojos,Leontodon_longirostris,2,4,3,NA
Pinar Hinojos,Leontodon_longirostris,2,5,2,NA
Pinar Hinojos,Leontodon_longirostris,2,5,3,NA
Pinar Hinojos,Leontodon_longirostris,2,6,2,NA
Pinar Hinojos,Leontodon_longirostris,2,6,3,NA
Pinar Hinojos,Leontodon_longirostris,2,7,2,NA
Pinar Hinojos,Leontodon_longirostris,2,7,3,NA
Pinar Hinojos,Leontodon_longirostris,2,8,2,NA
Pinar Hinojos,Leontodon_longirostris,2,8,3,NA
Pinar Hinojos,Leontodon_longirostris,2,9,2,NA
Pinar Hinojos,Leontodon_longirostris,2,9,3,NA
Pinar Hinojos,Leontodon_longirostris,2,10,2,NA
Pinar Hinojos,Leontodon_longirostris,3,5,2,NA
Pinar Hinojos,Leontodon_longirostris,3,7,2,NA
Pinar Hinojos,Leontodon_longirostris,3,7,3,NA
Pinar Hinojos,Leontodon_longirostris,3,8,2,NA
Pinar Hinojos,Leontodon_longirostris,3,8,3,NA
Pinar Hinojos,Leontodon_longirostris,3,9,2,NA
Pinar Hinojos,Leontodon_longirostris,3,9,3,NA
Pinar Hinojos,Leontodon_longirostris,4,7,2,NA
Pinar Hinojos,Leontodon_longirostris,4,7,3,NA
Pinar Hinojos,Leontodon_longirostris,4,8,2,NA
Pinar Hinojos,Leontodon_longirostris,4,8,3,NA
Pinar Hinojos,Leontodon_longirostris,4,9,2,NA
Pinar Hinojos,Leontodon_longirostris,4,9,3,NA
Pinar Hinojos,Leontodon_longirostris,4,10,2,NA
Pinar Hinojos,Leontodon_longirostris,5,7,1,NA
Pinar Hinojos,Leontodon_longirostris,5,9,2,NA
Pinar Hinojos,Leontodon_longirostris,5,10,2,NA
Pinar Hinojos,Leontodon_longirostris,6,10,2,NA
Pinar Hinojos,Leontodon_longirostris,7,10,2,NA
Pinar Hinojos,Leontodon_longirostris,8,7,2,NA
Pinar Hinojos,Leontodon_longirostris,8,8,2,NA
Pinar Hinojos,Leontodon_longirostris,9,1,2,NA
Pinar Hinojos,Leontodon_longirostris,9,8,2,NA
Pinar Hinojos,Leontodon_longirostris,9,9,3,NA
Pinar Hinojos,Leontodon_longirostris,10,2,2,NA
Pinar Hinojos,Leontodon_longirostris,10,8,1,NA
Pinar Hinojos,Leontodon_longirostris,10,10,2,NA
Pinar Hinojos,Muscari_comosum,6,2,2,0.998959633831367
Pinar Hinojos,Ulex_australis,3,3,1,0.9203603784347959
Pinar Hinojos,Ulex_australis,4,1,1,0.9262947921330019
Pinar Hinojos,Ulex_australis,4,4,1,0.9994098889858875
Pinar Hinojos,Ulex_australis,6,4,1,0.9259567925886153
Pinar Hinojos,Ulex_australis,7,3,1,0.9258738449899124
Pinar Hinojos,Ulex_australis,7,4,1,0.8118934798255487
Pinar Hinojos,Ulex_australis,8,4,1,0.9999999999939908
Pinar Hinojos,Ulex_australis,8,5,1,0.9216233598204632
Pinar Hinojos,Ulex_australis,8,7,1,0.8554097361311194
Pinar Hinojos,Ulex_australis,8,9,1,0.9258379007635144
Pinar Hinojos,Ulex_australis,8,10,1,0.9194471045202186
Pinar Hinojos,Ulex_australis,9,5,1,0.9501342842066779
Pinar Hinojos,Ulex_australis,10,2,1,0.9259639636093203
Pinar Puebla,Aetheorhiza_bulbosa,1,1,2,0.4754505482019382
Pinar Puebla,Aetheorhiza_bulbosa,1,2,2,0.31359413286536897
Pinar Puebla,Aetheorhiza_bulbosa,1,3,2,0.3522999106723282
Pinar Puebla,Aetheorhiza_bulbosa,1,4,2,0.34158923247084994
Pinar Puebla,Aetheorhiza_bulbosa,1,5,2,0.6050967777183349
Pinar Puebla,Aetheorhiza_bulbosa,1,6,2,0.5915325572280831
Pinar Puebla,Aetheorhiza_bulbosa,1,9,2,0.43911790143641893
Pinar Puebla,Aetheorhiza_bulbosa,1,10,2,0.3783772163447104
Pinar Puebla,Aetheorhiza_bulbosa,2,1,2,0.5578668815872587
Pinar Puebla,Aetheorhiza_bulbosa,2,2,2,0.6155898306325358
Pinar Puebla,Aetheorhiza_bulbosa,2,3,2,0.6903534033377913
Pinar Puebla,Aetheorhiza_bulbosa,2,4,2,0.4078356780693825
Pinar Puebla,Aetheorhiza_bulbosa,2,5,2,0.1832235742552264
Pinar Puebla,Aetheorhiza_bulbosa,2,6,2,0.40838935309679414
Pinar Puebla,Aetheorhiza_bulbosa,2,7,2,0.16008738346347473
Pinar Puebla,Aetheorhiza_bulbosa,2,8,2,0.5812838742934429
Pinar Puebla,Aetheorhiza_bulbosa,2,9,2,0.5076768473584558
Pinar Puebla,Aetheorhiza_bulbosa,3,2,2,0.7000300298864228
Pinar Puebla,Aetheorhiza_bulbosa,3,3,2,0.7721627093693757
Pinar Puebla,Aetheorhiza_bulbosa,3,4,2,0.49773965031286804
Pinar Puebla,Aetheorhiza_bulbosa,3,5,2,0.80320555002037
Pinar Puebla,Aetheorhiza_bulbosa,3,6,2,0.7761746915377009
Pinar Puebla,Aetheorhiza_bulbosa,3,7,2,0.4384823939964033
Pinar Puebla,Aetheorhiza_bulbosa,3,8,2,0.6665725162921313
Pinar Puebla,Aetheorhiza_bulbosa,3,9,2,0.5718226037053967
Pinar Puebla,Aetheorhiza_bulbosa,3,10,2,0.32051595053538423
Pinar Puebla,Aetheorhiza_bulbosa,4,2,2,0.22637822205518907
Pinar Puebla,Aetheorhiza_bulbosa,4,3,2,0.845561460959808
Pinar Puebla,Aetheorhiza_bulbosa,4,4,2,0.873945538120951
Pinar Puebla,Aetheorhiza_bulbosa,4,5,2,0.8851540071931122
Pinar Puebla,Aetheorhiza_bulbosa,4,6,2,0.5407173454689407
Pinar Puebla,Aetheorhiza_bulbosa,4,7,2,0.6599142673182569
Pinar Puebla,Aetheorhiza_bulbosa,4,10,2,0.5159065675114927
Pinar Puebla,Aetheorhiza_bulbosa,5,1,2,0.47021019725138735
Pinar Puebla,Aetheorhiza_bulbosa,5,2,2,0.8235521201825597
Pinar Puebla,Aetheorhiza_bulbosa,5,3,2,0.8876027669636543
Pinar Puebla,Aetheorhiza_bulbosa,5,4,2,0.6169116166342048
Pinar Puebla,Aetheorhiza_bulbosa,5,5,2,0.9383291049041897
Pinar Puebla,Aetheorhiza_bulbosa,5,6,2,0.9143161726590306
Pinar Puebla,Aetheorhiza_bulbosa,5,8,2,0.7667942519586193
Pinar Puebla,Aetheorhiza_bulbosa,5,9,2,0.6516429864268768
Pinar Puebla,Aetheorhiza_bulbosa,5,10,2,0.5310410544122101
Pinar Puebla,Aetheorhiza_bulbosa,6,1,2,0.763806826320838
Pinar Puebla,Aetheorhiza_bulbosa,6,2,2,0.9673068449844794
Pinar Puebla,Aetheorhiza_bulbosa,6,3,2,0.891332912281018
Pinar Puebla,Aetheorhiza_bulbosa,6,4,2,0.9341286405818611
Pinar Puebla,Aetheorhiza_bulbosa,6,6,2,0.9233624567533778
Pinar Puebla,Aetheorhiza_bulbosa,6,7,2,0.8859577267015963
Pinar Puebla,Aetheorhiza_bulbosa,6,8,2,0.7961568847587507
Pinar Puebla,Aetheorhiza_bulbosa,6,9,2,0.6490915605979127
Pinar Puebla,Aetheorhiza_bulbosa,7,1,2,0.6820618460189084
Pinar Puebla,Aetheorhiza_bulbosa,7,2,2,0.8410743556093644
Pinar Puebla,Aetheorhiza_bulbosa,7,3,2,0.897603488492663
Pinar Puebla,Aetheorhiza_bulbosa,7,5,2,0.9303623011817913
Pinar Puebla,Aetheorhiza_bulbosa,7,7,2,0.865022335989796
Pinar Puebla,Aetheorhiza_bulbosa,7,8,2,0.9660926991184766
Pinar Puebla,Aetheorhiza_bulbosa,7,9,2,0.634094714074723
Pinar Puebla,Aetheorhiza_bulbosa,8,1,2,0.46084882344534395
Pinar Puebla,Aetheorhiza_bulbosa,8,2,2,0.8039433787575937
Pinar Puebla,Aetheorhiza_bulbosa,8,3,2,0.8649730258244462
Pinar Puebla,Aetheorhiza_bulbosa,8,4,2,0.8788237524967358
Pinar Puebla,Aetheorhiza_bulbosa,8,5,2,0.8899798673660279
Pinar Puebla,Aetheorhiza_bulbosa,8,6,2,0.8823373062887954
Pinar Puebla,Aetheorhiza_bulbosa,8,7,2,0.8253819951268498
Pinar Puebla,Aetheorhiza_bulbosa,8,8,2,0.7368529215067737
Pinar Puebla,Aetheorhiza_bulbosa,8,9,2,0.5953930577594515
Pinar Puebla,Aetheorhiza_bulbosa,8,10,2,0.48146217067455227
Pinar Puebla,Aetheorhiza_bulbosa,9,1,2,0.6621154633302694
Pinar Puebla,Aetheorhiza_bulbosa,9,7,2,0.36894192224655836
Pinar Puebla,Aetheorhiza_bulbosa,9,8,2,0.6491461658035086
Pinar Puebla,Aetheorhiza_bulbosa,9,10,2,0.7626211730191592
Pinar Puebla,Aetheorhiza_bulbosa,10,1,2,0.5664433521683403
Pinar Puebla,Aetheorhiza_bulbosa,10,2,2,0.6275498564244725
Pinar Puebla,Aetheorhiza_bulbosa,10,3,2,0.6912301789082642
Pinar Puebla,Aetheorhiza_bulbosa,10,4,2,0.7184099425181387
Pinar Puebla,Aetheorhiza_bulbosa,10,5,2,0.720295738320202
Pinar Puebla,Aetheorhiza_bulbosa,10,6,2,0.7004828615007435
Pinar Puebla,Aetheorhiza_bulbosa,10,7,2,0.643906365327153
Pinar Puebla,Aetheorhiza_bulbosa,10,8,2,0.08095819951169111
Pinar Puebla,Aetheorhiza_bulbosa,10,9,2,0.07229178786876822
Pinar Puebla,Aetheorhiza_bulbosa,10,10,2,0.14745133098533827
Pinar Puebla,Andryala_arenaria,1,6,3,2.47026167902637e-4
Pinar Puebla,Andryala_arenaria,2,7,3,2.47026167902637e-4
Pinar Puebla,Andryala_arenaria,2,8,3,2.47026167902637e-4
Pinar Puebla,Andryala_arenaria,2,9,3,2.47026167902637e-4
Pinar Puebla,Andryala_arenaria,3,7,3,2.47026167902637e-4
Pinar Puebla,Andryala_arenaria,3,8,3,2.47026167902637e-4
Pinar Puebla,Andryala_arenaria,7,2,3,2.47026167902637e-4
Pinar Puebla,Andryala_arenaria,7,3,3,2.47026167902637e-4
Pinar Puebla,Andryala_arenaria,7,4,3,2.47026167902637e-4
Pinar Puebla,Andryala_arenaria,8,2,3,2.47026167902637e-4
Pinar Puebla,Andryala_arenaria,8,3,3,2.47026167902637e-4
Pinar Puebla,Andryala_arenaria,8,4,3,2.47026167902637e-4
Pinar Puebla,Andryala_arenaria,9,2,3,2.47026167902637e-4
Pinar Puebla,Anemone_palmata,1,4,1,3.1120931531089884e-21
Pinar Puebla,Anemone_palmata,2,5,1,9.39311420471615e-21
Pinar Puebla,Anemone_palmata,2,7,1,3.1120931529701172e-21
Pinar Puebla,Anemone_palmata,2,9,1,7.54720238295078e-18
Pinar Puebla,Anemone_palmata,2,10,1,5.484520557218949e-5
Pinar Puebla,Anemone_palmata,3,2,1,7.09330665506429e-17
Pinar Puebla,Anemone_palmata,3,3,1,0.00993039213217044
Pinar Puebla,Anemone_palmata,3,5,1,3.1207178497443827e-21
Pinar Puebla,Anemone_palmata,3,9,1,6.224186308877968e-21
Pinar Puebla,Anemone_palmata,3,10,1,NA
Pinar Puebla,Anemone_palmata,4,1,1,0.011633532350700875
Pinar Puebla,Anemone_palmata,4,2,1,0.034883665326632035
Pinar Puebla,Anemone_palmata,4,3,1,3.1120931529701172e-21
Pinar Puebla,Anemone_palmata,4,10,1,3.1120931529701277e-21
Pinar Puebla,Anemone_palmata,5,2,1,7.09330665506429e-17
Pinar Puebla,Anemone_palmata,5,4,1,5.308689472168711e-14
Pinar Puebla,Anemone_palmata,5,8,1,3.1120931529741067e-21
Pinar Puebla,Anemone_palmata,6,4,1,4.840580806207574e-18
Pinar Puebla,Anemone_palmata,6,5,1,6.2242532620029575e-21
Pinar Puebla,Anemone_palmata,6,7,1,7.012422743611055e-16
Pinar Puebla,Anemone_palmata,6,8,1,9.3497193100082e-21
Pinar Puebla,Anemone_palmata,6,9,1,3.1120931649864967e-21
Pinar Puebla,Anemone_palmata,6,10,1,3.112093164998531e-21
Pinar Puebla,Anemone_palmata,7,9,1,3.1121021584623837e-21
Pinar Puebla,Anemone_palmata,7,10,1,6.224195299436099e-21
Pinar Puebla,Anemone_palmata,8,1,1,3.7867667323979e-18
Pinar Puebla,Anemone_palmata,8,2,1,3.112093152986156e-21
Pinar Puebla,Anemone_palmata,8,3,1,3.1121021315319056e-21
Pinar Puebla,Anemone_palmata,8,5,1,1.2448372612010543e-20
Pinar Puebla,Anemone_palmata,8,7,1,6.2241863059402344e-21
Pinar Puebla,Anemone_palmata,9,1,1,6.224186308877968e-21
Pinar Puebla,Anemone_palmata,9,2,1,0.021496290770768433
Pinar Puebla,Anemone_palmata,9,3,1,NA
Pinar Puebla,Anemone_palmata,9,8,1,1.7477848327927812e-20
Pinar Puebla,Anemone_palmata,9,9,1,3.112093153002174e-21
Pinar Puebla,Anemone_palmata,10,9,1,6.224195284550098e-21
Pinar Puebla,Anemone_palmata,10,10,1,9.336299614754494e-21
Pinar Puebla,Cistus_crispus,9,7,2,0.9999643834236601
Pinar Puebla,Cistus_crispus,9,7,3,NA
Pinar Puebla,Cistus_salviifolius,1,1,1,0.318730936893112
Pinar Puebla,Cistus_salviifolius,1,2,1,0.3540137029702455
Pinar Puebla,Cistus_salviifolius,1,2,2,NA
Pinar Puebla,Cistus_salviifolius,1,7,1,0.3992644864946077
Pinar Puebla,Cistus_salviifolius,1,7,2,NA
Pinar Puebla,Cistus_salviifolius,1,8,1,0.34266743549414774
Pinar Puebla,Cistus_salviifolius,2,1,1,0.3809103877022106
Pinar Puebla,Cistus_salviifolius,2,4,1,0.535639124413995
Pinar Puebla,Cistus_salviifolius,2,10,1,0.14080862751583065
Pinar Puebla,Cistus_salviifolius,2,10,2,NA
Pinar Puebla,Cistus_salviifolius,3,1,1,0.4455694744033047
Pinar Puebla,Cistus_salviifolius,3,4,2,NA
Pinar Puebla,Cistus_salviifolius,3,6,1,0.5450708738941664
Pinar Puebla,Cistus_salviifolius,3,6,2,NA
Pinar Puebla,Cistus_salviifolius,3,10,1,0.19166102265954765
Pinar Puebla,Cistus_salviifolius,4,1,1,0.3686538139119636
Pinar Puebla,Cistus_salviifolius,4,1,2,NA
Pinar Puebla,Cistus_salviifolius,4,2,1,0.3971447079560649
Pinar Puebla,Cistus_salviifolius,4,2,2,NA
Pinar Puebla,Cistus_salviifolius,4,3,1,0.3822891700477408
Pinar Puebla,Cistus_salviifolius,4,6,1,0.5433699245941719
Pinar Puebla,Cistus_salviifolius,4,6,2,NA
Pinar Puebla,Cistus_salviifolius,4,8,1,0.44492889712302736
Pinar Puebla,Cistus_salviifolius,4,9,1,0.3720773828146814
Pinar Puebla,Cistus_salviifolius,5,1,2,NA
Pinar Puebla,Cistus_salviifolius,5,4,2,NA
Pinar Puebla,Cistus_salviifolius,5,5,1,0.5959613086009548
Pinar Puebla,Cistus_salviifolius,5,7,1,0.476939919117846
Pinar Puebla,Cistus_salviifolius,5,7,2,NA
Pinar Puebla,Cistus_salviifolius,6,1,1,0.4853287934091631
Pinar Puebla,Cistus_salviifolius,6,1,2,NA
Pinar Puebla,Cistus_salviifolius,6,2,1,0.5154093849562231
Pinar Puebla,Cistus_salviifolius,7,1,1,0.4704758687414578
Pinar Puebla,Cistus_salviifolius,7,7,1,0.4582369878135383
Pinar Puebla,Cistus_salviifolius,8,10,1,0.24753009503471682
Pinar Puebla,Cistus_salviifolius,9,2,1,0.2174840572571332
Pinar Puebla,Cistus_salviifolius,9,2,2,NA
Pinar Puebla,Cistus_salviifolius,9,4,1,0.3242332012280613
Pinar Puebla,Cistus_salviifolius,9,4,2,NA
Pinar Puebla,Cistus_salviifolius,9,10,1,0.21085645157668909
Pinar Puebla,Galactites_tomentosus,4,2,2,NA
Pinar Puebla,Lavandula_stoechas,2,10,1,0.361372731224959
Pinar Puebla,Lavandula_stoechas,3,10,1,0.46360281332578024
Pinar Puebla,Lavandula_stoechas,3,10,2,NA
Pinar Puebla,Lavandula_stoechas,4,7,1,0.9670526961164313
Pinar Puebla,Lavandula_stoechas,4,7,2,NA
Pinar Puebla,Lavandula_stoechas,4,8,1,0.638757761931124
Pinar Puebla,Lavandula_stoechas,4,8,2,NA
Pinar Puebla,Lavandula_stoechas,4,8,3,NA
Pinar Puebla,Lavandula_stoechas,4,9,2,NA
Pinar Puebla,Lavandula_stoechas,6,6,1,0.8726091649936188
Pinar Puebla,Lavandula_stoechas,6,6,2,1
Pinar Puebla,Lavandula_stoechas,6,6,3,NA
Pinar Puebla,Lavandula_stoechas,7,1,1,0.8362726360659365
Pinar Puebla,Lavandula_stoechas,7,1,2,NA
Pinar Puebla,Lavandula_stoechas,7,4,1,0.8782610944865173
Pinar Puebla,Lavandula_stoechas,7,4,2,NA
Pinar Puebla,Lavandula_stoechas,7,4,3,NA
Pinar Puebla,Lavandula_stoechas,7,6,1,0.7606926747472327
Pinar Puebla,Lavandula_stoechas,7,6,2,NA
Pinar Puebla,Lavandula_stoechas,7,8,1,0.9715566018454612
Pinar Puebla,Lavandula_stoechas,7,8,2,NA
Pinar Puebla,Lavandula_stoechas,9,3,1,0.6138668341007557
Pinar Puebla,Lavandula_stoechas,9,3,2,NA
Pinar Puebla,Lavandula_stoechas,9,3,3,NA
Pinar Puebla,Lavandula_stoechas,9,5,1,0.9244548650440444
Pinar Puebla,Lavandula_stoechas,9,5,2,NA
Pinar Puebla,Lavandula_stoechas,9,5,3,NA
Pinar Puebla,Lavandula_stoechas,9,6,1,0.6806420141386739
Pinar Puebla,Lavandula_stoechas,9,6,2,NA
Pinar Puebla,Leontodon_longirostris,1,1,2,0.445400960021735
Pinar Puebla,Leontodon_longirostris,1,2,2,0.39725783033418
Pinar Puebla,Leontodon_longirostris,1,3,2,0.42950003620245225
Pinar Puebla,Leontodon_longirostris,1,4,2,0.4589250788556394
Pinar Puebla,Leontodon_longirostris,1,5,2,0.5808711258661686
Pinar Puebla,Leontodon_longirostris,1,6,2,0.5742164501158575
Pinar Puebla,Leontodon_longirostris,1,7,2,0.5471789719726676
Pinar Puebla,Leontodon_longirostris,1,8,2,0.6193042206456366
Pinar Puebla,Leontodon_longirostris,1,9,2,0.42191376016558707
Pinar Puebla,Leontodon_longirostris,1,10,2,0.3316752422150228
Pinar Puebla,Leontodon_longirostris,2,1,2,0.5329222023934079
Pinar Puebla,Leontodon_longirostris,2,2,2,0.5886256272338138
Pinar Puebla,Leontodon_longirostris,2,3,2,0.6649580139463465
Pinar Puebla,Leontodon_longirostris,2,4,2,0.5467710258685917
Pinar Puebla,Leontodon_longirostris,2,5,2,0.45882854968101183
Pinar Puebla,Leontodon_longirostris,2,6,2,0.560184276230876
Pinar Puebla,Leontodon_longirostris,2,7,2,0.42302884638345867
Pinar Puebla,Leontodon_longirostris,2,8,2,0.5971918030504569
Pinar Puebla,Leontodon_longirostris,2,9,2,0.5129811323582188
Pinar Puebla,Leontodon_longirostris,2,10,2,0.4102426515129347
Pinar Puebla,Leontodon_longirostris,3,1,2,0.6699296581034139
Pinar Puebla,Leontodon_longirostris,3,2,2,0.6556079919890602
Pinar Puebla,Leontodon_longirostris,3,3,2,0.7401695973567639
Pinar Puebla,Leontodon_longirostris,3,4,2,0.6837574048544838
Pinar Puebla,Leontodon_longirostris,3,5,2,0.8422849167398645
Pinar Puebla,Leontodon_longirostris,3,7,2,0.6168252287874497
Pinar Puebla,Leontodon_longirostris,3,8,2,0.6933896698577747
Pinar Puebla,Leontodon_longirostris,3,9,2,0.5901940336913827
Pinar Puebla,Leontodon_longirostris,3,10,2,0.4025550750557979
Pinar Puebla,Leontodon_longirostris,4,1,2,0.622881635283891
Pinar Puebla,Leontodon_longirostris,4,2,2,0.5361141760561559
Pinar Puebla,Leontodon_longirostris,4,3,2,0.7970870635424581
Pinar Puebla,Leontodon_longirostris,4,4,2,0.8772136147311812
Pinar Puebla,Leontodon_longirostris,4,5,2,0.9180368855186298
Pinar Puebla,Leontodon_longirostris,4,6,2,0.7841143190818425
Pinar Puebla,Leontodon_longirostris,4,7,2,0.7834049723396503
Pinar Puebla,Leontodon_longirostris,4,9,2,0.6104383304276026
Pinar Puebla,Leontodon_longirostris,4,10,2,0.5095767392769999
Pinar Puebla,Leontodon_longirostris,5,1,2,0.5737644725566914
Pinar Puebla,Leontodon_longirostris,5,2,2,0.7351064066375634
Pinar Puebla,Leontodon_longirostris,5,3,2,0.8405337913423285
Pinar Puebla,Leontodon_longirostris,5,4,2,0.8117479293265194
Pinar Puebla,Leontodon_longirostris,5,5,2,0.9572900647620763
Pinar Puebla,Leontodon_longirostris,5,6,2,0.9538482915973302
Pinar Puebla,Leontodon_longirostris,5,7,2,0.8965041666468723
Pinar Puebla,Leontodon_longirostris,5,8,2,0.7701770827205464
Pinar Puebla,Leontodon_longirostris,5,9,2,0.6160140994300222
Pinar Puebla,Leontodon_longirostris,5,10,2,0.5096108129860386
Pinar Puebla,Leontodon_longirostris,6,3,2,0.8446890625012535
Pinar Puebla,Leontodon_longirostris,6,4,2,0.9159876590979772
Pinar Puebla,Leontodon_longirostris,6,5,2,0.990063321033718
Pinar Puebla,Leontodon_longirostris,6,6,2,0.9321776497485195
Pinar Puebla,Leontodon_longirostris,6,7,2,0.8847624189515991
Pinar Puebla,Leontodon_longirostris,6,8,2,0.7533132655543106
