Year,Day_ISO,Week_ISO,Week,Periodo_hora,Bosque,Codigo_vuelo,node1,Polinizador,Planta1,X1,Y1,time_of_day,X2,Y2,node2,Planta2,step_length,angle,turning_angle,change_plant_sp,Periodo,richness1,richness2,total_number_flowers1,total_number_flowers2,flowers_sp1_XY1,flowers_sp1_XY2,flowers_sp2_XY1,flowers_sp2_XY2,delta_richness,delta_total_flowers,delta_flowers_sp1,delta_flowers_sp2
2021,68,10,2,11:00:00,Pinar Aznalcazar,AV1-01,1,Apis_mellifera,Lavandula_stoechas,2,10,10:00 - 11:59,2,10,2,Lavandula_stoechas,0,0,NA,FALSE,1,1,1,4364,4364,4364,4364,4364,4364,0,0,0,0
2021,68,10,2,11:00:00,Pinar Aznalcazar,AV1-01,2,Apis_mellifera,Lavandula_stoechas,2,10,10:00 - 11:59,2,10,3,Lavandula_stoechas,0,0,0,FALSE,1,1,1,4364,4364,4364,4364,4364,4364,0,0,0,0
2021,68,10,2,11:00:00,Pinar Aznalcazar,AV1-01,3,Apis_mellifera,Lavandula_stoechas,2,10,10:00 - 11:59,2,10,4,Lavandula_stoechas,0,0,0,FALSE,1,1,1,4364,4364,4364,4364,4364,4364,0,0,0,0
2021,68,10,2,11:00:00,Pinar Aznalcazar,AV1-01,4,Apis_mellifera,Lavandula_stoechas,2,10,10:00 - 11:59,2,10,5,Lavandula_stoechas,0,0,0,FALSE,1,1,1,4364,4364,4364,4364,4364,4364,0,0,0,0
2021,68,10,2,11:00:00,Pinar Aznalcazar,AV1-01,5,Apis_mellifera,Lavandula_stoechas,2,10,10:00 - 11:59,2,10,6,Lavandula_stoechas,0,0,0,FALSE,1,1,1,4364,4364,4364,4364,4364,4364,0,0,0,0
2021,68,10,2,11:00:00,Pinar Aznalcazar,AV1-01,6,Apis_mellifera,Lavandula_stoechas,2,10,10:00 - 11:59,2,10,7,Lavandula_stoechas,0,0,0,FALSE,1,1,1,4364,4364,4364,4364,4364,4364,0,0,0,0
2021,68,10,2,11:00:00,Pinar Aznalcazar,AV1-01,7,Apis_mellifera,Lavandula_stoechas,2,10,10:00 - 11:59,2,10,8,Lavandula_stoechas,0,0,0,FALSE,1,1,1,4364,4364,4364,4364,4364,4364,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,1,Anthophora_retusa,Halimium_calycinum,8,4,10:00 - 11:59,8,4,2,Halimium_calycinum,0,0,NA,FALSE,1,2,2,431,431,79,79,79,79,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,2,Anthophora_retusa,Halimium_calycinum,8,4,10:00 - 11:59,8,4,3,Halimium_calycinum,0,0,0,FALSE,1,2,2,431,431,79,79,79,79,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,3,Anthophora_retusa,Halimium_calycinum,8,4,10:00 - 11:59,8,4,4,Halimium_calycinum,0,0,0,FALSE,1,2,2,431,431,79,79,79,79,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,4,Anthophora_retusa,Halimium_calycinum,8,4,10:00 - 11:59,8,1,1,Halimium_calycinum,3,-90,-90,FALSE,1,2,1,431,78,79,78,79,78,-1,-353,-1,-1
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,1,Anthophora_retusa,Halimium_calycinum,8,1,10:00 - 11:59,8,1,2,Halimium_calycinum,0,0,NA,FALSE,1,1,1,78,78,78,78,78,78,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,2,Anthophora_retusa,Halimium_calycinum,8,1,10:00 - 11:59,8,1,3,Halimium_calycinum,0,0,0,FALSE,1,1,1,78,78,78,78,78,78,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,3,Anthophora_retusa,Halimium_calycinum,8,1,10:00 - 11:59,8,1,4,Halimium_calycinum,0,0,0,FALSE,1,1,1,78,78,78,78,78,78,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,4,Anthophora_retusa,Halimium_calycinum,8,1,10:00 - 11:59,8,1,5,Halimium_calycinum,0,0,0,FALSE,1,1,1,78,78,78,78,78,78,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,5,Anthophora_retusa,Halimium_calycinum,8,1,10:00 - 11:59,4,4,1,Halimium_calycinum,5,-36.86989764584402,-36.86989764584402,FALSE,1,1,2,78,318,78,2,78,2,1,240,-76,-76
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,1,Anthophora_retusa,Halimium_calycinum,4,4,10:00 - 11:59,4,4,2,Halimium_calycinum,0,0,NA,FALSE,1,2,2,318,318,2,2,2,2,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,2,Anthophora_retusa,Halimium_calycinum,4,4,10:00 - 11:59,4,4,3,Halimium_calycinum,0,0,0,FALSE,1,2,2,318,318,2,2,2,2,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,3,Anthophora_retusa,Halimium_calycinum,4,4,10:00 - 11:59,4,4,4,Halimium_calycinum,0,0,0,FALSE,1,2,2,318,318,2,2,2,2,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,4,Anthophora_retusa,Halimium_calycinum,4,4,10:00 - 11:59,4,4,5,Halimium_calycinum,0,0,0,FALSE,1,2,2,318,318,2,2,2,2,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,5,Anthophora_retusa,Halimium_calycinum,4,4,10:00 - 11:59,4,4,6,Halimium_calycinum,0,0,0,FALSE,1,2,2,318,318,2,2,2,2,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,6,Anthophora_retusa,Halimium_calycinum,4,4,10:00 - 11:59,4,4,7,Halimium_calycinum,0,0,0,FALSE,1,2,2,318,318,2,2,2,2,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,7,Anthophora_retusa,Halimium_calycinum,4,4,10:00 - 11:59,4,4,8,Halimium_calycinum,0,0,0,FALSE,1,2,2,318,318,2,2,2,2,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,8,Anthophora_retusa,Halimium_calycinum,4,4,10:00 - 11:59,4,4,9,Halimium_calycinum,0,0,0,FALSE,1,2,2,318,318,2,2,2,2,0,0,0,0
2021,61,09,1,11:00:00,Pinar Hinojos,HV1-01,9,Anthophora_retusa,Halimium_calycinum,4,4,10:00 - 11:59,4,4,10,Halimium_calycinum,0,0,0,FALSE,1,2,2,318,318,2,2,2,2,0,0,0,0
2021,61,09,1,12:00:00,Pinar Hinojos,HV1-02,1,Bombus_terrestris,Ulex_australis,6,4,12:00 - 13:59,6,4,2,Ulex_australis,0,0,NA,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,12:00:00,Pinar Hinojos,HV1-02,2,Bombus_terrestris,Ulex_australis,6,4,12:00 - 13:59,6,4,3,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,12:00:00,Pinar Hinojos,HV1-02,3,Bombus_terrestris,Ulex_australis,6,4,12:00 - 13:59,6,4,4,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,12:00:00,Pinar Hinojos,HV1-02,4,Bombus_terrestris,Ulex_australis,6,4,12:00 - 13:59,6,4,5,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,12:00:00,Pinar Hinojos,HV1-02,5,Bombus_terrestris,Ulex_australis,6,4,12:00 - 13:59,6,4,6,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,12:00:00,Pinar Hinojos,HV1-02,6,Bombus_terrestris,Ulex_australis,6,4,12:00 - 13:59,6,4,7,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,12:00:00,Pinar Hinojos,HV1-02,7,Bombus_terrestris,Ulex_australis,6,4,12:00 - 13:59,6,4,8,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,12:00:00,Pinar Hinojos,HV1-02,8,Bombus_terrestris,Ulex_australis,6,4,12:00 - 13:59,6,4,9,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,12:00:00,Pinar Hinojos,HV1-02,9,Bombus_terrestris,Ulex_australis,6,4,12:00 - 13:59,6,4,10,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,12:00:00,Pinar Hinojos,HV1-02,10,Bombus_terrestris,Ulex_australis,6,4,12:00 - 13:59,6,4,11,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,13:00:00,Pinar Hinojos,HV1-03,1,Apis_mellifera,Ulex_australis,7,3,12:00 - 13:59,7,3,2,Ulex_australis,0,0,NA,FALSE,1,1,1,121,121,121,121,121,121,0,0,0,0
2021,61,09,1,13:00:00,Pinar Hinojos,HV1-03,2,Apis_mellifera,Ulex_australis,7,3,12:00 - 13:59,7,3,3,Ulex_australis,0,0,0,FALSE,1,1,1,121,121,121,121,121,121,0,0,0,0
2021,61,09,1,13:00:00,Pinar Hinojos,HV1-03,3,Apis_mellifera,Ulex_australis,7,3,12:00 - 13:59,7,3,4,Ulex_australis,0,0,0,FALSE,1,1,1,121,121,121,121,121,121,0,0,0,0
2021,61,09,1,13:00:00,Pinar Hinojos,HV1-03,4,Apis_mellifera,Ulex_australis,7,3,12:00 - 13:59,7,3,5,Ulex_australis,0,0,0,FALSE,1,1,1,121,121,121,121,121,121,0,0,0,0
2021,61,09,1,13:00:00,Pinar Hinojos,HV1-03,5,Apis_mellifera,Ulex_australis,7,3,12:00 - 13:59,7,3,6,Ulex_australis,0,0,0,FALSE,1,1,1,121,121,121,121,121,121,0,0,0,0
2021,61,09,1,13:00:00,Pinar Hinojos,HV1-03,6,Apis_mellifera,Ulex_australis,7,3,12:00 - 13:59,7,3,7,Ulex_australis,0,0,0,FALSE,1,1,1,121,121,121,121,121,121,0,0,0,0
2021,61,09,1,13:00:00,Pinar Hinojos,HV1-03,7,Apis_mellifera,Ulex_australis,7,3,12:00 - 13:59,7,3,8,Ulex_australis,0,0,0,FALSE,1,1,1,121,121,121,121,121,121,0,0,0,0
2021,61,09,1,13:00:00,Pinar Hinojos,HV1-03,8,Apis_mellifera,Ulex_australis,7,3,12:00 - 13:59,7,4,1,Ulex_australis,1,90,90,FALSE,1,1,1,121,33,121,33,121,33,0,-88,-88,-88
2021,61,09,1,13:00:00,Pinar Hinojos,HV1-03,1,Apis_mellifera,Ulex_australis,7,4,12:00 - 13:59,7,4,2,Ulex_australis,0,0,NA,FALSE,1,1,1,33,33,33,33,33,33,0,0,0,0
2021,61,09,1,13:00:00,Pinar Hinojos,HV1-03,2,Apis_mellifera,Ulex_australis,7,4,12:00 - 13:59,7,4,3,Ulex_australis,0,0,0,FALSE,1,1,1,33,33,33,33,33,33,0,0,0,0
2021,61,09,1,13:00:00,Pinar Hinojos,HV1-03,3,Apis_mellifera,Ulex_australis,7,4,12:00 - 13:59,7,4,4,Ulex_australis,0,0,0,FALSE,1,1,1,33,33,33,33,33,33,0,0,0,0
2021,61,09,1,13:30:00,Pinar Hinojos,HV1-04,1,Anthophora_retusa,Halimium_calycinum,8,1,12:00 - 13:59,8,1,2,Halimium_calycinum,0,0,NA,FALSE,1,1,1,78,78,78,78,78,78,0,0,0,0
2021,61,09,1,13:30:00,Pinar Hinojos,HV1-04,2,Anthophora_retusa,Halimium_calycinum,8,1,12:00 - 13:59,8,1,3,Halimium_calycinum,0,0,0,FALSE,1,1,1,78,78,78,78,78,78,0,0,0,0
2021,61,09,1,13:30:00,Pinar Hinojos,HV1-04,3,Anthophora_retusa,Halimium_calycinum,8,1,12:00 - 13:59,7,3,1,Ulex_australis,2.23606797749979,-63.43494882292201,-63.43494882292201,TRUE,1,1,1,78,121,78,NA,NA,121,0,43,NA,NA
2021,61,09,1,13:30:00,Pinar Hinojos,HV1-04,1,Anthophora_retusa,Ulex_australis,7,3,12:00 - 13:59,7,3,2,Ulex_australis,0,0,NA,FALSE,1,1,1,121,121,121,121,121,121,0,0,0,0
2021,61,09,1,13:30:00,Pinar Hinojos,HV1-04,2,Anthophora_retusa,Ulex_australis,7,3,12:00 - 13:59,7,3,3,Ulex_australis,0,0,0,FALSE,1,1,1,121,121,121,121,121,121,0,0,0,0
2021,61,09,1,13:30:00,Pinar Hinojos,HV1-04,3,Anthophora_retusa,Ulex_australis,7,3,12:00 - 13:59,7,3,4,Ulex_australis,0,0,0,FALSE,1,1,1,121,121,121,121,121,121,0,0,0,0
2021,61,09,1,13:30:00,Pinar Hinojos,HV1-04,4,Anthophora_retusa,Ulex_australis,7,3,12:00 - 13:59,8,4,1,Halimium_calycinum,1.4142135623730951,45,45,TRUE,1,1,2,121,431,121,352,NA,79,1,310,231,NA
2021,61,09,1,13:30:00,Pinar Hinojos,HV1-04,1,Anthophora_retusa,Halimium_calycinum,8,4,12:00 - 13:59,8,4,2,Halimium_calycinum,0,0,NA,FALSE,1,2,2,431,431,79,79,79,79,0,0,0,0
2021,61,09,1,13:30:00,Pinar Hinojos,HV1-04,2,Anthophora_retusa,Halimium_calycinum,8,4,12:00 - 13:59,8,4,3,Halimium_calycinum,0,0,0,FALSE,1,2,2,431,431,79,79,79,79,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,1,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,2,Ulex_australis,0,0,NA,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,2,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,3,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,3,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,4,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,4,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,5,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,5,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,6,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,6,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,7,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,7,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,8,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,8,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,9,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,9,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,10,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,10,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,11,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,11,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,12,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,12,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,13,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,13,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,14,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,14,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,15,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,15,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,16,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,16,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,9,5,17,Ulex_australis,0,0,0,FALSE,1,1,1,180,180,180,180,180,180,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,17,Bombus_terrestris,Ulex_australis,9,5,14:00 - 16:05,8,4,1,Ulex_australis,1.4142135623730951,45,45,FALSE,1,1,2,180,431,180,352,180,352,1,251,172,172
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,1,Bombus_terrestris,Ulex_australis,8,4,14:00 - 16:05,8,4,2,Ulex_australis,0,0,NA,FALSE,1,2,2,431,431,352,352,352,352,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,2,Bombus_terrestris,Ulex_australis,8,4,14:00 - 16:05,6,4,1,Ulex_australis,2,-0,-0,FALSE,1,2,1,431,136,352,136,352,136,-1,-295,-216,-216
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,1,Bombus_terrestris,Ulex_australis,6,4,14:00 - 16:05,6,4,2,Ulex_australis,0,0,NA,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,2,Bombus_terrestris,Ulex_australis,6,4,14:00 - 16:05,6,4,3,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,3,Bombus_terrestris,Ulex_australis,6,4,14:00 - 16:05,6,4,4,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,4,Bombus_terrestris,Ulex_australis,6,4,14:00 - 16:05,6,4,5,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,5,Bombus_terrestris,Ulex_australis,6,4,14:00 - 16:05,6,4,6,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,6,Bombus_terrestris,Ulex_australis,6,4,14:00 - 16:05,6,4,7,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,7,Bombus_terrestris,Ulex_australis,6,4,14:00 - 16:05,6,4,8,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,14:00:00,Pinar Hinojos,HV1-05,8,Bombus_terrestris,Ulex_australis,6,4,14:00 - 16:05,6,4,9,Ulex_australis,0,0,0,FALSE,1,1,1,136,136,136,136,136,136,0,0,0,0
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,1,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,5,1,2,Ulex_australis,0,0,NA,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,2,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,5,1,3,Ulex_australis,0,0,0,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,3,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,5,1,4,Ulex_australis,0,0,0,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,4,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,5,1,5,Ulex_australis,0,0,0,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,5,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,5,1,6,Ulex_australis,0,0,0,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,6,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,5,1,7,Ulex_australis,0,0,0,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,7,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,5,1,8,Ulex_australis,0,0,0,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,8,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,5,1,9,Ulex_australis,0,0,0,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,9,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,5,1,10,Ulex_australis,0,0,0,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,10,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,5,1,11,Ulex_australis,0,0,0,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,11,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,5,1,12,Ulex_australis,0,0,0,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,12,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,5,1,13,Ulex_australis,0,0,0,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,13,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,5,1,14,Ulex_australis,0,0,0,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,14,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,5,1,15,Ulex_australis,0,0,0,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,15,Bombus_terrestris,Ulex_australis,5,1,14:00 - 16:05,4,1,1,Ulex_australis,1,-0,-0,FALSE,1,NA,1,NA,156,NA,156,NA,156,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,1,Bombus_terrestris,Ulex_australis,4,1,14:00 - 16:05,4,1,2,Ulex_australis,0,0,NA,FALSE,1,1,1,156,156,156,156,156,156,0,0,0,0
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,2,Bombus_terrestris,Ulex_australis,4,1,14:00 - 16:05,2,2,1,Ulex_australis,2.23606797749979,-26.56505117707799,-26.56505117707799,FALSE,1,1,NA,156,NA,156,NA,156,NA,NA,NA,NA,NA
2021,61,09,1,14:30:00,Pinar Hinojos,HV1-06,1,Bombus_terrestris,Ulex_australis,2,2,14:00 - 16:05,2,2,2,Ulex_australis,0,0,NA,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,70,10,2,11:20:00,Pinar Hinojos,HV2-01,1,Melanostoma_sp,Halimium_calycinum,2,1,10:00 - 11:59,2,1,2,Halimium_calycinum,0,0,NA,FALSE,1,1,1,22,22,22,22,22,22,0,0,0,0
2021,70,10,2,11:20:00,Pinar Hinojos,HV2-01,2,Melanostoma_sp,Halimium_calycinum,2,1,10:00 - 11:59,2,1,3,Halimium_calycinum,0,0,0,FALSE,1,1,1,22,22,22,22,22,22,0,0,0,0
2021,70,10,2,11:20:00,Pinar Hinojos,HV2-01,3,Melanostoma_sp,Halimium_calycinum,2,1,10:00 - 11:59,2,1,4,Halimium_calycinum,0,0,0,FALSE,1,1,1,22,22,22,22,22,22,0,0,0,0
2021,70,10,2,11:35:00,Pinar Hinojos,HV2-02,1,Episyrphus_balteatus,Halimium_calycinum,2,1,10:00 - 11:59,2,1,2,Halimium_calycinum,0,0,NA,FALSE,1,1,1,22,22,22,22,22,22,0,0,0,0
2021,70,10,2,11:50:00,Pinar Hinojos,HV2-03,1,Anthophora_sp,Ulex_australis,3,3,10:00 - 11:59,3,3,2,Ulex_australis,0,0,NA,FALSE,1,1,1,88,88,88,88,88,88,0,0,0,0
2021,70,10,2,11:50:00,Pinar Hinojos,HV2-03,2,Anthophora_sp,Ulex_australis,3,3,10:00 - 11:59,3,3,3,Ulex_australis,0,0,0,FALSE,1,1,1,88,88,88,88,88,88,0,0,0,0
2021,70,10,2,11:50:00,Pinar Hinojos,HV2-03,3,Anthophora_sp,Ulex_australis,3,3,10:00 - 11:59,3,3,4,Ulex_australis,0,0,0,FALSE,1,1,1,88,88,88,88,88,88,0,0,0,0
2021,70,10,2,11:50:00,Pinar Hinojos,HV2-03,4,Anthophora_sp,Ulex_australis,3,3,10:00 - 11:59,3,3,5,Ulex_australis,0,0,0,FALSE,1,1,1,88,88,88,88,88,88,0,0,0,0
2021,70,10,2,11:50:00,Pinar Hinojos,HV2-03,5,Anthophora_sp,Ulex_australis,3,3,10:00 - 11:59,3,3,6,Ulex_australis,0,0,0,FALSE,1,1,1,88,88,88,88,88,88,0,0,0,0
2021,70,10,2,11:50:00,Pinar Hinojos,HV2-03,6,Anthophora_sp,Ulex_australis,3,3,10:00 - 11:59,3,3,7,Ulex_australis,0,0,0,FALSE,1,1,1,88,88,88,88,88,88,0,0,0,0
2021,70,10,2,12:30:00,Pinar Hinojos,HV2-04,1,Lasioglossum_morio,Halimium_calycinum,2,1,12:00 - 13:59,2,1,2,Halimium_calycinum,0,0,NA,FALSE,1,1,1,22,22,22,22,22,22,0,0,0,0
2021,70,10,2,12:40:00,Pinar Hinojos,HV2-05,1,Lasioglossum_morio,Halimium_calycinum,5,4,12:00 - 13:59,5,4,2,Halimium_calycinum,0,0,NA,FALSE,1,1,1,12,12,12,12,12,12,0,0,0,0
2021,70,10,2,12:40:00,Pinar Hinojos,HV2-05,2,Lasioglossum_morio,Halimium_calycinum,5,4,12:00 - 13:59,8,4,1,Halimium_calycinum,3,0,0,FALSE,1,1,2,12,431,12,79,12,79,1,419,67,67
2021,70,10,2,12:55:00,Pinar Hinojos,HV2-05,1,Lasioglossum_morio,Halimium_calycinum,8,4,12:00 - 13:59,8,4,2,Halimium_calycinum,0,0,NA,FALSE,1,2,2,431,431,79,79,79,79,0,0,0,0
