"","Andrena_sp_76","Anthophora_dispar_68","Apis_mellifera_64","Apis_mellifera_67","Apis_mellifera_69","Apis_mellifera_70","Apis_mellifera_75","Apis_mellifera_79","Apis_mellifera_83","Episyrphus_balteatus_65","Episyrphus_balteatus_71","Myathropa_florea_78","Nomada_fucata_77","Syritta_pipiens_74","Syrphidae_3_66"
"7-5 Rhamnus_lycioides",1,2,3,4,3,2,4,5,3,1,1,2,1,1,2
