"","Apis_mellifera_159","Apis_mellifera_160","Apis_mellifera_163","Apis_mellifera_164","Apis_mellifera_209","Apis_mellifera_91","Apis_mellifera_94","Psilothrix_viridicoerulea_93","Xylocopa_cantabrita_205","Xylocopa_cantabrita_210","Xylocopa_cantabrita_213"
"20-6 Cistus_crispus",6,3,4,1,3,2,3,2,2,1,1
