"Fecha","Bosque","X.Y","Planta","Flores","Observaciones","Periodo","x","y"
0021-04-16,3,"9.24","Potentilla montana",1,"",1,"9","24"
0021-04-16,3,"9.24","Viola riviniana",2,"",1,"9","24"
0021-04-16,3,"9.24","Lathyrus linifolius",2,"",1,"9","24"
0021-04-16,3,"10.24","0",0,"",1,"10","24"
0021-04-16,3,"11.24","0",0,"",1,"11","24"
0021-04-16,3,"12.24","Lathyrus linifolius",2,"",1,"12","24"
0021-04-16,3,"13.24","Lathyrus linifolius",2,"",1,"13","24"
0021-04-16,3,"14.24","Lathyrus linifolius",2,"",1,"14","24"
0021-04-16,3,"14.24","Taraxacum sp.",1,"",1,"14","24"
0021-04-16,3,"15.24","0",0,"",1,"15","24"
0021-04-16,3,"16.24","Polygala vulgaris",5,"",1,"16","24"
0021-04-16,3,"17.24","Lathyrus linifolius",2,"",1,"17","24"
0021-04-16,3,"17.24","Polygala vulgaris",1,"",1,"17","24"
0021-04-16,3,"18.24","0",0,"",1,"18","24"
0021-04-16,3,"19.24","Lathyrus linifolius",2,"",1,"19","24"
0021-04-16,3,"20.24","Lathyrus linifolius",2,"",1,"20","24"
0021-04-16,3,"20.24","Viola riviniana",1,"",1,"20","24"
0021-04-16,3,"20.24","Polygala vulgaris",11,"",1,"20","24"
0021-04-16,3,"21.24","Taraxacum sp.",1,"",1,"21","24"
0021-04-16,3,"22.24","Taraxacum sp.",1,"",1,"22","24"
0021-04-16,3,"22.24","Potentilla erecta",2,"",1,"22","24"
0021-04-16,3,"23.24","Polygala vulgaris",5,"",1,"23","24"
0021-04-16,3,"23.24","Lathyrus linifolius",5,"",1,"23","24"
0021-04-16,3,"24.24","Lathyrus linifolius",1,"",1,"24","24"
0021-04-16,3,"24.24","Potentilla erecta",2,"",1,"24","24"
0021-04-16,3,"24.24","Polygala vulgaris",2,"",1,"24","24"
0021-04-21,5,"0.24","0",0,"",1,"0","24"
0021-04-21,5,"1.24","0",0,"",1,"1","24"
0021-04-21,5,"2.24","0",0,"",1,"2","24"
0021-04-21,5,"3.24","0",0,"",1,"3","24"
0021-04-21,5,"4.24","0",0,"",1,"4","24"
0021-04-21,5,"5.24","0",0,"",1,"5","24"
0021-04-21,5,"6.24","0",0,"",1,"6","24"
0021-04-21,5,"7.24","0",0,"",1,"7","24"
0021-04-21,5,"8.24","0",0,"",1,"8","24"
0021-04-21,5,"9.24","0",0,"",1,"9","24"
0021-04-21,5,"10.24","0",0,"",1,"10","24"
0021-04-21,5,"11.24","0",0,"",1,"11","24"
0021-04-21,5,"12.24","0",0,"",1,"12","24"
0021-04-21,5,"13.24","0",0,"",1,"13","24"
0021-04-21,5,"14.24","0",0,"",1,"14","24"
0021-04-21,5,"15.24","0",0,"",1,"15","24"
0021-04-21,5,"16.24","0",0,"",1,"16","24"
0021-04-21,5,"17.24","0",0,"",1,"17","24"
0021-04-21,5,"18.24","0",0,"",1,"18","24"
0021-04-21,5,"19.24","0",0,"",1,"19","24"
0021-04-21,5,"20.24","0",0,"",1,"20","24"
0021-04-21,5,"21.24","0",0,"",1,"21","24"
0021-04-21,5,"22.24","Scilla verna",4,"",1,"22","24"
0021-04-21,5,"23.24","0",0,"",1,"23","24"
0021-04-21,5,"24.24","0",0,"",1,"24","24"
0021-04-21,5,"24.23","0",0,"",1,"24","23"
0021-04-21,5,"23.23","0",0,"",1,"23","23"
0021-04-21,5,"22.23","0",0,"",1,"22","23"
0021-04-21,5,"21.23","0",0,"",1,"21","23"
0021-04-21,5,"20.23","0",0,"",1,"20","23"
0021-04-21,5,"19.23","0",0,"",1,"19","23"
0021-04-21,5,"18.23","0",0,"",1,"18","23"
0021-04-21,5,"17.23","0",0,"",1,"17","23"
0021-04-21,5,"16.23","0",0,"",1,"16","23"
0021-04-21,5,"15.23","0",0,"",1,"15","23"
0021-04-21,5,"14.23","0",0,"",1,"14","23"
0021-04-21,5,"13.23","Scilla verna",2,"",1,"13","23"
0021-04-21,5,"12.23","0",0,"",1,"12","23"
0021-04-21,5,"11.23","Scilla verna",2,"",1,"11","23"
0021-04-21,5,"10.23","0",0,"",1,"10","23"
0021-04-21,5,"9.23","0",0,"",1,"9","23"
0021-04-21,5,"8.23","0",0,"",1,"8","23"
0021-04-21,5,"7.23","0",0,"",1,"7","23"
0021-04-21,5,"6.23","0",0,"",1,"6","23"
0021-04-21,5,"5.23","0",0,"",1,"5","23"
0021-04-21,5,"4.23","0",0,"",1,"4","23"
0021-04-21,5,"3.23","0",0,"",1,"3","23"
0021-04-21,5,"2.23","0",0,"",1,"2","23"
0021-04-21,5,"1.23","0",0,"",1,"1","23"
0021-04-21,5,"0.23","0",0,"",1,"0","23"
0021-04-21,5,"0.22","0",0,"",1,"0","22"
0021-04-21,5,"1.22","0",0,"",1,"1","22"
0021-04-21,5,"2.22","0",0,"",1,"2","22"
0021-04-21,5,"3.22","0",0,"",1,"3","22"
0021-04-21,5,"4.22","0",0,"",1,"4","22"
0021-04-21,5,"5.22","0",0,"",1,"5","22"
0021-04-21,5,"6.22","0",0,"",1,"6","22"
0021-04-21,5,"7.22","0",0,"",1,"7","22"
0021-04-21,5,"8.22","0",0,"",1,"8","22"
0021-04-21,5,"9.22","Carex sp.",1,"",1,"9","22"
0021-04-21,5,"10.22","0",0,"",1,"10","22"
0021-04-21,5,"11.22","0",0,"",1,"11","22"
0021-04-21,5,"12.22","0",0,"",1,"12","22"
0021-04-21,5,"13.22","Scilla verna",4,"",1,"13","22"
0021-04-21,5,"14.22","0",0,"",1,"14","22"
0021-04-21,5,"15.22","0",0,"",1,"15","22"
0021-04-21,5,"16.22","0",0,"",1,"16","22"
0021-04-21,5,"17.22","0",0,"",1,"17","22"
0021-04-21,5,"18.22","Scilla verna",2,"",1,"18","22"
0021-04-21,5,"19.22","0",0,"",1,"19","22"
0021-04-21,5,"20.22","0",0,"",1,"20","22"
0021-04-21,5,"21.22","0",0,"",1,"21","22"
0021-04-21,5,"22.22","0",0,"",1,"22","22"
0021-04-21,5,"23.22","Carex sp.",4,"",1,"23","22"
0021-04-21,5,"24.22","0",0,"",1,"24","22"
0021-04-21,5,"24.21","0",0,"",1,"24","21"
0021-04-21,5,"23.21","0",0,"",1,"23","21"
0021-04-21,5,"22.21","0",0,"",1,"22","21"
0021-04-21,5,"21.21","Carex sp.",1,"",1,"21","21"
0021-04-21,5,"20.21","Carex sp.",1,"",1,"20","21"
0021-04-21,5,"20.21","Scilla verna",2,"",1,"20","21"
0021-04-21,5,"19.21","0",0,"",1,"19","21"
0021-04-21,5,"18.21","0",0,"",1,"18","21"
0021-04-21,5,"17.21","0",0,"",1,"17","21"
0021-04-21,5,"16.21","0",0,"",1,"16","21"
0021-04-21,5,"15.21","0",0,"",1,"15","21"
0021-04-21,5,"14.21","0",0,"",1,"14","21"
0021-04-21,5,"13.21","Scilla verna",3,"",1,"13","21"
0021-04-21,5,"12.21","Scilla verna",2,"",1,"12","21"
0021-04-21,5,"11.21","0",0,"",1,"11","21"
0021-04-21,5,"10.21","0",0,"",1,"10","21"
0021-04-21,5,"9.21","0",0,"",1,"9","21"
0021-04-21,5,"8.21","0",0,"",1,"8","21"
0021-04-21,5,"7.21","Scilla verna",2,"",1,"7","21"
0021-04-21,5,"6.21","0",0,"",1,"6","21"
0021-04-21,5,"5.21","0",0,"",1,"5","21"
0021-04-21,5,"4.21","0",0,"",1,"4","21"
0021-04-21,5,"3.21","0",0,"",1,"3","21"
0021-04-21,5,"2.21","0",0,"",1,"2","21"
0021-04-21,5,"1.21","0",0,"",1,"1","21"
0021-04-21,5,"0.21","0",0,"",1,"0","21"
0021-04-21,5,"0.2","0",0,"",1,"0","2"
0021-04-21,5,"1.2","0",0,"",1,"1","2"
0021-04-21,5,"2.2","Scilla verna",2,"",1,"2","2"
0021-04-21,5,"3.2","0",0,"",1,"3","2"
0021-04-21,5,"4.2","0",0,"",1,"4","2"
0021-04-21,5,"5.2","Carex sp.",1,"",1,"5","2"
0021-04-21,5,"6.2","0",0,"",1,"6","2"
0021-04-21,5,"7.2","0",0,"",1,"7","2"
0021-04-21,5,"8.2","0",0,"",1,"8","2"
0021-04-21,5,"9.2","0",0,"",1,"9","2"
0021-04-21,5,"10.2","0",0,"",1,"10","2"
0021-04-21,5,"11.2","0",0,"",1,"11","2"
0021-04-21,5,"12.2","0",0,"",1,"12","2"
0021-04-21,5,"13.2","0",0,"",1,"13","2"
0021-04-21,5,"14.2","0",0,"",1,"14","2"
0021-04-21,5,"15.2","0",0,"",1,"15","2"
0021-04-21,5,"16.2","0",0,"",1,"16","2"
0021-04-21,5,"17.2","0",0,"",1,"17","2"
0021-04-21,5,"18.2","0",0,"",1,"18","2"
0021-04-21,5,"19.2","0",0,"",1,"19","2"
0021-04-21,5,"20.2","0",0,"",1,"20","2"
0021-04-21,5,"21.2","0",0,"",1,"21","2"
0021-04-21,5,"22.2","Carex sp.",3,"",1,"22","2"
0021-04-21,5,"23.2","Scilla verna",2,"",1,"23","2"
0021-04-21,5,"23.2","Carex sp.",3,"",1,"23","2"
0021-04-21,5,"24.2","Scilla verna",1,"",1,"24","2"
0021-04-21,5,"24.19","Scilla verna",2,"",1,"24","19"
0021-04-21,5,"23.19","Scilla verna",1,"",1,"23","19"
0021-04-21,5,"22.19","Scilla verna",1,"",1,"22","19"
0021-04-21,5,"21.19","0",0,"",1,"21","19"
0021-04-21,5,"20.19","0",0,"",1,"20","19"
0021-04-21,5,"19.19","0",0,"",1,"19","19"
0021-04-21,5,"18.19","0",0,"",1,"18","19"
0021-04-21,5,"17.19","0",0,"",1,"17","19"
0021-04-21,5,"16.19","0",0,"",1,"16","19"
0021-04-21,5,"15.19","0",0,"",1,"15","19"
0021-04-21,5,"14.19","0",0,"",1,"14","19"
0021-04-21,5,"13.19","0",0,"",1,"13","19"
0021-04-21,5,"12.19","0",0,"",1,"12","19"
0021-04-21,5,"11.19","0",0,"",1,"11","19"
0021-04-21,5,"10.19","0",0,"",1,"10","19"
0021-04-21,5,"9.19","Scilla verna",6,"",1,"9","19"
0021-04-21,5,"8.19","0",0,"",1,"8","19"
0021-04-21,5,"7.19","0",0,"",1,"7","19"
0021-04-21,5,"6.19","0",0,"",1,"6","19"
0021-04-21,5,"5.19","Carex sp.",10,"",1,"5","19"
0021-04-21,5,"4.19","Scilla verna",3,"",1,"4","19"
0021-04-21,5,"4.19","Carex sp.",1,"",1,"4","19"
0021-04-21,5,"3.19","0",0,"",1,"3","19"
0021-04-21,5,"2.19","0",0,"",1,"2","19"
0021-04-21,5,"1.19","0",0,"",1,"1","19"
0021-04-21,5,"0.19","0",0,"",1,"0","19"
0021-04-21,5,"0.18","Carex sp.",2,"",1,"0","18"
0021-04-21,5,"1.18","0",0,"",1,"1","18"
0021-04-21,5,"2.18","0",0,"",1,"2","18"
0021-04-21,5,"3.18","0",0,"",1,"3","18"
0021-04-21,5,"4.18","0",0,"",1,"4","18"
0021-04-21,5,"5.18","Carex sp.",3,"",1,"5","18"
0021-04-21,5,"6.18","Carex sp.",4,"",1,"6","18"
0021-04-21,5,"7.18","0",0,"",1,"7","18"
0021-04-21,5,"8.18","0",0,"",1,"8","18"
0021-04-21,5,"9.18","0",0,"",1,"9","18"
0021-04-21,5,"10.18","0",0,"",1,"10","18"
0021-04-21,5,"11.18","0",0,"",1,"11","18"
0021-04-21,5,"12.18","0",0,"",1,"12","18"
0021-04-21,5,"13.18","0",0,"",1,"13","18"
0021-04-21,5,"14.18","0",0,"",1,"14","18"
0021-04-21,5,"15.18","0",0,"",1,"15","18"
0021-04-21,5,"16.18","0",0,"",1,"16","18"
0021-04-21,5,"17.18","0",0,"",1,"17","18"
0021-04-21,5,"18.18","0",0,"",1,"18","18"
0021-04-21,5,"19.18","0",0,"",1,"19","18"
0021-04-21,5,"20.18","0",0,"",1,"20","18"
0021-04-21,5,"21.18","0",0,"",1,"21","18"
0021-04-21,5,"22.18","Scilla verna",3,"",1,"22","18"
0021-04-21,5,"23.18","0",0,"",1,"23","18"
0021-04-21,5,"24.18","Scilla verna",3,"",1,"24","18"
0021-04-21,5,"24.17","Scilla verna",1,"",1,"24","17"
0021-04-21,5,"23.17","0",0,"",1,"23","17"
0021-04-21,5,"22.17","0",0,"",1,"22","17"
0021-04-21,5,"21.17","0",0,"",1,"21","17"
0021-04-21,5,"20.17","Carex sp.",5,"",1,"20","17"
0021-04-21,5,"20.17","Scilla verna",1,"",1,"20","17"
0021-04-21,5,"19.17","0",0,"",1,"19","17"
0021-04-21,5,"18.17","0",0,"",1,"18","17"
0021-04-21,5,"17.17","0",0,"",1,"17","17"
0021-04-21,5,"16.17","0",0,"",1,"16","17"
0021-04-21,5,"15.17","0",0,"",1,"15","17"
0021-04-21,5,"14.17","0",0,"",1,"14","17"
0021-04-21,5,"13.17","0",0,"",1,"13","17"
0021-04-21,5,"12.17","0",0,"",1,"12","17"
0021-04-21,5,"11.17","0",0,"",1,"11","17"
0021-04-21,5,"10.17","0",0,"",1,"10","17"
0021-04-21,5,"9.17","0",0,"",1,"9","17"
0021-04-21,5,"8.17","0",0,"",1,"8","17"
0021-04-21,5,"7.17","0",0,"",1,"7","17"
0021-04-21,5,"6.17","Scilla verna",1,"",1,"6","17"
0021-04-21,5,"5.17","Carex sp.",3,"",1,"5","17"
0021-04-21,5,"4.17","Carex sp.",7,"",1,"4","17"
0021-04-21,5,"4.17","Scilla verna",2,"",1,"4","17"
0021-04-21,5,"3.17","Carex sp.",1,"",1,"3","17"
0021-04-21,5,"2.17","0",0,"",1,"2","17"
0021-04-21,5,"1.17","0",0,"",1,"1","17"
0021-04-21,5,"0.17","Scilla verna",1,"",1,"0","17"
0021-04-21,5,"0.16","0",0,"",1,"0","16"
0021-04-21,5,"1.16","0",0,"",1,"1","16"
0021-04-21,5,"2.16","Carex sp.",1,"",1,"2","16"
0021-04-21,5,"3.16","Carex sp.",2,"",1,"3","16"
0021-04-21,5,"4.16","Carex sp.",1,"",1,"4","16"
0021-04-21,5,"5.16","Carex sp.",5,"",1,"5","16"
0021-04-21,5,"6.16","Scilla verna",1,"",1,"6","16"
0021-04-21,5,"7.16","0",0,"",1,"7","16"
0021-04-21,5,"8.16","Carex sp.",1,"",1,"8","16"
0021-04-21,5,"9.16","0",0,"",1,"9","16"
0021-04-21,5,"10.16","0",0,"",1,"10","16"
0021-04-21,5,"11.16","0",0,"",1,"11","16"
0021-04-21,5,"12.16","0",0,"",1,"12","16"
0021-04-21,5,"13.16","0",0,"",1,"13","16"
0021-04-21,5,"14.16","0",0,"",1,"14","16"
0021-04-21,5,"15.16","0",0,"",1,"15","16"
0021-04-21,5,"16.16","0",0,"",1,"16","16"
0021-04-21,5,"17.16","0",0,"",1,"17","16"
0021-04-21,5,"18.16","Scilla verna",3,"",1,"18","16"
0021-04-21,5,"19.16","0",0,"",1,"19","16"
0021-04-21,5,"20.16","0",0,"",1,"20","16"
0021-04-21,5,"21.16","0",0,"",1,"21","16"
0021-04-21,5,"22.16","0",0,"",1,"22","16"
0021-04-21,5,"23.16","0",0,"",1,"23","16"
0021-04-21,5,"24.16","Scilla verna",1,"",1,"24","16"
0021-04-21,5,"24.15","0",0,"",1,"24","15"
0021-04-21,5,"23.15","0",0,"",1,"23","15"
0021-04-21,5,"22.15","0",0,"",1,"22","15"
0021-04-21,5,"21.15","Scilla verna",1,"",1,"21","15"
0021-04-21,5,"20.15","0",0,"",1,"20","15"
0021-04-21,5,"19.15","0",0,"",1,"19","15"
0021-04-21,5,"18.15","0",0,"",1,"18","15"
0021-04-21,5,"17.15","0",0,"",1,"17","15"
0021-04-21,5,"16.15","0",0,"",1,"16","15"
0021-04-21,5,"15.15","0",0,"",1,"15","15"
0021-04-21,5,"14.15","0",0,"",1,"14","15"
0021-04-21,5,"13.15","0",0,"",1,"13","15"
0021-04-21,5,"12.15","0",0,"",1,"12","15"
0021-04-21,5,"11.15","0",0,"",1,"11","15"
0021-04-21,5,"10.15","0",0,"",1,"10","15"
0021-04-21,5,"9.15","0",0,"",1,"9","15"
0021-04-21,5,"8.15","0",0,"",1,"8","15"
0021-04-21,5,"7.15","0",0,"",1,"7","15"
0021-04-21,5,"6.15","0",0,"",1,"6","15"
0021-04-21,5,"5.15","0",0,"",1,"5","15"
0021-04-21,5,"4.15","0",0,"",1,"4","15"
0021-04-21,5,"3.15","Carex sp.",3,"",1,"3","15"
0021-04-21,5,"2.15","0",0,"",1,"2","15"
0021-04-21,5,"1.15","0",0,"",1,"1","15"
0021-04-21,5,"0.15","0",0,"",1,"0","15"
0021-04-21,5,"0.14","Carex sp.",17,"",1,"0","14"
0021-04-21,5,"1.14","0",0,"",1,"1","14"
0021-04-21,5,"2.14","0",0,"",1,"2","14"
0021-04-21,5,"3.14","0",0,"",1,"3","14"
0021-04-21,5,"4.14","Carex sp.",2,"",1,"4","14"
0021-04-21,5,"5.14","0",0,"",1,"5","14"
0021-04-21,5,"6.14","0",0,"",1,"6","14"
0021-04-21,5,"7.14","Carex sp.",1,"",1,"7","14"
0021-04-21,5,"8.14","0",0,"",1,"8","14"
0021-04-21,5,"9.14","0",0,"",1,"9","14"
0021-04-21,5,"10.14","Scilla verna",1,"",1,"10","14"
0021-04-21,5,"11.14","0",0,"",1,"11","14"
0021-04-21,5,"12.14","0",0,"",1,"12","14"
0021-04-21,5,"13.14","0",0,"",1,"13","14"
0021-04-21,5,"14.14","0",0,"",1,"14","14"
0021-04-21,5,"15.14","0",0,"",1,"15","14"
0021-04-21,5,"16.14","0",0,"",1,"16","14"
0021-04-21,5,"17.14","0",0,"",1,"17","14"
0021-04-21,5,"18.14","0",0,"",1,"18","14"
0021-04-21,5,"19.14","Scilla verna",1,"",1,"19","14"
0021-04-21,5,"20.14","Scilla verna",2,"",1,"20","14"
0021-04-21,5,"21.14","Scilla verna",6,"",1,"21","14"
0021-04-21,5,"22.14","0",0,"",1,"22","14"
0021-04-21,5,"23.14","0",0,"",1,"23","14"
0021-04-21,5,"24.14","0",0,"",1,"24","14"
0021-04-21,5,"24.13","0",0,"",1,"24","13"
0021-04-21,5,"23.13","Scilla verna",1,"",1,"23","13"
0021-04-21,5,"22.13","0",0,"",1,"22","13"
0021-04-21,5,"21.13","0",0,"",1,"21","13"
0021-04-21,5,"20.13","Scilla verna",2,"",1,"20","13"
0021-04-21,5,"19.13","0",0,"",1,"19","13"
0021-04-21,5,"18.13","Carex sp.",2,"",1,"18","13"
0021-04-21,5,"17.13","0",0,"",1,"17","13"
0021-04-21,5,"16.13","0",0,"",1,"16","13"
0021-04-21,5,"15.13","0",0,"",1,"15","13"
0021-04-21,5,"14.13","0",0,"",1,"14","13"
0021-04-21,5,"13.13","0",0,"",1,"13","13"
0021-04-21,5,"12.13","0",0,"",1,"12","13"
0021-04-21,5,"11.13","0",0,"",1,"11","13"
0021-04-21,5,"10.13","0",0,"",1,"10","13"
0021-04-21,5,"9.13","0",0,"",1,"9","13"
0021-04-21,5,"8.13","0",0,"",1,"8","13"
0021-04-21,5,"7.13","0",0,"",1,"7","13"
0021-04-21,5,"6.13","0",0,"",1,"6","13"
0021-04-21,5,"5.13","0",0,"",1,"5","13"
0021-04-21,5,"4.13","0",0,"",1,"4","13"
0021-04-21,5,"3.13","0",0,"",1,"3","13"
0021-04-21,5,"2.13","0",0,"",1,"2","13"
0021-04-21,5,"1.13","0",0,"",1,"1","13"
0021-04-21,5,"0.13","Scilla verna",7,"",1,"0","13"
0021-04-21,5,"0.12","0",0,"",1,"0","12"
0021-04-21,5,"1.12","Scilla verna",2,"",1,"1","12"
0021-04-21,5,"2.12","Carex sp.",2,"",1,"2","12"
0021-04-21,5,"3.12","Carex sp.",1,"",1,"3","12"
0021-04-21,5,"4.12","Carex sp.",3,"",1,"4","12"
0021-04-21,5,"4.12","Scilla verna",5,"",1,"4","12"
0021-04-21,5,"5.12","0",0,"",1,"5","12"
0021-04-21,5,"6.12","0",0,"",1,"6","12"
0021-04-21,5,"7.12","0",0,"",1,"7","12"
0021-04-21,5,"8.12","0",0,"",1,"8","12"
0021-04-21,5,"9.12","0",0,"",1,"9","12"
0021-04-21,5,"10.12","0",0,"",1,"10","12"
0021-04-21,5,"11.12","0",0,"",1,"11","12"
0021-04-21,5,"12.12","0",0,"",1,"12","12"
0021-04-21,5,"13.12","0",0,"",1,"13","12"
0021-04-21,5,"14.12","0",0,"",1,"14","12"
0021-04-21,5,"15.12","Scilla verna",5,"",1,"15","12"
0021-04-21,5,"16.12","0",0,"",1,"16","12"
0021-04-21,5,"17.12","0",0,"",1,"17","12"
0021-04-21,5,"18.12","0",0,"",1,"18","12"
0021-04-21,5,"19.12","0",0,"",1,"19","12"
0021-04-21,5,"20.12","Scilla verna",1,"",1,"20","12"
0021-04-21,5,"21.12","0",0,"",1,"21","12"
0021-04-21,5,"22.12","0",0,"",1,"22","12"
0021-04-21,5,"23.12","0",0,"",1,"23","12"
0021-04-21,5,"24.12","0",0,"",1,"24","12"
0021-04-21,5,"24.11","0",0,"",1,"24","11"
0021-04-21,5,"23.11","Scilla verna",3,"",1,"23","11"
0021-04-21,5,"22.11","0",0,"",1,"22","11"
0021-04-21,5,"21.11","0",0,"",1,"21","11"
0021-04-21,5,"20.11","Scilla verna",4,"",1,"20","11"
0021-04-21,5,"19.11","Scilla verna",1,"",1,"19","11"
0021-04-21,5,"18.11","0",0,"",1,"18","11"
0021-04-21,5,"17.11","0",0,"",1,"17","11"
0021-04-21,5,"16.11","0",0,"",1,"16","11"
0021-04-21,5,"15.11","Scilla verna",8,"",1,"15","11"
0021-04-21,5,"14.11","0",0,"",1,"14","11"
0021-04-21,5,"13.11","0",0,"",1,"13","11"
0021-04-21,5,"12.11","0",0,"",1,"12","11"
0021-04-21,5,"11.11","0",0,"",1,"11","11"
0021-04-21,5,"10.11","0",0,"",1,"10","11"
0021-04-21,5,"9.11","0",0,"",1,"9","11"
0021-04-21,5,"8.11","Scilla verna",1,"",1,"8","11"
0021-04-21,5,"7.11","0",0,"",1,"7","11"
0021-04-21,5,"6.11","0",0,"",1,"6","11"
0021-04-21,5,"5.11","0",0,"",1,"5","11"
0021-04-21,5,"4.11","0",0,"",1,"4","11"
0021-04-21,5,"3.11","0",0,"",1,"3","11"
0021-04-21,5,"2.11","Scilla verna",2,"",1,"2","11"
0021-04-21,5,"2.11","Carex sp.",2,"",1,"2","11"
0021-04-21,5,"1.11","Carex sp.",4,"",1,"1","11"
0021-04-21,5,"0.11","0",0,"",1,"0","11"
0021-04-21,5,"0.1","0",0,"",1,"0","1"
0021-04-21,5,"1.1","Carex sp.",3,"",1,"1","1"
0021-04-21,5,"2.1","0",0,"",1,"2","1"
0021-04-21,5,"3.1","0",0,"",1,"3","1"
0021-04-21,5,"4.1","0",0,"",1,"4","1"
0021-04-21,5,"5.1","0",0,"",1,"5","1"
0021-04-21,5,"6.1","Scilla verna",2,"",1,"6","1"
0021-04-21,5,"7.1","0",0,"",1,"7","1"
0021-04-21,5,"8.1","0",0,"",1,"8","1"
0021-04-21,5,"9.1","0",0,"",1,"9","1"
0021-04-21,5,"10.1","0",0,"",1,"10","1"
0021-04-21,5,"11.1","0",0,"",1,"11","1"
0021-04-21,5,"12.1","0",0,"",1,"12","1"
0021-04-21,5,"13.1","0",0,"",1,"13","1"
0021-04-21,5,"14.1","0",0,"",1,"14","1"
0021-04-21,5,"15.1","0",0,"",1,"15","1"
0021-04-21,5,"16.1","0",0,"",1,"16","1"
0021-04-21,5,"17.1","0",0,"",1,"17","1"
0021-04-21,5,"18.1","0",0,"",1,"18","1"
0021-04-21,5,"19.1","0",0,"",1,"19","1"
0021-04-21,5,"20.1","0",0,"",1,"20","1"
0021-04-21,5,"21.1","Scilla verna",2,"",1,"21","1"
0021-04-21,5,"22.1","Scilla verna",7,"",1,"22","1"
0021-04-21,5,"23.1","0",0,"",1,"23","1"
0021-04-21,5,"24.1","0",0,"",1,"24","1"
0021-04-21,5,"24.09","Scilla verna",9,"",1,"24","09"
0021-04-21,5,"23.09","Scilla verna",2,"",1,"23","09"
0021-04-21,5,"22.09","Scilla verna",5,"",1,"22","09"
0021-04-21,5,"21.09","Scilla verna",1,"",1,"21","09"
0021-04-21,5,"20.09","0",0,"",1,"20","09"
0021-04-21,5,"19.09","0",0,"",1,"19","09"
0021-04-21,5,"18.09","0",0,"",1,"18","09"
0021-04-21,5,"17.09","0",0,"",1,"17","09"
0021-04-21,5,"16.09","0",0,"",1,"16","09"
0021-04-21,5,"15.09","0",0,"",1,"15","09"
0021-04-21,5,"14.09","0",0,"",1,"14","09"
0021-04-21,5,"13.09","Carex sp.",1,"",1,"13","09"
0021-04-21,5,"12.09","Carex sp.",1,"",1,"12","09"
0021-04-21,5,"11.09","Scilla verna",5,"",1,"11","09"
0021-04-21,5,"10.09","0",0,"",1,"10","09"
0021-04-21,5,"9.09","Scilla verna",4,"",1,"9","09"
0021-04-21,5,"8.09","Scilla verna",1,"",1,"8","09"
0021-04-21,5,"7.09","0",0,"",1,"7","09"
0021-04-21,5,"6.09","0",0,"",1,"6","09"
0021-04-21,5,"5.09","0",0,"",1,"5","09"
0021-04-21,5,"4.09","Scilla verna",1,"",1,"4","09"
0021-04-21,5,"3.09","0",0,"",1,"3","09"
0021-04-21,5,"2.09","Scilla verna",1,"",1,"2","09"
0021-04-21,5,"1.09","0",0,"",1,"1","09"
0021-04-21,5,"0.09","0",0,"",1,"0","09"
0021-04-21,5,"0.08","0",0,"",1,"0","08"
0021-04-21,5,"1.08","0",0,"",1,"1","08"
0021-04-21,5,"2.08","0",0,"",1,"2","08"
0021-04-21,5,"3.08","0",0,"",1,"3","08"
0021-04-21,5,"4.08","0",0,"",1,"4","08"
0021-04-21,5,"5.08","0",0,"",1,"5","08"
0021-04-21,5,"6.08","0",0,"",1,"6","08"
0021-04-21,5,"7.08","0",0,"",1,"7","08"
0021-04-21,5,"8.08","Scilla verna",2,"",1,"8","08"
0021-04-21,5,"9.08","Scilla verna",2,"",1,"9","08"
0021-04-21,5,"10.08","Scilla verna",1,"",1,"10","08"
0021-04-21,5,"11.08","0",0,"",1,"11","08"
0021-04-21,5,"12.08","0",0,"",1,"12","08"
0021-04-21,5,"13.08","Scilla verna",2,"",1,"13","08"
0021-04-21,5,"14.08","0",0,"",1,"14","08"
0021-04-21,5,"15.08","0",0,"",1,"15","08"
0021-04-21,5,"16.08","0",0,"",1,"16","08"
0021-04-21,5,"17.08","0",0,"",1,"17","08"
0021-04-21,5,"18.08","0",0,"",1,"18","08"
0021-04-21,5,"19.08","Scilla verna",3,"",1,"19","08"
0021-04-21,5,"20.08","Scilla verna",2,"",1,"20","08"
0021-04-21,5,"21.08","Scilla verna",1,"",1,"21","08"
0021-04-21,5,"22.08","Scilla verna",5,"",1,"22","08"
0021-04-21,5,"23.08","0",0,"",1,"23","08"
0021-04-21,5,"24.08","Scilla verna",2,"",1,"24","08"
0021-04-21,5,"24.07","0",0,"",1,"24","07"
0021-04-21,5,"23.07","Scilla verna",4,"",1,"23","07"
0021-04-21,5,"22.07","0",0,"",1,"22","07"
0021-04-21,5,"21.07","0",0,"",1,"21","07"
0021-04-21,5,"20.07","Scilla verna",1,"",1,"20","07"
0021-04-21,5,"19.07","0",0,"",1,"19","07"
0021-04-21,5,"18.07","0",0,"",1,"18","07"
0021-04-21,5,"17.07","0",0,"",1,"17","07"
0021-04-21,5,"16.07","0",0,"",1,"16","07"
0021-04-21,5,"15.07","0",0,"",1,"15","07"
0021-04-21,5,"14.07","0",0,"",1,"14","07"
0021-04-21,5,"13.07","0",0,"",1,"13","07"
0021-04-21,5,"12.07","0",0,"",1,"12","07"
0021-04-21,5,"11.07","0",0,"",1,"11","07"
0021-04-21,5,"10.07","Scilla verna",2,"",1,"10","07"
