"","Fecha","Hora","Periodo_hora","Bosque","Codigo_vuelo_dia","Codigo_vuelos","Orden","Polinizador","Codigo_captura","Sexo","Planta","xy","Fecha2","Periodo_fecha","X","Y"
"1",2020-04-08,"11:30:00",1,2,1,1,1,"Apis mellifera","","","Helleborus viridis",23.2,2021-04-08,"1","23","2"
"2",2020-04-08,"11:30:00",1,2,1,1,2,"Apis mellifera","","","Helleborus viridis",23.2,2021-04-08,"1","23","2"
"3",2020-04-08,"11:30:00",1,2,1,1,3,"Apis mellifera","","","Helleborus viridis",23.2,2021-04-08,"1","23","2"
"4",2020-04-08,"11:58:00",1,2,2,2,1,"Apis mellifera","","","Helleborus viridis",23.21,2021-04-08,"1","23","21"
"5",2020-04-08,"11:58:00",1,2,2,2,2,"Apis mellifera","","","Ranunculus repens",23.21,2021-04-08,"1","23","21"
"6",2020-04-08,"11:58:00",1,2,2,2,3,"Apis mellifera","","","Helleborus viridis",23.21,2021-04-08,"1","23","21"
"7",2020-04-08,"11:59:00",1,2,3,3,1,"Apis mellifera","","","Helleborus viridis",23.2,2021-04-08,"1","23","2"
"8",2020-04-08,"11:59:00",1,2,3,3,2,"Apis mellifera","","","Helleborus viridis",23.2,2021-04-08,"1","23","2"
"9",2020-04-08,"11:59:00",1,2,3,3,3,"Apis mellifera","","","Helleborus viridis",23.21,2021-04-08,"1","23","21"
"10",2020-04-08,"11:59:00",1,2,3,3,4,"Apis mellifera","","","Helleborus viridis",19.18,2021-04-08,"1","19","18"
"11",2020-04-08,"12:44:00",2,2,4,4,1,"Bombus terrestris","","","Helleborus viridis",23.2,2021-04-08,"1","23","2"
"12",2020-04-08,"12:44:00",2,2,4,4,2,"Bombus terrestris","","","Helleborus viridis",23.2,2021-04-08,"1","23","2"
"13",2020-04-08,"13:20:00",2,2,5,5,1,"Andrena cineraria","C1","","Potentilla montana",15.15,2021-04-08,"1","15","15"
"14",2020-04-08,"13:20:00",2,2,5,5,2,"Andrena cineraria","C1","","Potentilla montana",16.15,2021-04-08,"1","16","15"
"15",2020-04-08,"13:20:00",2,2,5,5,3,"Andrena cineraria","C1","","Potentilla montana",16.15,2021-04-08,"1","16","15"
"16",2020-04-08,"15:49:00",3,2,6,6,1,"Bombus terrestris","","","Helleborus viridis",19.18,2021-04-08,"1","19","18"
"17",2020-04-08,"15:49:00",3,2,6,6,2,"Bombus terrestris","","","Helleborus viridis",17.19,2021-04-08,"1","17","19"
"18",2020-04-08,"16:03:00",3,2,7,7,1,"Apis mellifera","","","Helleborus viridis",24.09,2021-04-08,"1","24","09"
"19",2020-04-08,"16:03:00",3,2,7,7,2,"Apis mellifera","","","Helleborus viridis",24.09,2021-04-08,"1","24","09"
"20",2020-04-13,"15:20:00",3,3,1,8,1,"Andrena nitida","","","Scilla verna",11.03,2021-04-13,"1","11","03"
"21",2020-04-13,"15:20:00",3,3,1,8,2,"Andrena nitida","","","Scilla verna",11.03,2021-04-13,"1","11","03"
"22",2020-04-13,"15:20:00",3,3,1,8,3,"Andrena nitida","","","Scilla verna",11.03,2021-04-13,"1","11","03"
"23",2020-04-13,"15:20:00",3,3,1,8,4,"Andrena nitida","","","Scilla verna",11.03,2021-04-13,"1","11","03"
"24",2020-04-13,"15:20:00",3,3,1,8,5,"Andrena nitida","","","Scilla verna",11.03,2021-04-13,"1","11","03"
"25",2020-04-13,"15:20:00",3,3,1,8,6,"Andrena nitida","","","Scilla verna",16.02,2021-04-13,"1","16","02"
"26",2020-04-13,"15:20:00",3,3,1,8,7,"Andrena nitida","","","Scilla verna",16.02,2021-04-13,"1","16","02"
"27",2020-04-13,"15:20:00",3,3,1,8,8,"Andrena nitida","","","Scilla verna",16.01,2021-04-13,"1","16","01"
"28",2020-04-13,"15:20:00",3,3,1,8,9,"Andrena nitida","","","Potentilla montana",17,2021-04-13,"1","17","17"
"29",2020-04-13,"14:16:00",2,3,2,9,1,"Bombus lapidarius","","","Lathyrus linifolius",10.13,2021-04-13,"1","10","13"
"30",2020-04-13,"14:16:00",2,3,2,9,2,"Bombus lapidarius","","","Lathyrus linifolius",12.16,2021-04-13,"1","12","16"
"31",2020-04-13,"15:55:00",3,3,3,10,1,"Bombus pascuorum","","","Lathyrus linifolius",22.2,2021-04-13,"1","22","2"
"32",2020-04-13,"15:55:00",3,3,3,10,2,"Bombus pascuorum","","","Lathyrus linifolius",22.2,2021-04-13,"1","22","2"
"33",2020-04-13,"16:10:00",3,3,4,11,1,"Bombus pascuorum","","","Lathyrus linifolius",0.14,2021-04-13,"1","0","14"
"34",2020-04-13,"16:10:00",3,3,4,11,2,"Bombus pascuorum","","","Lathyrus linifolius",1.13,2021-04-13,"1","1","13"
"35",2020-04-13,"16:10:00",3,3,4,11,3,"Bombus pascuorum","","","Lathyrus linifolius",2.15,2021-04-13,"1","2","15"
"36",2020-04-13,"16:10:00",3,3,4,11,4,"Bombus pascuorum","","","Lathyrus linifolius",3.15,2021-04-13,"1","3","15"
"37",2020-04-13,"16:10:00",3,3,4,11,5,"Bombus pascuorum","","","Lathyrus linifolius",1.16,2021-04-13,"1","1","16"
"38",2020-04-13,"16:10:00",3,3,4,11,6,"Bombus pascuorum","","","Lathyrus linifolius",2.17,2021-04-13,"1","2","17"
"39",2020-04-13,"16:10:00",3,3,4,11,7,"Bombus pascuorum","","","Lathyrus linifolius",0.17,2021-04-13,"1","0","17"
"40",2020-04-13,"16:10:00",3,3,4,11,8,"Bombus pascuorum","","","Lathyrus linifolius",0.17,2021-04-13,"1","0","17"
"41",2020-04-13,"16:10:00",3,3,4,11,9,"Bombus pascuorum","","","Lathyrus linifolius",3.18,2021-04-13,"1","3","18"
"42",2020-04-13,"16:10:00",3,3,4,11,10,"Bombus pascuorum","","","Lathyrus linifolius",3.19,2021-04-13,"1","3","19"
"43",2020-04-13,"16:10:00",3,3,4,11,11,"Bombus pascuorum","","","Lathyrus linifolius",3.19,2021-04-13,"1","3","19"
"44",2020-04-13,"16:10:00",3,3,4,11,12,"Bombus pascuorum","","","Lathyrus linifolius",2.2,2021-04-13,"1","2","2"
"45",2020-04-13,"16:10:00",3,3,4,11,13,"Bombus pascuorum","","","Lathyrus linifolius",2.2,2021-04-13,"1","2","2"
"46",2020-04-13,"16:10:00",3,3,4,11,14,"Bombus pascuorum","","","Lathyrus linifolius",2.2,2021-04-13,"1","2","2"
"47",2020-04-13,"16:10:00",3,3,4,11,15,"Bombus pascuorum","","","Lathyrus linifolius",2.22,2021-04-13,"1","2","22"
"48",2020-04-13,"16:10:00",3,3,4,11,16,"Bombus pascuorum","","","Lathyrus linifolius",2.24,2021-04-13,"1","2","24"
"49",2020-04-13,"16:13:00",3,3,5,12,1,"Bombus pascuorum","","","Lathyrus linifolius",5.1,2021-04-13,"1","5","1"
"50",2020-04-13,"16:13:00",3,3,5,12,2,"Bombus pascuorum","","","Lathyrus linifolius",6.09,2021-04-13,"1","6","09"
"51",2020-04-13,"16:24:00",3,3,6,13,1,"Bombus lapidarius","","","Lathyrus linifolius",20.17,2021-04-13,"1","20","17"
"52",2020-04-13,"16:24:00",3,3,6,13,2,"Bombus lapidarius","","","Lathyrus linifolius",16.12,2021-04-13,"1","16","12"
"53",2020-04-13,"16:24:00",3,3,6,13,3,"Bombus lapidarius","","","Lathyrus linifolius",12.12,2021-04-13,"1","12","12"
"54",2020-04-13,"16:24:00",3,3,6,13,4,"Bombus lapidarius","","","Lathyrus linifolius",12.12,2021-04-13,"1","12","12"
"55",2020-04-13,"16:24:00",3,3,6,13,5,"Bombus lapidarius","","","Lathyrus linifolius",13.22,2021-04-13,"1","13","22"
"56",2020-04-13,"16:24:00",3,3,6,13,6,"Bombus lapidarius","","","Lathyrus linifolius",13.22,2021-04-13,"1","13","22"
"57",2020-04-13,"16:24:00",3,3,6,13,7,"Bombus lapidarius","","","Lathyrus linifolius",14.23,2021-04-13,"1","14","23"
"58",2020-04-13,"16:24:00",3,3,6,13,8,"Bombus lapidarius","","","Lathyrus linifolius",14.23,2021-04-13,"1","14","23"
"59",2020-04-13,"16:24:00",3,3,6,13,9,"Bombus lapidarius","","","Lathyrus linifolius",14.23,2021-04-13,"1","14","23"
"60",2020-04-13,"16:24:00",3,3,6,13,10,"Bombus lapidarius","","","Lathyrus linifolius",14.24,2021-04-13,"1","14","24"
"61",2020-04-13,"16:24:00",3,3,6,13,11,"Bombus lapidarius","","","Lathyrus linifolius",15.24,2021-04-13,"1","15","24"
"62",2020-04-13,"16:27:00",3,3,7,14,1,"Bombus pascuorum","","","Lathyrus linifolius",8.2,2021-04-13,"1","8","2"
"63",2020-04-13,"16:27:00",3,3,7,14,2,"Bombus pascuorum","","","Lathyrus linifolius",9.22,2021-04-13,"1","9","22"
"64",2020-04-13,"16:39:00",3,3,8,15,1,"Bombus lapidarius","","","Lathyrus linifolius",22.2,2021-04-13,"1","22","2"
"65",2020-04-13,"16:39:00",3,3,8,15,2,"Bombus lapidarius","","","Lathyrus linifolius",21.2,2021-04-13,"1","21","2"
"66",2020-04-13,"16:39:00",3,3,8,15,3,"Bombus lapidarius","","","Lathyrus linifolius",22.21,2021-04-13,"1","22","21"
"67",2020-04-13,"16:41:00",3,3,9,16,1,"Bombus pascuorum","","","Lathyrus linifolius",6.11,2021-04-13,"1","6","11"
"68",2020-04-13,"16:41:00",3,3,9,16,2,"Bombus pascuorum","","","Lathyrus linifolius",6.09,2021-04-13,"1","6","09"
"69",2020-04-13,"16:41:00",3,3,9,16,3,"Bombus pascuorum","","","Lathyrus linifolius",6.08,2021-04-13,"1","6","08"
"70",2020-04-13,"16:41:00",3,3,9,16,4,"Bombus pascuorum","","","Helleborus viridis",4,2021-04-13,"1","4","4"
"71",2020-04-13,"16:41:00",3,3,9,16,5,"Bombus pascuorum","","","Helleborus viridis",4,2021-04-13,"1","4","4"
"72",2020-04-13,"16:41:00",3,3,9,16,6,"Bombus pascuorum","","","Helleborus viridis",4,2021-04-13,"1","4","4"
"73",2020-04-14,"11:10:00",1,1,1,17,1,"Eristalis sp.","","","Taraxacum sp.",22.01,2021-04-14,"1","22","01"
"74",2020-04-14,"11:10:00",1,1,1,17,2,"Eristalis sp.","","","Taraxacum sp.",22.01,2021-04-14,"1","22","01"
"75",2020-04-14,"11:10:00",1,1,1,17,3,"Eristalis sp.","","","Taraxacum sp.",21.06,2021-04-14,"1","21","06"
"76",2020-04-14,"11:10:00",1,1,1,17,4,"Eristalis sp.","","","Taraxacum sp.",20.06,2021-04-14,"1","20","06"
"77",2020-04-14,"11:13:00",1,1,2,18,1,"Eristalis sp.","","","Taraxacum sp.",21.06,2021-04-14,"1","21","06"
"78",2020-04-14,"11:13:00",1,1,2,18,2,"Eristalis sp.","","","Taraxacum sp.",22.06,2021-04-14,"1","22","06"
"79",2020-04-14,"11:13:00",1,1,2,18,3,"Eristalis sp.","","","Taraxacum sp.",24.07,2021-04-14,"1","24","07"
"80",2020-04-14,"11:55:00",1,1,3,19,1,"Bombus terrestris","","reina","Helleborus viridis",9.03,2021-04-14,"1","9","03"
"81",2020-04-14,"11:55:00",1,1,3,19,2,"Bombus terrestris","","reina","Helleborus viridis",9.03,2021-04-14,"1","9","03"
"82",2020-04-14,"11:55:00",1,1,3,19,3,"Bombus terrestris","","reina","Helleborus viridis",9.03,2021-04-14,"1","9","03"
"83",2020-04-14,"13:00:00",2,1,4,20,1,"Bombus terrestris","","reina","Helleborus viridis",17.18,2021-04-14,"1","17","18"
"84",2020-04-14,"13:00:00",2,1,4,20,2,"Bombus terrestris","","reina","Helleborus viridis",17.18,2021-04-14,"1","17","18"
"85",2020-04-14,"13:00:00",2,1,4,20,3,"Bombus terrestris","","reina","Helleborus viridis",16.14,2021-04-14,"1","16","14"
"86",2020-04-14,"13:00:00",2,1,4,20,4,"Bombus terrestris","","reina","Helleborus viridis",24.22,2021-04-14,"1","24","22"
"87",2020-04-14,"13:00:00",2,1,4,20,5,"Bombus terrestris","","reina","Helleborus viridis",18.23,2021-04-14,"1","18","23"
"88",2020-04-14,"13:00:00",2,1,4,20,6,"Bombus terrestris","","reina","Helleborus viridis",18.23,2021-04-14,"1","18","23"
"89",2020-04-14,"13:00:00",2,1,4,20,7,"Bombus terrestris","","reina","Helleborus viridis",8.06,2021-04-14,"1","8","06"
"90",2020-04-14,"13:00:00",2,1,4,20,8,"Bombus terrestris","","reina","Helleborus viridis",6.03,2021-04-14,"1","6","03"
"91",2020-04-14,"14:36:00",2,1,5,21,1,"Apis mellifera","","","Helleborus viridis",18.06,2021-04-14,"1","18","06"
"92",2020-04-14,"14:36:00",2,1,5,21,2,"Apis mellifera","","","Helleborus viridis",18.06,2021-04-14,"1","18","06"
"93",2020-04-14,"14:40:00",2,1,6,22,1,"Apis mellifera","","","Helleborus viridis",18.06,2021-04-14,"1","18","06"
"94",2020-04-14,"14:40:00",2,1,6,22,2,"Apis mellifera","","","Helleborus viridis",11.11,2021-04-14,"1","11","11"
"95",2020-04-14,"14:45:00",2,1,7,23,1,"Apis mellifera","","","Helleborus viridis",21.1,2021-04-14,"1","21","1"
"96",2020-04-14,"14:45:00",2,1,7,23,2,"Apis mellifera","","","Helleborus viridis",20.02,2021-04-14,"1","20","02"
"97",2020-04-14,"14:45:00",2,1,7,23,3,"Apis mellifera","","","Helleborus viridis",22,2021-04-14,"1","22","22"
"98",2020-04-14,"14:45:00",2,1,7,23,4,"Apis mellifera","","","Helleborus viridis",22,2021-04-14,"1","22","22"
"99",2020-04-14,"16:23:00",3,1,8,24,1,"Apis mellifera","","","Helleborus viridis",20.14,2021-04-14,"1","20","14"
"100",2020-04-14,"16:23:00",3,1,8,24,2,"Apis mellifera","","","Helleborus viridis",19.08,2021-04-14,"1","19","08"
"101",2020-04-14,"16:23:00",3,1,8,24,3,"Apis mellifera","","","Helleborus viridis",20.1,2021-04-14,"1","20","1"
"102",2020-04-14,"16:23:00",3,1,8,24,4,"Apis mellifera","","","Helleborus viridis",20.14,2021-04-14,"1","20","14"
"103",2020-04-14,"16:23:00",3,1,8,24,5,"Apis mellifera","","","Helleborus viridis",20.14,2021-04-14,"1","20","14"
"104",2020-04-14,"16:23:00",3,1,8,24,6,"Apis mellifera","","","Helleborus viridis",20.14,2021-04-14,"1","20","14"
"105",2020-04-14,"16:40:00",3,1,9,25,1,"Eristalis sp.","","","Taraxacum sp.",6.1,2021-04-14,"1","6","1"
"106",2020-04-14,"16:40:00",3,1,9,25,2,"Eristalis sp.","","","Taraxacum sp.",6.1,2021-04-14,"1","6","1"
"107",2020-04-14,"16:40:00",3,1,9,25,3,"Eristalis sp.","","","Taraxacum sp.",6,2021-04-14,"1","6","6"
"108",2020-04-14,"16:40:00",3,1,9,25,4,"Eristalis sp.","","","Taraxacum sp.",7,2021-04-14,"1","7","7"
"109",2020-04-14,"16:50:00",3,1,10,26,1,"Bombus terrestris","","","Helleborus viridis",0.19,2021-04-14,"1","0","19"
"110",2020-04-14,"16:50:00",3,1,10,26,2,"Bombus terrestris","","","Helleborus viridis",0.19,2021-04-14,"1","0","19"
"111",2020-04-14,"16:50:00",3,1,10,26,3,"Bombus terrestris","","","Helleborus viridis",0.19,2021-04-14,"1","0","19"
"112",2020-04-14,"16:50:00",3,1,10,26,4,"Bombus terrestris","","","Helleborus viridis",0.19,2021-04-14,"1","0","19"
"113",2020-04-15,"11:20:00",1,2,1,27,1,"Eristalis sp.","","","Ranunculus ficaria",8.02,2021-04-15,"1","8","02"
"114",2020-04-15,"11:20:00",1,2,1,27,2,"Eristalis sp.","","","Ranunculus ficaria",8.02,2021-04-15,"1","8","02"
"115",2020-04-15,"11:30:00",1,2,2,28,1,"Eristalis similis","C2","","Taraxacum sp.",15.09,2021-04-15,"1","15","09"
"116",2020-04-15,"11:30:00",1,2,2,28,2,"Eristalis similis","C2","","Taraxacum sp.",12.11,2021-04-15,"1","12","11"
"117",2020-04-15,"11:32:00",1,2,3,29,1,"Eristalis sp.","","","Taraxacum sp.",11.12,2021-04-15,"1","11","12"
"118",2020-04-15,"11:32:00",1,2,3,29,2,"Eristalis sp.","","","Bellis perennis",12.13,2021-04-15,"1","12","13"
"119",2020-04-15,"11:32:00",1,2,3,29,3,"Eristalis sp.","","","Taraxacum sp.",9.09,2021-04-15,"1","9","09"
"120",2020-04-15,"11:32:00",1,2,3,29,4,"Eristalis sp.","","","Bellis perennis",8.07,2021-04-15,"1","8","07"
"121",2020-04-15,"11:32:00",1,2,3,29,5,"Eristalis sp.","","","Bellis perennis",11.06,2021-04-15,"1","11","06"
"122",2020-04-15,"11:32:00",1,2,3,29,6,"Eristalis sp.","","","Bellis perennis",12.06,2021-04-15,"1","12","06"
"123",2020-04-15,"11:32:00",1,2,3,29,7,"Eristalis sp.","","","Taraxacum sp.",13.07,2021-04-15,"1","13","07"
"124",2020-04-15,"12:37:00",1,2,4,30,1,"Eristalis sp.","","","Taraxacum sp.",6.07,2021-04-15,"1","6","07"
"125",2020-04-15,"12:37:00",1,2,4,30,2,"Eristalis sp.","","","Taraxacum sp.",7.08,2021-04-15,"1","7","08"
"126",2020-04-15,"12:37:00",1,2,4,30,3,"Eristalis sp.","","","Ranunculus repens",7.08,2021-04-15,"1","7","08"
"127",2020-04-15,"12:37:00",1,2,4,30,4,"Eristalis sp.","","","Ranunculus repens",7.08,2021-04-15,"1","7","08"
"128",2020-04-15,"12:37:00",1,2,4,30,5,"Eristalis sp.","","","Taraxacum sp.",5.07,2021-04-15,"1","5","07"
"129",2020-04-15,"12:37:00",1,2,4,30,6,"Eristalis sp.","","","Ranunculus ficaria",4.07,2021-04-15,"1","4","07"
"130",2020-04-15,"12:37:00",1,2,4,30,7,"Eristalis sp.","","","Taraxacum sp.",3.06,2021-04-15,"1","3","06"
"131",2020-04-15,"12:37:00",1,2,4,30,8,"Eristalis sp.","","","Taraxacum sp.",2.07,2021-04-15,"1","2","07"
"132",2020-04-15,"12:37:00",1,2,4,30,9,"Eristalis sp.","","","Taraxacum sp.",2.08,2021-04-15,"1","2","08"
"133",2020-04-15,"12:47:00",2,2,5,31,1,"Eristalis sp.","","","Bellis perennis",17.06,2021-04-15,"1","17","06"
"134",2020-04-15,"12:47:00",2,2,5,31,2,"Eristalis sp.","","","Taraxacum sp.",16.06,2021-04-15,"1","16","06"
"135",2020-04-15,"12:47:00",2,2,5,31,3,"Eristalis sp.","","","Taraxacum sp.",15.04,2021-04-15,"1","15","04"
"136",2020-04-15,"13:00:00",2,2,6,32,1,"Bombus sp.","","","Bellis perennis",14.13,2021-04-15,"1","14","13"
"137",2020-04-15,"13:00:00",2,2,6,32,2,"Bombus sp.","","","Bellis perennis",14.13,2021-04-15,"1","14","13"
"138",2020-04-15,"13:13:00",2,2,7,33,1,"Eupeodes corollae","C3","","Bellis perennis",12.13,2021-04-15,"1","12","13"
"139",2020-04-15,"13:13:00",2,2,7,33,2,"Eupeodes corollae","C3","","Bellis perennis",13.15,2021-04-15,"1","13","15"
"140",2020-04-15,"13:13:00",2,2,7,33,3,"Eupeodes corollae","C3","","Bellis perennis",14.15,2021-04-15,"1","14","15"
"141",2020-04-15,"13:44:00",2,2,8,34,1,"Eupeodes corollae","","","Bellis perennis",23.12,2021-04-15,"1","23","12"
"142",2020-04-15,"13:44:00",2,2,8,34,2,"Eupeodes corollae","","","Bellis perennis",22.12,2021-04-15,"1","22","12"
"143",2020-04-15,"13:44:00",2,2,8,34,3,"Eupeodes corollae","","","Bellis perennis",22.14,2021-04-15,"1","22","14"
"144",2020-04-15,"14:00:00",2,2,9,35,1,"Eristalis sp.","","","Taraxacum sp.",9.11,2021-04-15,"1","9","11"
"145",2020-04-15,"14:00:00",2,2,9,35,2,"Eristalis sp.","","","Taraxacum sp.",9.11,2021-04-15,"1","9","11"
"146",2020-04-15,"14:00:00",2,2,9,35,3,"Eristalis sp.","","","Taraxacum sp.",8.11,2021-04-15,"1","8","11"
"147",2020-04-16,"13:10:00",2,3,1,36,1,"Eristalis tenax","","","Scilla verna",19,2021-04-16,"1","19","19"
"148",2020-04-16,"13:10:00",2,3,1,36,2,"Eristalis tenax","","","Scilla verna",17.02,2021-04-16,"1","17","02"
"149",2020-04-16,"13:10:00",2,3,1,36,3,"Eristalis tenax","","","Scilla verna",16.02,2021-04-16,"1","16","02"
"150",2020-04-16,"13:10:00",2,3,1,36,4,"Eristalis tenax","","","Scilla verna",16.02,2021-04-16,"1","16","02"
"151",2020-04-16,"13:10:00",2,3,1,36,5,"Eristalis tenax","","","Scilla verna",16.02,2021-04-16,"1","16","02"
"152",2020-04-16,"13:10:00",2,3,1,36,6,"Eristalis tenax","","","Scilla verna",16.02,2021-04-16,"1","16","02"
"153",2020-04-16,"13:10:00",2,3,1,36,7,"Eristalis tenax","","","Scilla verna",16.02,2021-04-16,"1","16","02"
"154",2020-04-16,"13:10:00",2,3,1,36,8,"Eristalis tenax","","","Scilla verna",16.02,2021-04-16,"1","16","02"
"155",2020-04-16,"13:10:00",2,3,1,36,9,"Eristalis tenax","","","Scilla verna",16.02,2021-04-16,"1","16","02"
"156",2020-04-16,"13:10:00",2,3,1,36,10,"Eristalis tenax","","","Scilla verna",16.02,2021-04-16,"1","16","02"
"157",2020-04-16,"14:48:00",2,3,2,37,1,"Andrena cf. Morio","","","Potentilla erecta",21.04,2021-04-16,"1","21","04"
"158",2020-04-16,"14:48:00",2,3,2,37,2,"Andrena cf. Morio","","","Potentilla erecta",17.01,2021-04-16,"1","17","01"
"159",2020-04-16,"15:55:00",3,3,3,38,1,"Bombus pascuorum","","","Lathyrus linifolius",1.08,2021-04-16,"1","1","08"
"160",2020-04-16,"15:55:00",3,3,3,38,2,"Bombus pascuorum","","","Lathyrus linifolius",0.07,2021-04-16,"1","0","07"
"161",2020-04-16,"15:55:00",3,3,3,38,3,"Bombus pascuorum","","","Lathyrus linifolius",0.09,2021-04-16,"1","0","09"
"162",2020-04-16,"16:16:00",3,3,4,39,1,"Bombus lapidarius","C4","","Lathyrus linifolius",13.16,2021-04-16,"1","13","16"
"163",2020-04-16,"16:16:00",3,3,4,39,2,"Bombus lapidarius","C4","","Lathyrus linifolius",16.02,2021-04-16,"1","16","02"
"164",2020-04-16,"16:16:00",3,3,4,39,3,"Bombus lapidarius","C4","","Lathyrus linifolius",16.24,2021-04-16,"1","16","24"
"165",2020-04-21,"15:35:00",3,5,1,40,1,"Empis sp","C5","","Scilla verna",20.14,2021-04-21,"1","20","14"
"166",2020-04-21,"15:35:00",3,5,1,40,2,"Empis sp","C5","","Scilla verna",20.14,2021-04-21,"1","20","14"
"167",2020-04-22,"13:22:00",2,4,1,41,1,"Empis sp","?=11","","Scilla verna",4.07,2021-04-22,"1","4","07"
"168",2020-04-22,"13:22:00",2,4,1,41,2,"Empis sp","?=11","","Scilla verna",4.07,2021-04-22,"1","4","07"
"169",2020-04-22,"13:22:00",2,4,1,41,3,"Empis sp","?=11","","Scilla verna",3.07,2021-04-22,"1","3","07"
"170",2020-04-23,"10:30:00",1,2,1,42,1,"Eristalis sp.","","","Hepatica nobilis",21.18,2021-04-23,"1","21","18"
"171",2020-04-23,"10:30:00",1,2,1,42,2,"Eristalis sp.","","","Taraxacum sp.",18.17,2021-04-23,"1","18","17"
"172",2020-04-23,"10:30:00",1,2,1,42,3,"Eristalis sp.","","","Bellis perennis",18.17,2021-04-23,"1","18","17"
"173",2020-04-23,"10:30:00",1,2,1,42,4,"Eristalis sp.","","","Bellis perennis",18.17,2021-04-23,"1","18","17"
"174",2020-04-23,"10:30:00",1,2,1,42,5,"Eristalis sp.","","","Bellis perennis",17.16,2021-04-23,"1","17","16"
"175",2020-04-23,"10:30:00",1,2,1,42,6,"Eristalis sp.","","","Bellis perennis",17.16,2021-04-23,"1","17","16"
"176",2020-04-23,"10:30:00",1,2,1,42,7,"Eristalis sp.","","","Taraxacum sp.",17.16,2021-04-23,"1","17","16"
"177",2020-04-23,"10:30:00",1,2,1,42,8,"Eristalis sp.","","","Hepatica nobilis",15.16,2021-04-23,"1","15","16"
"178",2020-04-23,"10:30:00",1,2,1,42,9,"Eristalis sp.","","","Bellis perennis",14.16,2021-04-23,"1","14","16"
"179",2020-04-23,"10:30:00",1,2,1,42,10,"Eristalis sp.","","","Bellis perennis",12.17,2021-04-23,"1","12","17"
"180",2020-04-23,"10:45:00",1,2,2,43,1,"Bombus pratorum","Bombus C6","","Helleborus viridis",23.19,2021-04-23,"1","23","19"
"181",2020-04-23,"10:45:00",1,2,2,43,2,"Bombus pratorum","Bombus C6","","Helleborus viridis",23.19,2021-04-23,"1","23","19"
"182",2020-04-23,"11:29:00",1,2,3,44,1,"Apis mellifera","","","Helleborus viridis",19.23,2021-04-23,"1","19","23"
"183",2020-04-23,"11:29:00",1,2,3,44,2,"Apis mellifera","","","Helleborus viridis",18.23,2021-04-23,"1","18","23"
"184",2020-04-23,"11:29:00",1,2,3,44,3,"Apis mellifera","","","Helleborus viridis",18.24,2021-04-23,"1","18","24"
"185",2020-04-23,"11:29:00",1,2,3,44,4,"Apis mellifera","","","Helleborus viridis",19.23,2021-04-23,"1","19","23"
"186",2020-04-23,"11:29:00",1,2,3,44,5,"Apis mellifera","","","Helleborus viridis",20.24,2021-04-23,"1","20","24"
"187",2020-04-23,"11:45:00",1,2,4,45,1,"Apis mellifera","","","Taraxacum sp.",18.14,2021-04-23,"1","18","14"
"188",2020-04-23,"11:45:00",1,2,4,45,2,"Apis mellifera","","","Taraxacum sp.",17.13,2021-04-23,"1","17","13"
"189",2020-04-23,"11:45:00",1,2,4,45,3,"Apis mellifera","","","Taraxacum sp.",17.12,2021-04-23,"1","17","12"
"190",2020-04-23,"11:45:00",1,2,4,45,4,"Apis mellifera","","","Taraxacum sp.",15.13,2021-04-23,"1","15","13"
"191",2020-04-23,"11:45:00",1,2,4,45,5,"Apis mellifera","","","Taraxacum sp.",16.13,2021-04-23,"1","16","13"
"192",2020-04-23,"11:45:00",1,2,4,45,6,"Apis mellifera","","","Taraxacum sp.",17.14,2021-04-23,"1","17","14"
"193",2020-04-23,"11:45:00",1,2,4,45,7,"Apis mellifera","","","Taraxacum sp.",18.14,2021-04-23,"1","18","14"
"194",2020-04-23,"11:45:00",1,2,4,45,8,"Apis mellifera","","","Taraxacum sp.",18.14,2021-04-23,"1","18","14"
"195",2020-04-23,"11:45:00",1,2,4,45,9,"Apis mellifera","","","Taraxacum sp.",18.15,2021-04-23,"1","18","15"
"196",2020-04-23,"11:45:00",1,2,4,45,10,"Apis mellifera","","","Taraxacum sp.",17.15,2021-04-23,"1","17","15"
"197",2020-04-23,"11:45:00",1,2,4,45,11,"Apis mellifera","","","Taraxacum sp.",16.14,2021-04-23,"1","16","14"
"198",2020-04-23,"11:45:00",1,2,4,45,12,"Apis mellifera","","","Taraxacum sp.",15.14,2021-04-23,"1","15","14"
"199",2020-04-23,"11:45:00",1,2,4,45,13,"Apis mellifera","","","Taraxacum sp.",15.14,2021-04-23,"1","15","14"
"200",2020-04-23,"11:45:00",1,2,4,45,14,"Apis mellifera","","","Taraxacum sp.",13.15,2021-04-23,"1","13","15"
"201",2020-04-23,"11:50:00",1,2,5,46,1,"Andrena cineraria","C7","","Potentilla sterilis",8.08,2021-04-23,"1","8","08"
"202",2020-04-23,"11:50:00",1,2,5,46,2,"Andrena cineraria","C7","","Potentilla sterilis",8.08,2021-04-23,"1","8","08"
"203",2020-04-23,"11:50:00",1,2,5,46,3,"Andrena cineraria","C7","","Potentilla sterilis",8.08,2021-04-23,"1","8","08"
"204",2020-04-23,"11:50:00",1,2,5,46,4,"Andrena cineraria","C7","","Bellis perennis",8.08,2021-04-23,"1","8","08"
"205",2020-04-23,"11:50:00",1,2,5,46,5,"Andrena cineraria","C7","","Potentilla sterilis",8.08,2021-04-23,"1","8","08"
